Item_ID	Sentence	sentence_butNotBoth	sentence_and	HasPrecedingContent	HasFollowingContent	IsInDisfluency	HasMoreThanOneOr	HasHedge	containsNumber	eitherPresent	orNotPresent	sentenceHasVP	head	context
74742:45	and then the states that --n406515 either don't adopt on a state wide basis or don't have as many kids, just have --n406568 to follow along and take what texas gets --n40658f.	and then the states that --n406515 either don't adopt on a state wide basis or don't have as many kids, just have --n406568 to follow along and take what texas gets --n40658f, but not both.	and then the states that --n406515 either don't adopt on a state wide basis and don't have as many kids, just have --n406568 to follow along and take what texas gets --n40658f.	yes	yes	no	no	no	no	yes	no	yes	S	###uh-huh.###speakera96t95.###speakerb97t97.###huh.###speakera98t98.###and, you know, a third of the texas market with its millions of kids is a heck of a lot of textbooks.###speakerb99t99.###sure.###sure.###speakera100t100.
74896:12	it's more or less a spare room.	it's more or less a spare room, but not both.	it's mande and less a spare room.	yes	yes	no	no	no	no	no	no	yes	S	###it's,###we're rearranging our house because the bedrooms are kind of small.###speakera35t35.###uh-huh.###speakerb36t36.###and so, we're going --n4018ce to enlarge our master bedroom and take out a couple of walls and enlarge it. and then shuffle the rooms around a little bit.###speakera37t37.###that's kind of like what we'd like --n401a5a to do --n401a69.###we just had a baby a couple months ago###and we've got a den,
75021:8	um, or our breakers aren't, aren't powerful enough to take, to, to really help with the load in the house.	um, or our breakers aren't, aren't powerful enough to take, to, to really help with the load in the house, but not both.	um, and our breakers aren't, aren't powerful enough to take, to, to really help with the load in the house.	yes	yes	no	no	no	no	no	no	yes	S	###um.###speakera77t77.###and he rewired the house###and it's shorting out here and there,###and###speakerb78t78.###oh, wow,###i,###that's one of the things we've been fortunate with --n403d50, is our, uh, wiring is okay.### we don't have a, we don't have enough power,
75061:22	and now it's running ten or fifteen minutes fast again.	and now it's running ten or fifteen minutes fast again, but not both.	and now it's running ten and fifteen minutes fast again.	yes	yes	no	no	no	yes	no	no	yes	S	###speakerb90t90.###uh-huh.###speakera91t91.###but it runs about ten minutes fast, except for about a month, for about a month the, the clock ran normal.###speakerb92t92.###um.###speakera93t93.###and then the power went off again,###lightning or something knocked it out###and we hooked it back up
75070:30	it's all new wiring up in the attic, or i guess crawl space,	it's all new wiring up in the attic, or i guess crawl space, but not both.	it's all new wiring up in the attic, and i guess crawl space,	yes	yes	no	no	no	no	no	no	yes	S	###and we hooked it back up###and now it's running ten or fifteen minutes fast again.###speakerb94t94.###um.###speakera95t95.###but on the east side of the house it runs fine.###speakerb96t96.###oh boy, you do have a strange wiring problem there.###speakera97t97.###he put new wiring in,
75196:18	she woke up about three or four o'clock in the morning, water dripping from hers.	she woke up about three or four o'clock in the morning, water dripping from hers, but not both.	she woke up about three and four o'clock in the mandning, water dripping from hers.	yes	yes	no	no	no	yes	no	no	yes	S	###and the whole thing would be full of water.###and i mean the light would still come on.###it didn't blow up or anything.###speakera137t137.### my neighbor, or a friend of mine when i lived in louisiana --n407488, her,###we all lived on base,###my husband was in the army.###speakerb138t138.###uh-huh.###speakera139t139.
75373:37	and now everybody, uh, has v c r --s and two or three v c r --s and that kind of thing.	and now everybody, uh, has v c r --s and two or three v c r --s and that kind of thing, but not both.	and now everybody, uh, has v c r --s and two and three v c r --s and that kind of thing.	yes	yes	no	no	no	yes	no	no	yes	S	###oh.###speakera27t27.### and, uh, but, twenty years ago, practically everybody had a color t v,###and now i think they're as, almost as many, well,###there are more t v --s than households,###so it's close to getting, uh, one t v per person they say --n4018ab.###speakerb28t28.###yeah###speakera29t28.###speakerb30t30.
75445:52	these days they have these tiny little things that --n40304b are only about the size of two or three pencils	these days they have these tiny little things that --n40304b are only about the size of two or three pencils, but not both.	these days they have these tiny little things that --n40304b are only about the size of two and three pencils	yes	yes	no	no	no	yes	no	no	yes	S	###speakerb52t52.###yeah.###speakera53t53.###and i had --n402c7e to carry a beeper around###and they were kind of bulky###and all they did --n402d52 was just, uh, make a beep noise###and then you had --n402e27 to go --n402e36 find a telephone and call in --n402e55 to find out what they wanted you for --n402e7c and who you were supposed --n402e97 to call --n402ea6.###speakerb54t54.###uh-huh.###speakera55t55.
75447:58	and they have a little display screen that --n403191 shows you a message and either tells you a person or a, a phone number to respond to --n4031ec	and they have a little display screen that --n403191 shows you a message and either tells you a person or a, a phone number to respond to --n4031ec, but not both.	and they have a little display screen that --n403191 shows you a message and either tells you a person and a, a phone number to respond to --n4031ec	yes	yes	no	no	no	no	yes	no	yes	S	###speakera53t53.###and i had --n402c7e to carry a beeper around###and they were kind of bulky###and all they did --n402d52 was just, uh, make a beep noise###and then you had --n402e27 to go --n402e36 find a telephone and call in --n402e55 to find out what they wanted you for --n402e7c and who you were supposed --n402e97 to call --n402ea6.###speakerb54t54.###uh-huh.###speakera55t55.###these days they have these tiny little things that --n40304b are only about the size of two or three pencils###and they fit in your shirt pocket
75697:37	and since that time everybody's got some sort of burglar system or, you know, uh, burglar alarms uh, and including the out, uh, the outer perimeter type, uh, devices, sensors and things like that.	and since that time everybody's got some sort of burglar system or, you know, uh, burglar alarms uh, and including the out, uh, the outer perimeter type, uh, devices, sensors and things like that, but not both.	and since that time everybody's got some sandt of burglar system and, you know, uh, burglar alarms uh, and including the out, uh, the outer perimeter type, uh, devices, sensands and things like that.	yes	yes	no	no	no	no	no	no	yes	S	###speakerb22t22.###uh-huh.###speakera23t23.###but, uh, right now our neighborhood is running about, uh, eighty percent of the homeowners have been robbed --n4017c2, sometime during their, their, uh, existence in that neighborhood.###speakerb24t24.###wow.###speakera25t24.###speakerb26t26.###that's huge.###speakera27t27.
75880:7	you or the insurance companies never see any of that money.	you or the insurance companies never see any of that money, but not both.	you and the insurance companies never see any of that money.	yes	yes	no	no	no	no	no	no	yes	S	###speakera103t103.###yeah.###uh, very seld-,###speakerb104t104.###but they give the guy a job in prison and make him pay his damn debt.###speakera105t105.###yeah.###they don't do that here.###course they pay them,###but they don't, you don't,
76421:21	i think in this area or most all areas they use, you know, for ticks and fleas.	i think in this area or most all areas they use, you know, for ticks and fleas, but not both.	i think in this area and most all areas they use, you know, fand ticks and fleas.	yes	yes	no	no	no	no	no	no	yes	S	###right.###speakera175t175.###dursban or something like that.###speakerb176t176.###yeah,### what it, what it is --n4074b9 that --n4074c4'll, that --n4074d7'll, take care of them.###speakera177t177.###dursban,###speakerb178t177.###speakera179t179.
76507:42	i'm not sure if it's more a problem with american families or a problem with the school system.	i'm not sure if it's more a problem with american families or a problem with the school system, but not both.	i'm not sure if it's mande a problem with american families and a problem with the school system.	yes	yes	no	no	no	no	no	no	yes	S	###speakera211t210.###speakerb212t212.###so, as far as looking toward the future, you know, that's my plan.###i'm going --n409320 to have --n40932f to move fast, i think, though, because, uh, you know, as a,###speakera213t212.###speakera1t1.###do you have any particular thoughts about the school system.###speakerb2t2.###well, um, i, i think that in, in, uh,###recently with the,
76508:96	they seem --n4002dd to be burdening the school system more and more with problems, any problems that a child might have --n400330, whether it's actually a school related thing or not	they seem --n4002dd to be burdening the school system more and more with problems, any problems that a child might have --n400330, whether it's actually a school related thing or not, but not both.	they seem --n4002dd to be burdening the school system mande and mande with problems, any problems that a child might have --n400330, whether it's actually a school related thing and not	yes	yes	no	no	no	no	no	yes	yes	S	###speakerb212t212.###so, as far as looking toward the future, you know, that's my plan.###i'm going --n409320 to have --n40932f to move fast, i think, though, because, uh, you know, as a,###speakera213t212.###speakera1t1.###do you have any particular thoughts about the school system.###speakerb2t2.###well, um, i, i think that in, in, uh,###recently with the,###i'm not sure if it's more a problem with american families or a problem with the school system.
76530:72	uh, and you can't expect in a classroom for a particular course an hour a day --n400f17 to counteract, uh, sixteen or seventeen years of influence at home.	uh, and you can't expect in a classroom for a particular course an hour a day --n400f17 to counteract, uh, sixteen or seventeen years of influence at home, but not both.	uh, and you can't expect in a classroom fand a particular course an hour a day --n400f17 to counteract, uh, sixteen and seventeen years of influence at home.	yes	yes	no	no	no	yes	no	no	yes	S	###it's gotten way beyond teaching, uh, you know, teaching classes and maybe providing extracurricular sports activities or something like, oh, were kind of traditionally the school's roles.###speakera9t8.###speakera11t11.###yeah.###speakerb12t11.###speakera13t13.###yeah,###it's interesting###because, uh, we're just having conversation on this, uh, with a couple of people yesterday.###and i was expressing my frustrations that, uh, some of the, so many problems, i work in a high school, are that kids don't have a, a degree of self-discipline which --n400cbb may be reflected --n400cce in society at large.
76699:90	if we see a child that we have any reason, that --n4051d2's on drugs, such as if he's got a beeper or if they're, if they're flashing lots of money around. we've, there are certain things to do --n40526d.	if we see a child that we have any reason, that --n4051d2's on drugs, such as if he's got a beeper or if they're, if they're flashing lots of money around. we've, there are certain things to do --n40526d, but not both.	if we see a child that we have any reason, that --n4051d2's on drugs, such as if he's got a beeper and if they're, if they're flashing lots of money around. we've, there are certain things to do --n40526d.	yes	yes	no	no	no	no	no	no	yes	S	###uh-huh.###speakera77t77.###but teachers are asked --n404dc6 to diagnose so much.###um, there, i mean, i mean we're, have --n404e81 to be,###we're alerted --n404f91###speakerb78t78.###right.###speakera79t79.###there's all sorts of systems where suicide, uh, predisposition.###i mean, we're alerted --n4050ad to what the moment we see something --n4050d4.
76731:61	and, so, i mean, you have --n405fe4 to find out whether there's a legitimate reason, or whether this is a warning signal.	and, so, i mean, you have --n405fe4 to find out whether there's a legitimate reason, or whether this is a warning signal, but not both.	and, so, i mean, you have --n405fe4 to find out whether there's a legitimate reason, and whether this is a warning signal.	yes	yes	no	no	no	no	no	no	yes	S	###yeah.###you know, it's, it's amazing,###but uh, you get all sorts, you get all, all sorts of things, uh, in the schools, uh, uh,###and it's,###and you know, as a teacher you're alert, you're alert for the kid who --n405d5d's very drowsy.###you're alert to the kid who --n405e86 suddenly has a, um, behavioral change,###and you refer them to the nurse.###speakerb88t88.###right.###speakera89t89.
76810:84	and, uh, it --n407b5c's too bad that all this stuff is just being thrown --n407b8f into a data base, and that none of the ideas or thoughts are being used --n407bd6 at all.	and, uh, it --n407b5c's too bad that all this stuff is just being thrown --n407b8f into a data base, and that none of the ideas or thoughts are being used --n407bd6 at all, but not both.	and, uh, it --n407b5c's too bad that all this stuff is just being thrown --n407b8f into a data base, and that none of the ideas and thoughts are being used --n407bd6 at all.	yes	yes	no	no	no	no	no	no	yes	S	###speakerb116t116.###yeah.###speakera117t116.###speakerb118t118.###yeah,###i've had interesting conversations on several subjects not, uh, not just this but different, the different things.###speakera119t119.###uh-huh.###speakerb120t120.###it --n407a14's amazing how the, you know, people you talk to --n407a4f have some interesting conversations --n407a66
77037:37	i, i've only talked to one or two	i, i've only talked to one or two, but not both.	i, i've only talked to one and two	yes	yes	no	no	no	yes	no	no	yes	S	###but, uh, uh, like i said, we're getting, getting the kids ready --n402afe to go to the birthday party,###speakera89t89.###yeah.###speakerb90t90.###so.###speakera91t91.###yeah.###speakerb92t92.###but, uh, some of,###yeah,
77160:37	an awful lot of people know where it is --n404b89, or have been there.	an awful lot of people know where it is --n404b89, or have been there, but not both.	an awful lot of people know where it is --n404b89, and have been there.	yes	yes	no	no	no	no	no	no	yes	S	###speakera137t137.###yes.###well, enid is, not, uh, an unknown little city.###speakerb138t138.###yeah.###speakera139t139.###it, uh###speakerb140t140.###right.###speakera141t141.
77664:56	so our whole family, we take family trips to different places --n40193c to visit fish stores or go to fish shows,	so our whole family, we take family trips to different places --n40193c to visit fish stores or go to fish shows, but not both.	so our whole family, we take family trips to different places --n40193c to visit fish standes and go to fish shows,	yes	yes	no	no	no	no	no	no	yes	S	###that's always a big, uh, thing.###and one of my children is, uh, also a musician###so, um, one of the things that we did --n401631 with him a lot was to go, either my husband or i, or both of us would, t-, concerts with him.###speakerb23t23.###uh-huh.###speakera24t24.###and my other child, um, uh, is in, big into tropical fish,###speakerb25t25.###uh.###speakera26t26.
77801:170	and you want --n40461d to be avail-, at least i've wanted --n40464c to be available, when they, for some reason, they had, they were bouncing something off of me --n4046b7. because it was something that --n4046d6 was bothering them or they were concerned about --n4046fd,	and you want --n40461d to be avail-, at least i've wanted --n40464c to be available, when they, for some reason, they had, they were bouncing something off of me --n4046b7. because it was something that --n4046d6 was bothering them or they were concerned about --n4046fd, but not both.	and you want --n40461d to be avail-, at least i've wanted --n40464c to be available, when they, fand some reason, they had, they were bouncing something off of me --n4046b7. because it was something that --n4046d6 was bothering them and they were concerned about --n4046fd,	yes	yes	no	no	no	no	no	no	yes	S	###but occasionally they do,###and you want,###speakerb73t73.###yeah.###uh-huh.###speakera74t74.###and when they do --n4044ed, there's a reason for it, that they're sharing it --n404528,###speakerb75t75.###uh-huh.###speakera76t76.
77821:28	you don't have grandparents --n404e77 near by or aunts and uncles.	you don't have grandparents --n404e77 near by or aunts and uncles, but not both.	you don't have grandparents --n404e77 near by and aunts and uncles.	yes	yes	no	no	no	no	no	no	yes	S	###speakerb81t81.###who would they ask --n404b0b.###speakera82t82.###that's right.###speakerb83t83.###or what would they do --n404ba0.###speakera84t84.###yes,###that's exactly right.###uh, but it has been, um, it's been interesting and particularly i, i think because the society in which we live --n404cc5, families are separated.
77865:8	uh, or they didn't,	uh, or they didn't, but not both.	uh, and they didn't,	yes	yes	no	no	no	no	no	no	yes	S	###speakerb97t97.###right.###speakera98t97.###speakerb99t99.###well, when my kids were quite small --n405872, uh, we lived close to both sets of grandparents###speakera100t100.###uh-huh.###speakerb101t101.###and they saw them a lot,###but they don't have any cousins,
78150:40	and uh, you could always catch a good news program at eight o'clock or nine o'clock on c n n.	and uh, you could always catch a good news program at eight o'clock or nine o'clock on c n n, but not both.	and uh, you could always catch a good news program at eight o'clock and nine o'clock on c n n.	yes	yes	no	no	no	yes	no	no	yes	S	###that's really good.### that's,###um, i've found that when i, i don't have cable television anymore, uh, when i moved, went back to graduate school --n402448 i just didn't have the money to buy, ge-, rent a cable t v line, or whatever --n4024ab, you know.###so i don't get c n n, uh, which --n40272c was a big disappointment.###i used --n4027d9 to watch,###that was my,###if i wasn't home,###i'm a college teacher###and sometimes i teach in the evening###so i'll miss the evening news.
78284:18	i can watch washington news or baltimore news	i can watch washington news or baltimore news, but not both.	i can watch washington news and baltimande news	yes	yes	no	no	no	no	no	no	yes	S	### i, i like it, i like it a little bit better, too.###it --n40545c's interesting though, um, to meet different populations.### i, i'm just now --n405531 being, uh, from pittsburgh originally, i'm just now meeting different populations like chinese students and things###and i find that really interesting, you know, to imagine, here is --n4056f2 somebody that --n405701 was in china, le-, two years ago when all that was going on in, in, uh, beijing --n40576c.###you know, that, that's an interesting, uh, interesting perspective.###but i, i really much, much like the hometown area,###yeah.###and i think that also goes,###it's funny,### you, you can watch different news.
78609:7	eleven or twelve, i would think --n403f2f, probably	eleven or twelve, i would think --n403f2f, probably, but not both.	eleven and twelve, i would think --n403f2f, probably	yes	yes	no	no	no	yes	no	no	yes	S	###so, i think, wha-,###speakerb94t94.###yeah,###and diving is something that,###especially for small children, uh,###i think the, the minimum age for diving is, is probably, legal anyway, would be probably about sixteen.###speakera95t95.###yeah.###speakerb96t95.###speakera97t97.
78681:73	and he, uh, would like --n405b40 to just get a fifth wheel and just travel across the country and spend a month here or a couple of weeks there, and just, you know, not, be settled anywhere,	and he, uh, would like --n405b40 to just get a fifth wheel and just travel across the country and spend a month here or a couple of weeks there, and just, you know, not, be settled anywhere, but not both.	and he, uh, would like --n405b40 to just get a fifth wheel and just travel across the country and spend a month here and a couple of weeks there, and just, you know, not, be settled anywhere,	yes	yes	no	no	no	no	no	no	yes	S	###speakerb124t124.###my dad has been talking for years about, uh, getting a fifth wheel and just picking up,###speakera125t125.###uh-huh.###speakerb126t126.###he's retired###speakera127t127.###uh-huh.###speakerb128t128.###uh, he's in his sixties,
78707:44	uh, but he's been known --n4062ac to be gone for a month or two at a time	uh, but he's been known --n4062ac to be gone for a month or two at a time, but not both.	uh, but he's been known --n4062ac to be gone fand a month and two at a time	yes	yes	no	no	no	yes	no	no	yes	S	###speakera137t136.###speakerb138t138.### he, he does that quite a bit.###speakera139t139.###and,###speakerb140t140.### he, he hasn't lately, though, uh, because he's been ill,###speakera141t141.###yeah.###speakerb142t142.
78975:34	you know, i didn't know anything about bush or dukakis.	you know, i didn't know anything about bush or dukakis, but not both.	you know, i didn't know anything about bush and dukakis.	yes	yes	no	no	no	no	no	no	yes	S	###okay.###speakerb64t64.###yeah,###that's okay.###speakera65t65.###well, that's what i mean --n402ca9,###like i didn't know what the difference between dukakis and bush was --n402d45.###speakerb66t66.###uh-huh.###speakera67t67.
78977:102	so what do you think --n402eae about, uh, what do you think --n402ed5 about what you see --n402eec on t v about them, like in the news or on the ads,	so what do you think --n402eae about, uh, what do you think --n402ed5 about what you see --n402eec on t v about them, like in the news or on the ads, but not both.	so what do you think --n402eae about, uh, what do you think --n402ed5 about what you see --n402eec on t v about them, like in the news and on the ads,	yes	yes	no	no	no	no	no	no	yes	SBARQ	###yeah,###that's okay.###speakera65t65.###well, that's what i mean --n402ca9,###like i didn't know what the difference between dukakis and bush was --n402d45.###speakerb66t66.###uh-huh.###speakera67t67.###you know, i didn't know anything about bush or dukakis.###speakerb68t68.
79226:143	but see they're trying --n407962 to find an excuse --n407979 not to deal with what, you know, the issues that people really want --n4079bc to know about --n4079cf, because on those issues you have --n4079f6 to say yes or no.	but see they're trying --n407962 to find an excuse --n407979 not to deal with what, you know, the issues that people really want --n4079bc to know about --n4079cf, because on those issues you have --n4079f6 to say yes or no, but not both.	but see they're trying --n407962 to find an excuse --n407979 not to deal with what, you know, the issues that people really want --n4079bc to know about --n4079cf, because on those issues you have --n4079f6 to say yes and no.	yes	yes	no	no	no	no	no	no	yes	S	###it's all so secretive,###see we really don't see the, the true person anyway.###speakerb162t162.###that's right.###speakera163t162.###speakerb164t164.###i think that's, that's having a big effect on how poorly that the country is being run --n40749c --n4074a3, is that, um, the, the election, the people that --n4074f6 want --n407501 to get elected --n407514 are turning it into a popularity contest by --n40753f advertising the things that, you know, that --n40756a really don't have anything --n407589 to do with how well they do the job --n4075b4.###speakera165t165.###right.###speakerb166t166.
79227:23	and if they don't say yes or no, then maybe somebody --n407c0e will vote for them that --n407c29 wouldn't have if they had come down on the wrong side.	and if they don't say yes or no, then maybe somebody --n407c0e will vote for them that --n407c29 wouldn't have if they had come down on the wrong side, but not both.	and if they don't say yes and no, then maybe somebody --n407c0e will vote fand them that --n407c29 wouldn't have if they had come down on the wrong side.	yes	yes	no	no	no	no	no	no	yes	S	###see we really don't see the, the true person anyway.###speakerb162t162.###that's right.###speakera163t162.###speakerb164t164.###i think that's, that's having a big effect on how poorly that the country is being run --n40749c --n4074a3, is that, um, the, the election, the people that --n4074f6 want --n407501 to get elected --n407514 are turning it into a popularity contest by --n40753f advertising the things that, you know, that --n40756a really don't have anything --n407589 to do with how well they do the job --n4075b4.###speakera165t165.###right.###speakerb166t166.###but see they're trying --n407962 to find an excuse --n407979 not to deal with what, you know, the issues that people really want --n4079bc to know about --n4079cf, because on those issues you have --n4079f6 to say yes or no.
79279:17	so i was only fifteen or sixteen,	so i was only fifteen or sixteen, but not both.	so i was only fifteen and sixteen,	yes	yes	no	no	no	yes	no	no	yes	S	### i, you know, that i just couldn't believe that he got voted --n408d78 out.###speakera179t179.###but, i think i wasn't,###well let's see,###that's been about ten years ago, right.###speakerb180t180.###uh-huh,###yeah.###speakera181t181.###okay,
79690:66	but now i think there are tests that --n401421 can be conducted --n401434, uh, to tell whether or not the puppies have the, have it.	but now i think there are tests that --n401421 can be conducted --n401434, uh, to tell whether or not the puppies have the, have it, but not both.	but now i think there are tests that --n401421 can be conducted --n401434, uh, to tell whether and not the puppies have the, have it.	yes	yes	no	no	no	no	no	yes	yes	S	###speakerb32t32.###uh-huh.###speakera33t32.###speakerb34t34.###oh no.###speakera35t35.###and it's in that breed.###speakerb36t36.###uh-huh.###speakera37t37.
80247:17	was it for health, or, to look good.	was it for health, or, to look good, but not both.	was it fand health, and, to look good.	yes	yes	no	no	no	no	no	no	yes	SQ	### what, what's my motivation --n400cd5.###speakera17t17.###yeah.###speakerb18t18.###a friend of mine, always pushing me.###this was in louisiana.###and she would push, you know,###she was, hey, let's go --n400eab do it,###and you know, she wouldn't take no for an answer.###speakera19t19.
80682:39	and i'm thinking about maybe sponge painting them. either that or maybe rag rolling. to give it kind of a country look.	and i'm thinking about maybe sponge painting them. either that or maybe rag rolling. to give it kind of a country look, but not both.	and i'm thinking about maybe sponge painting them. either that and maybe rag rolling. to give it kind of a country look.	yes	yes	no	no	no	no	no	no	yes	S	###speakera3t3.###uh-huh.###speakerb4t4.###and, um, it's a rent house###and i decided it --n400254's too expensive to rewallpaper###so i decided i'm going --n40030d to paint.###speakera5t5.###uh-huh.###speakerb6t6.###and i've been --n4003b9 buying some magazines and stuff and looking at different ways to paint --n4003f8.
80782:52	well i was going --n4025d3 to ask if you planned --n4025ee to paint over it or try --n40260d to strip it.	well i was going --n4025d3 to ask if you planned --n4025ee to paint over it or try --n40260d to strip it, but not both.	well i was going --n4025d3 to ask if you planned --n4025ee to paint over it and try --n40260d to strip it.	yes	yes	no	no	no	no	no	no	yes	S	###speakera41t40.###speakerb42t42.###uh-huh.###well we only have on-, only one of our bathroom has a window in it###so i'm hoping that, um, it won't be too much of a, a problem.###speakera43t43.###uh-huh.###speakerb44t44.###um, i'm wondering if my bigger problem is getting the wallpaper taken --n4024a7 down first. because i, i think,###speakera45t45.
81053:30	it's not as slanted as the new york times or as biased perhaps as the local paper.	it's not as slanted as the new york times or as biased perhaps as the local paper, but not both.	it's not as slanted as the new yandk times and as biased perhaps as the local paper.	yes	yes	no	no	no	no	no	no	yes	S	###i think so.### and, and i guess when it comes to, um, to magazines --n40202d, i don't read,###i used to when i was younger --n40215e,###i subscribed to time and u s news and world report.### i, i have seemed --n402270 to slide away from that and rely more on the local paper###or, i, i, i also subscribe to something called world press, which --n4023c6 is a magazine that --n4023dd only talks about other, ex-, excerpts from the world press,###speakerb33t33.###uh-huh.###speakera34t34.###which --n4025cb sort of gives you a different slant, than,
81171:123	i, i hear a lot of criticism about listening to these, the dan rathers of the world and, and listen-, and taking their word --n404511 for it, or their comment,	i, i hear a lot of criticism about listening to these, the dan rathers of the world and, and listen-, and taking their word --n404511 for it, or their comment, but not both.	i, i hear a lot of criticism about listening to these, the dan rathers of the wandld and, and listen-, and taking their wandd --n404511 fand it, and their comment,	yes	yes	no	no	no	no	no	no	yes	S	###speakerb79t79.###yes###and i think we do get pretty good coverage.###i don't feel that the american people is being shortchanged --n404237 by the, uh, the news coverage.###speakera80t80.###if anything, they, i think they list-,###speakerb81t81.###we almost have too much.###speakera82t82.###well, i don't know,
81410:24	i've probably seen it about fifteen or twenty times.	i've probably seen it about fifteen or twenty times, but not both.	i've probably seen it about fifteen and twenty times.	yes	yes	no	no	no	yes	no	no	yes	S	###speakera59t59.###yeah.###speakerb60t59.###speakera61t61.###yeah,###yeah,###i know.###speakerb62t62.###but i, i think lately pretty woman's been my favorite.###i went and bought the video.
81549:27	because we saw it, probably, four or five months ago.	because we saw it, probably, four or five months ago, but not both.	because we saw it, probably, four and five months ago.	yes	yes	no	no	no	yes	no	no	yes	SBAR	###speakera109t109.###i want --n4050eb to see that.###yeah,###i seen the, uh, previews for it on t v down here,###but it's just been down here a couple weeks, i think --n40525c.###speakerb110t110.###oh, okay,###speakera111t111.###yeah.###speakerb112t112.
81609:13	and christopher reeve, or, mike douglas went after his throat, you dummy.	and christopher reeve, or, mike douglas went after his throat, you dummy, but not both.	and christopher reeve, and, mike douglas went after his throat, you dummy.	yes	yes	no	no	no	no	no	no	yes	S	###speakerb130t130.###yeah,###it was michael douglas.###speakera131t131.###christopher reeve wasn't in it at all.###speakerb132t132.###huh-uh.###speakera133t133.###okay.###well arsenio hall is the one that --n40616a jumped up and said that i can't believe they killed them
81707:32	i think he's up in a attic, or some part of school.	i think he's up in a attic, or some part of school, but not both.	i think he's up in a attic, and some part of school.	yes	yes	no	no	no	no	no	no	yes	S	###i love disney movies.###speakera165t165.###yeah,###i do too###and, yeah,###speakerb166t166.###i mean, they're some of the best of, that --n407d50 are made --n407d5f.###speakera167t167.###yeah.###and, uh, well it's about this little boy who, uh,
81749:49	and, and you're not sure whether it will be any good or not	and, and you're not sure whether it will be any good or not, but not both.	and, and you're not sure whether it will be any good and not	yes	yes	no	no	no	no	no	yes	yes	S	###nope,###i didn't see that.###speakera177t177.###you didn't see that,###that was cute,### that was real, that was a good one.### i, i like, i like slapstick comedy.###speakerb178t178.###so do --n408b41 i###and a lot of times we'll go --n408b9c to rent a movie or something
81953:37	i mean you've got a little place on one side or the other,	i mean you've got a little place on one side or the other, but not both.	i mean you've got a little place on one side and the other,	yes	yes	no	no	no	no	no	no	yes	S	###i mean just don't run too fast,###or you'll hit it###and i'm not used to that either.###i mean i could see people --n404cfa putting swimming pools in the back yard all around me,###but to me, you put the swimming pool in your back yard###and you've lost your back yard.###speakerb33t33.###entirely.###speakera34t34.###i mean, uh, sure,
82702:43	and yet she'd get --n402b4b to spend, you know, three or four days with...	and yet she'd get --n402b4b to spend, you know, three or four days with.., but not both.	and yet she'd get --n402b4b to spend, you know, three and four days with...	yes	yes	no	no	no	yes	no	no	yes	S	###that's why i like --n4026a2 to to, to work a couple days --n4026d5,###i think it's, uh, it gives me a break.###speakerb45t45.###yeah.###speakera46t45.###speakerb47t47.###yeah,###well t-, see that's, that's why i'm glad my wife did too --n402917,###'cause she worked either two to thre-, three days a week###and that got her out of the house
82982:71	and, and, you think, if i wasn't here he'd be learning that from a baby-sitter or from a day care.	and, and, you think, if i wasn't here he'd be learning that from a baby-sitter or from a day care, but not both.	and, and, you think, if i wasn't here he'd be learning that from a baby-sitter and from a day care.	yes	yes	no	no	no	no	no	no	yes	S	### seeing how you really are cre-, are, are forming this, you know, the mind --n407af5.###speakerb145t145.###uh-huh.###speakera146t145.###speakerb147t147.###well, you know, in the next year or so, you'll see so many instances where, you know, he'll mimic something that you've done --n407cb6 --n407cbd,###and you see, you know, everything i'm doing --n407e36, he's learning from --n407e51.###speakera148t148.###that's right.###speakerb149t149.
82987:41	and i think a lot of people either, don't care, or don't realize it, you know.	and i think a lot of people either, don't care, or don't realize it, you know, but not both.	and i think a lot of people either, don't care, and don't realize it, you know.	yes	yes	no	no	no	no	yes	no	yes	S	###well, you know, in the next year or so, you'll see so many instances where, you know, he'll mimic something that you've done --n407cb6 --n407cbd,###and you see, you know, everything i'm doing --n407e36, he's learning from --n407e51.###speakera148t148.###that's right.###speakerb149t149.### and, and, you think, if i wasn't here he'd be learning that from a baby-sitter or from a day care.###speakera150t150.###yeah.###speakerb151t151.###you know, th-, that's how they're developing their patterns --n40810c.
82990:14	or, or they just put it in the back of their mind and let it slide.	or, or they just put it in the back of their mind and let it slide, but not both.	and, and they just put it in the back of their mind and let it slide.	yes	yes	no	no	no	no	no	no	yes	S	###that's right.###speakerb149t149.### and, and, you think, if i wasn't here he'd be learning that from a baby-sitter or from a day care.###speakera150t150.###yeah.###speakerb151t151.###you know, th-, that's how they're developing their patterns --n40810c.###and i think a lot of people either, don't care, or don't realize it, you know.###that's,###speakera152t152.
83258:73	when i have heard about england's elections --n4055b8, they are allowed --n4055cf to run for what, a total of six or eight weeks. even for the higher offices in the, in the land.	when i have heard about england's elections --n4055b8, they are allowed --n4055cf to run for what, a total of six or eight weeks. even for the higher offices in the, in the land, but not both.	when i have heard about england's elections --n4055b8, they are allowed --n4055cf to run fand what, a total of six and eight weeks. even fand the higher offices in the, in the land.	yes	yes	no	no	no	yes	no	no	yes	S	###i mean, you know, you would take a certain amount off their income tax or property tax or whatever.###speakerb92t92.###huh.###speakera93t93.###but th-, it would be very difficult to administer --n4052dc because i am sure that any time money and votes are involved --n405317,### it just, the whole thing just stinks.###speakerb94t94.###well, how about, how about the reverse of that.###speakera95t94.###speakerb96t96.
