Item_ID	Sentence	rightDisjunct	HasPrecedingContent	HasFollowingContent	IsInDisfluency	HasMoreThanOneOr	HasHedge	containsNumber	eitherPresent	orNotPresent	sentenceHasVP	head
73408:63	they had stayed with this family from the time these children were small, you know, four or five years old --n401579, up until they were well into grade school.		yes	yes	no	no	no	yes	no	no	yes	S
73474:74	there are those times when i think, gee, if i didn't have children i could be out --n402e81 playing bridge or golf --n402e98.		yes	yes	no	no	no	no	no	no	yes	S
73481:123	i did, i had a friend that --n403099 said, you know, before we always said we don't want children because we can't go off on the spur of the moment or this or that and the other	this	yes	yes	no	yes	no	no	no	no	yes	S
73481:128	i did, i had a friend that --n403099 said, you know, before we always said we don't want children because we can't go off on the spur of the moment or this or that and the other	that	yes	yes	no	no	no	no	no	no	yes	S
73489:59	it's a matter --n4037c0 not necessarily, uh, that she --n4037e3 might want --n4037f2 to stay home or he, as well,		yes	yes	no	no	no	no	no	no	yes	S
73492:77	and, and, you know, multiplied --n403bd9 by the fact that you don't really trust the person or you're uncomfortable with the situation mumblex, as far as child care, um,	you	yes	yes	no	no	no	no	no	no	yes	S
73520:26	they are not all things to all people or all children.	all children	yes	yes	no	no	no	no	no	no	yes	S
73629:3	or,		no	no	no	no	no	no	no	no	no	S
73659:91	is it, is it the one that --n4065ae needs, needs more supervision that --n4065cd has a bad influence on the older or more mature one.		yes	yes	no	no	no	no	no	no	yes	SQ
73690:19	i didn't want a brother or sister.		yes	yes	no	no	no	no	no	no	yes	S
73888:61	so, i'm trying --n4028d7 to think of anything else that --n4028f6's changed over the last ten or twenty years.		yes	yes	no	no	no	yes	no	no	yes	S
73900:8	and sooner or later there's going --n402c6e to, there's going --n402c89 to be a turn around.		yes	yes	no	no	no	no	no	no	yes	S
73976:16	are you d a d or something up there.	something	yes	yes	no	no	yes	no	no	no	no	SQ
73980:16	are you d a d or something.	something	yes	yes	no	no	yes	no	no	no	no	SQ
74049:29	he used --n40509b to go back twice --n4050b2 or three times --n4050c5 a year, you know, because he missed it.	three times --n4050c5	yes	yes	no	no	no	yes	no	no	yes	S
74056:3	or,		no	no	no	no	no	no	no	no	no	S
74244:49	if you don't have some kind of, of basic believe or something down inside of you, then it --n4030a3's very difficult to, uh, have anything to turn to --n4030e6, when you got, when you've got something facing you like that --n403125.	something	yes	yes	no	no	yes	no	no	no	yes	S
74280:75	and you can't make up in a classroom of one hour a day, what --n403a76's not been done --n403a8d for, fifteen or sixteen years at home,		yes	yes	no	no	no	yes	no	no	yes	S
74354:47	uh, not that i really think that they were perfect ten, twenty, or thirty years ago,		yes	yes	no	no	no	yes	no	no	yes	FRAG
74434:43	i'm home at three o clock when the children are at home or where home --n406f1b,	where home	yes	yes	no	no	no	no	no	no	yes	S
74544:45	do youself have children wi-, who --n400aaf are --n400aba or have been --n400acd through the public school system.	have been --n400acd	yes	yes	no	no	no	no	no	no	yes	SQ
74620:92	if we paid them more, it would attract more the, the higher educated people to, to either move into that field or to continue in that field.	to continue in that field	yes	yes	no	no	no	no	yes	no	yes	S
74642:57	it, unfortunately, it's a, and it's a business or an occupation that the results are not as tangible as other ones --n40361d	an occupation	yes	yes	no	no	no	no	no	no	yes	S
74721:3	or.		no	no	no	no	no	no	no	no	no	S
74729:93	and it --n406031 was absolutely clear that if you could get your book adopted --n406064 by texas, then you had a built-in market because there were only about three or four textbooks in each subject		yes	yes	no	no	no	yes	no	no	yes	S
74742:45	and then the states that --n406515 either don't adopt on a state wide basis or don't have as many kids, just have --n406568 to follow along and take what texas gets --n40658f.	don't have as many kids	yes	yes	no	no	no	no	yes	no	yes	S
74896:12	it's more or less a spare room.		yes	yes	no	no	no	no	no	no	yes	S
75021:8	um, or our breakers aren't, aren't powerful enough to take, to, to really help with the load in the house.	our breakers	yes	yes	no	no	no	no	no	no	yes	S
75059:6	lightning or something knocked it out		yes	yes	no	no	yes	no	no	no	yes	S
75061:22	and now it's running ten or fifteen minutes fast again.		yes	yes	no	no	no	yes	no	no	yes	S
75070:30	it's all new wiring up in the attic, or i guess crawl space,	i	yes	yes	no	no	no	no	no	no	yes	S
75126:11	is it three or five,		yes	yes	no	no	no	yes	no	no	no	SQ
75188:18	it didn't blow up or anything.	anything	yes	yes	no	no	yes	no	no	no	yes	S
75190:17	my neighbor, or a friend of mine when i lived in louisiana --n407488, her,	a friend of mine when i lived in louisiana --n407488	yes	yes	yes	no	no	no	no	no	yes	S
75196:18	she woke up about three or four o'clock in the morning, water dripping from hers.		yes	yes	no	no	no	yes	no	no	yes	S
75206:18	it shorted it out, or something.	something	yes	yes	no	no	yes	no	no	no	yes	S
75373:37	and now everybody, uh, has v c r --s and two or three v c r --s and that kind of thing.		yes	yes	no	no	no	yes	no	no	yes	S
75416:26	how was life different ten, twenty, or thirty years ago --n402523.		yes	yes	no	no	no	yes	no	no	no	SBARQ
75445:52	these days they have these tiny little things that --n40304b are only about the size of two or three pencils		yes	yes	no	no	no	yes	no	no	yes	S
75447:58	and they have a little display screen that --n403191 shows you a message and either tells you a person or a, a phone number to respond to --n4031ec		yes	yes	no	no	no	no	yes	no	yes	S
75454:61	and they have the kind that --n4033ea just vibrates so you can shut them off, in a theatre or something	something	yes	yes	no	no	yes	no	no	no	yes	S
75478:42	uh, and they still didn't even know what --n403b9d caused it or anything.	anything	yes	yes	no	no	yes	no	no	no	yes	S
75658:29	do you live in a real small town or, or out in the country.		yes	yes	yes	yes	no	no	no	no	yes	SQ
75658:36	do you live in a real small town or, or out in the country.		yes	yes	no	no	no	no	no	no	yes	SQ
75668:78	i live in a little suburb, uh, which --n401238 is, i guess --n401253 from dallas is twelve miles or so		yes	yes	no	no	yes	no	no	no	yes	S
75697:37	and since that time everybody's got some sort of burglar system or, you know, uh, burglar alarms uh, and including the out, uh, the outer perimeter type, uh, devices, sensors and things like that.		yes	yes	no	no	no	no	no	no	yes	S
75741:62	probably the biggest items that, uh, that you get --n4028aa in our neighborhood, or, would be the high classed automobiles,		yes	yes	yes	no	no	no	no	no	yes	S
75857:33	well, you could probably sue him for mental anguish or something, right, and try --n4050a0 to get money from him	something	yes	yes	no	no	yes	no	no	no	yes	S
75880:7	you or the insurance companies never see any of that money.	the insurance companies	yes	yes	no	no	no	no	no	no	yes	S
75985:55	so, you know, people who --n4079bf don't readily read the newspapers in our town or whatever	whatever	yes	yes	no	no	yes	no	no	no	yes	FRAG
76313:45	i don't know if you can put some sort of a plastic sheeting or something un-, on, on top of the sand and then lay the bricks.	something	yes	yes	no	no	yes	no	no	no	yes	S
76318:67	but they have, they have a problem with these little tin-, like sand bugs or something that --n4054e7 drill in between all these bricks.	something	yes	yes	no	no	yes	no	no	no	yes	S
76322:83	and, of course you know you have the, uh, the weeds that --n4056a7 come up in between the bricks or, and things like that.		yes	yes	yes	no	no	no	no	no	yes	S
76344:74	but but it --n405d71 was an error to, to leave like an eighth of an inch or whatever.	whatever	yes	yes	no	no	yes	no	no	no	yes	S
76372:21	if it wasn't quite level or something, i'd just get that, rubber hammer and, uh, and, and prob-, you know,	something	yes	yes	no	no	yes	no	no	no	yes	S
76409:3	or what is it --n40737e that --n407389 will, uh,		no	yes	no	no	yes	no	no	no	yes	SBARQ
76413:6	dursban or something like that.	something like that	yes	yes	no	no	yes	no	no	no	no	NP
76421:21	i think in this area or most all areas they use, you know, for ticks and fleas.	most all areas	yes	yes	no	no	no	no	no	no	yes	S
76447:110	i think, uh, you probably just need --n4080a0 to make sure that it dries, very, very careful-, uh, well, before she lets her cats out, or something, like that.	something, like that	yes	yes	no	no	yes	no	no	no	yes	S
76507:42	i'm not sure if it's more a problem with american families or a problem with the school system.	a problem with the school system	yes	yes	no	no	no	no	no	no	yes	S
76508:96	they seem --n4002dd to be burdening the school system more and more with problems, any problems that a child might have --n400330, whether it's actually a school related thing or not	not	yes	yes	no	no	no	no	no	yes	yes	S
76520:75	it's gotten way beyond teaching, uh, you know, teaching classes and maybe providing extracurricular sports activities or something like, oh, were kind of traditionally the school's roles.		yes	yes	no	no	yes	no	no	no	yes	S
76530:72	uh, and you can't expect in a classroom for a particular course an hour a day --n400f17 to counteract, uh, sixteen or seventeen years of influence at home.		yes	yes	no	no	no	yes	no	no	yes	S
76558:222	well, then, then again when you have, uh, a society where a certain percentage of the parents are, uh, doing drugs in the home uh, either unemployed and don't care about a, uh, just a have their own problems --n401d55 --n401d5c how, how do you expect the school to, um, or how do you expect the,		yes	yes	yes	no	no	no	yes	no	yes	SBARQ
76653:42	well, i, not to toot my own horn here or anything, but i, i was graduated --n4040d5 from my high school,	anything	yes	yes	no	no	yes	no	no	no	yes	S
76687:3	or is he a problem child.		no	yes	no	no	no	no	no	no	no	SQ
76699:90	if we see a child that we have any reason, that --n4051d2's on drugs, such as if he's got a beeper or if they're, if they're flashing lots of money around. we've, there are certain things to do --n40526d.		yes	yes	no	no	no	no	no	no	yes	S
76731:61	and, so, i mean, you have --n405fe4 to find out whether there's a legitimate reason, or whether this is a warning signal.		yes	yes	no	no	no	no	no	no	yes	S
76810:84	and, uh, it --n407b5c's too bad that all this stuff is just being thrown --n407b8f into a data base, and that none of the ideas or thoughts are being used --n407bd6 at all.		yes	yes	no	no	no	no	no	no	yes	S
76871:3	or, you know, they,		no	yes	no	no	no	no	no	no	yes	S
76962:3	or,		no	no	no	no	no	no	no	no	no	S
77037:37	i, i've only talked to one or two		yes	yes	no	no	no	yes	no	no	yes	S
77055:58	but, i play in a couple of leagues and, and occasionally in a tournament or something on a weekend.	something	yes	yes	no	no	yes	no	no	no	yes	S
77139:21	i've either seen the signs or,		yes	no	yes	no	no	no	yes	no	yes	S
77160:37	an awful lot of people know where it is --n404b89, or have been there.	have been there	yes	yes	no	no	no	no	no	no	yes	S
77325:3	or,		no	no	no	no	no	no	no	no	no	S
77404:32	this relative may work even a weirder shift like weekends, or something, you know.		yes	yes	no	no	yes	no	no	no	yes	S
77447:45	i think most of the time the kids are usually off watching cartoons or playing video games or stuff, stuff like that.	playing video games	yes	yes	no	yes	no	no	no	no	yes	S
77447:55	i think most of the time the kids are usually off watching cartoons or playing video games or stuff, stuff like that.		yes	yes	no	no	no	no	no	no	yes	S
77656:74	so, um, one of the things that we did --n401631 with him a lot was to go, either my husband or i, or both of us would, t-, concerts with him.	i	yes	yes	yes	yes	no	no	yes	no	yes	S
77656:81	so, um, one of the things that we did --n401631 with him a lot was to go, either my husband or i, or both of us would, t-, concerts with him.	both of us	yes	yes	yes	no	no	no	yes	no	yes	S
77664:56	so our whole family, we take family trips to different places --n40193c to visit fish stores or go to fish shows,	go to fish shows	yes	yes	no	no	no	no	no	no	yes	S
77801:170	and you want --n40461d to be avail-, at least i've wanted --n40464c to be available, when they, for some reason, they had, they were bouncing something off of me --n4046b7. because it was something that --n4046d6 was bothering them or they were concerned about --n4046fd,	they	yes	yes	no	no	no	no	no	no	yes	S
77810:7	or, or if my husband,		yes	yes	yes	yes	no	no	no	no	no	FRAG
77810:14	or, or if my husband,		yes	yes	no	no	no	no	no	no	no	FRAG
77821:28	you don't have grandparents --n404e77 near by or aunts and uncles.	aunts and uncles	yes	yes	no	no	no	no	no	no	yes	S
77865:8	uh, or they didn't,	they	yes	yes	no	no	no	no	no	no	yes	S
77873:25	so, uh, they never played together or anything.	anything	yes	yes	no	no	yes	no	no	no	yes	S
78029:61	we've been studying this in our school, that, um, this is one of the symptoms, or not the symptoms, it's one of the ways that young girls feel that they are maturing --n409556,	not the symptoms	yes	yes	yes	no	no	no	no	yes	yes	S
78134:3	or if yo-, you have a break in the middle of the day, you take a coffee break you can always stay informed.		no	yes	no	no	no	no	no	no	yes	S
78142:170	um, i've found that when i, i don't have cable television anymore, uh, when i moved, went back to graduate school --n402448 i just didn't have the money to buy, ge-, rent a cable t v line, or whatever --n4024ab, you know.	whatever	yes	yes	no	no	yes	no	no	no	yes	S
78150:40	and uh, you could always catch a good news program at eight o'clock or nine o'clock on c n n.	nine o'clock	yes	yes	no	no	no	yes	no	no	yes	S
78284:18	i can watch washington news or baltimore news	baltimore news	yes	yes	no	no	no	no	no	no	yes	S
78307:57	but she also was, um, something like a, t-, uh, state auditor or something like that before this position.	something like that	yes	yes	no	no	yes	no	no	no	yes	S
78309:27	i guess she was an auditor general or something like that for the district of columbia, at washington.	something like that	yes	yes	no	no	yes	no	no	no	yes	S
78394:78	i've become very aware of different political views because some of the things we have --n408294 to discuss --n4082a3 are very politically motivated or whatever,	whatever	yes	yes	no	no	yes	no	no	no	yes	S
78437:51	my hus-, my husband had a bicycle tour of europe, or took a bicycle tour about five months right after the second world war	took a bicycle tour about five months right after the second world war	yes	yes	yes	no	no	no	no	no	yes	S
78486:92	when, when our children were younger --n401791, we enjoyed, we lived up in, uh, new york, or new jersey and, and used --n401804 to like, uh, --n40181f traveling into upstate new york and camping	new jersey	yes	yes	yes	no	no	no	no	no	yes	S
78494:33	but we've never really, uh, did any diving or anything.	anything	yes	yes	no	no	yes	no	no	no	yes	S
78512:84	so any, any vacation that we go on --n401ed2 is usually, involves, close to the ocean, or, or something like that.		yes	yes	yes	yes	no	no	no	no	yes	S
78512:91	so any, any vacation that we go on --n401ed2 is usually, involves, close to the ocean, or, or something like that.		yes	yes	no	no	no	no	no	no	yes	S
78555:35	are you a, you a hiker, or not.		yes	yes	no	no	no	no	no	yes	no	SQ
78609:7	eleven or twelve, i would think --n403f2f, probably		yes	yes	no	no	no	yes	no	no	yes	S
78655:15	some-, or something like, uh, what's the, like the volkswagen vanagon.	something like, uh, what's the, like the volkswagen vanagon	yes	yes	no	no	yes	no	no	no	no	FRAG
78681:73	and he, uh, would like --n405b40 to just get a fifth wheel and just travel across the country and spend a month here or a couple of weeks there, and just, you know, not, be settled anywhere,	a couple of weeks there	yes	yes	no	no	no	no	no	no	yes	S
78707:44	uh, but he's been known --n4062ac to be gone for a month or two at a time		yes	yes	no	no	no	yes	no	no	yes	S
78716:36	i haven't been in, in georgia or florida or mississippi or alabama.	florida	yes	yes	no	yes	no	no	no	no	yes	S
78716:41	i haven't been in, in georgia or florida or mississippi or alabama.	mississippi	yes	yes	no	yes	no	no	no	no	yes	S
78716:46	i haven't been in, in georgia or florida or mississippi or alabama.	alabama	yes	yes	no	no	no	no	no	no	yes	S
78730:79	we took a trip, uh, around to the, uh, civil war battle grounds and things back in nineteen sixty when it was the centennial or something --n406e26,	something	yes	yes	no	no	yes	no	no	no	yes	S
78867:3	or,		no	no	no	no	no	no	no	no	no	S
78885:3	or more, uh, they're less apt --n401a37 to vote in programs that --n401a52 involve the government running things.		no	yes	no	no	no	no	no	no	yes	S
78951:8	or wasn't, or was that reagan.		yes	yes	yes	yes	no	no	no	no	no	SQ
78951:19	or wasn't, or was that reagan.		yes	yes	no	no	no	no	no	no	no	SQ
78975:34	you know, i didn't know anything about bush or dukakis.		yes	yes	no	no	no	no	no	no	yes	S
78977:102	so what do you think --n402eae about, uh, what do you think --n402ed5 about what you see --n402eec on t v about them, like in the news or on the ads,		yes	yes	no	no	no	no	no	no	yes	SBARQ
79032:41	there's a few things where they have --n4041b0 to say yes or no --n4041cb, like abortion or gun control,		yes	yes	no	yes	no	no	no	no	yes	S
79032:57	there's a few things where they have --n4041b0 to say yes or no --n4041cb, like abortion or gun control,	gun control	yes	yes	no	no	no	no	no	no	yes	S
79033:3	or let me see,		no	yes	no	no	no	no	no	no	yes	S
79034:58	i try --n40430a to look at what, if some of the newspaper articles, or the,	the	yes	yes	yes	no	no	no	no	no	yes	S
79071:21	like send stuff in the mail or have it at the library	have it at the library	yes	yes	no	no	no	no	no	no	yes	FRAG
79072:3	or,		no	no	no	no	no	no	no	no	no	S
79094:3	or,		no	no	no	no	no	no	no	no	no	S
79107:50	if, since you're what, democrat. then like your kids or whatever will follow you and just vote democrat,	whatever	yes	yes	no	no	yes	no	no	no	yes	S
79144:3	or like when, uh, gary hart was running --n406308, a lot of women would have voted for him just because he was nicer looking,		no	yes	no	no	no	no	no	no	yes	S
79159:61	and then, i didn't think that was right, because he may have been a good president, or whatever.	whatever	yes	yes	no	no	yes	no	no	no	yes	S
79193:105	i, i think that doesn't really have that much --n406db2 to do with, um, unless they've done something really horrible, you know, or something real abnormal.	something real abnormal	yes	yes	no	no	yes	no	no	no	yes	S
79198:12	well, criminal or something like that's different,	something like that	yes	yes	no	no	yes	no	no	no	yes	S
79226:143	but see they're trying --n407962 to find an excuse --n407979 not to deal with what, you know, the issues that people really want --n4079bc to know about --n4079cf, because on those issues you have --n4079f6 to say yes or no.		yes	yes	no	no	no	no	no	no	yes	S
79227:23	and if they don't say yes or no, then maybe somebody --n407c0e will vote for them that --n407c29 wouldn't have if they had come down on the wrong side.		yes	yes	no	no	no	no	no	no	yes	S
79279:17	so i was only fifteen or sixteen,		yes	yes	no	no	no	yes	no	no	yes	S
79429:54	there's needs --n402332 to be more public, uh, service of, programs or something that --n40237d would let us know had a happens to it and helps us to become enthused about it because of what --n4023d4 is happening	something that --n40237d would let us know had a happens to it and helps us to become enthused about it because of what --n4023d4 is happening	yes	yes	no	no	yes	no	no	no	yes	S
79451:3	or, is there some reason not to --n402ab8,		no	yes	no	no	no	no	no	no	yes	SQ
79630:3	or, uh,		no	yes	no	no	no	no	no	no	no	S
79675:26	quite a long time, uh, probably five or six years		yes	yes	no	no	no	yes	no	no	no	FRAG
79690:66	but now i think there are tests that --n401421 can be conducted --n401434, uh, to tell whether or not the puppies have the, have it.		yes	yes	no	no	no	no	no	yes	yes	S
79696:58	apparently they've been so in, well i don't know inbred --n40167e, or what,	what	yes	yes	no	no	yes	no	no	no	yes	S
79797:38	and he said, uh, a booster, uh, every year or two, i mean, maybe every six months or, or something like that		yes	yes	no	yes	no	yes	no	no	yes	S
79797:69	and he said, uh, a booster, uh, every year or two, i mean, maybe every six months or, or something like that		yes	yes	yes	yes	no	no	no	no	yes	S
79797:76	and he said, uh, a booster, uh, every year or two, i mean, maybe every six months or, or something like that		yes	yes	no	no	no	no	no	no	yes	S
79826:3	or does he just run out in the backyard.		no	yes	no	no	no	no	no	no	yes	SQ
79858:31	and is, um, stripper an inside --n4049f4 cat, or outside.		yes	yes	no	no	no	no	no	no	no	SQ
79881:3	or he'll bark --n405172 to go out	he	no	yes	no	no	no	no	no	no	yes	S
79938:3	or,		no	no	no	no	no	no	no	no	no	S
79944:41	and i think it's been probably about five and a half minutes or something.	something	yes	yes	no	no	yes	no	no	no	yes	S
79948:48	an, and, after, after about twelve minutes or something, the recording came on and said that was the end of the tape.	something	yes	yes	no	no	yes	no	no	no	yes	S
80087:77	there are times, when it's, when it's very useful --n401464, like, uh, emergency trip, or something.	something	yes	yes	no	no	yes	no	no	no	yes	S
80104:3	or you end up in deep trouble.	you	no	yes	no	no	no	no	no	no	yes	S
80125:133	if you, if you pay for everything by cash, uh, there is a lot of things that a lot of people who --n402422 will not give you credit when you need something like a house or, a car --n402469.		yes	yes	yes	no	no	no	no	no	yes	S
80139:3	or you end up, uh, --n40292b going in the deep end	you	no	yes	no	no	no	no	no	no	yes	S
80247:17	was it for health, or, to look good.		yes	yes	no	no	no	no	no	no	yes	SQ
80260:42	because i'm not mumblex, i'm not big or anything,	anything	yes	yes	no	no	yes	no	no	no	yes	SBAR
80284:3	or do you enjoy, enjoy --n4019fa working out.		no	yes	no	no	no	no	no	no	yes	SQ
80414:44	but, uh, did you ever go to like one of those health clubs or anything.	anything	yes	yes	no	no	yes	no	no	no	yes	SQ
80435:3	or i don't want --n4044ff to do anything.	i	no	yes	no	no	no	no	no	no	yes	S
80446:12	are you married or anything.	anything	yes	yes	no	no	yes	no	no	no	no	SQ
80555:69	oh, i wouldn't, i could just see hair start --n4068f6 growing out of my upper lip or something.	something	yes	yes	no	no	yes	no	no	no	yes	S
80579:44	but i've been wanting --n406f68 to get me a bicycle, or a bike.	a bike	yes	yes	yes	no	no	no	no	no	yes	S
80682:39	and i'm thinking about maybe sponge painting them. either that or maybe rag rolling. to give it kind of a country look.		yes	yes	no	no	no	no	no	no	yes	S
80782:52	well i was going --n4025d3 to ask if you planned --n4025ee to paint over it or try --n40260d to strip it.	try --n40260d to strip it	yes	yes	no	no	no	no	no	no	yes	S
81048:3	or, i, i, i also subscribe to something called world press, which --n4023c6 is a magazine that --n4023dd only talks about other, ex-, excerpts from the world press,		no	yes	no	no	no	no	no	no	yes	S
81053:30	it's not as slanted as the new york times or as biased perhaps as the local paper.		yes	yes	no	no	no	no	no	no	yes	S
81070:14	are you from southern or northern california.		yes	yes	no	no	no	no	no	no	no	SQ
81126:3	or,		no	no	no	no	no	no	no	no	no	S
81154:123	i feel pretty well versed in, in what i'm doing --n403d25 because i, i do spend more time on that than i do, say, on sports, or although i watch that,		yes	yes	yes	no	no	no	no	no	yes	S
81171:123	i, i hear a lot of criticism about listening to these, the dan rathers of the world and, and listen-, and taking their word --n404511 for it, or their comment,	their comment	yes	yes	no	no	no	no	no	no	yes	S
81207:17	do we get enough news or something like that.	something like that	yes	yes	no	no	yes	no	no	no	yes	SQ
81410:24	i've probably seen it about fifteen or twenty times.		yes	yes	no	no	no	yes	no	no	yes	S
81438:28	i like the, um, sixteen candles, or sixteenth birthday or,	sixteenth birthday	yes	yes	yes	yes	no	yes	no	no	yes	S
81438:35	i like the, um, sixteen candles, or sixteenth birthday or,		yes	no	yes	no	no	no	no	no	yes	S
81517:130	the, yeah, that's the one i wanted --n404911 to see --n404920 where he was on, she was on a carnival, at a carnival on a ferris wheel or something --n404983.	something	yes	yes	no	no	yes	no	no	no	yes	S
81523:3	or did it come out in the,		no	yes	no	no	no	no	no	no	yes	SQ
81549:27	because we saw it, probably, four or five months ago.		yes	yes	no	no	no	yes	no	no	yes	SBAR
81558:3	or a-,	a-	no	yes	no	no	no	no	no	no	no	S
81593:14	or, or who was it --n405ecd		yes	yes	no	no	no	no	no	no	no	SBARQ
81594:8	christopher reeve or mike douglas.	mike douglas	yes	yes	no	no	no	no	no	no	no	NP
81609:13	and christopher reeve, or, mike douglas went after his throat, you dummy.		yes	yes	no	no	no	no	no	no	yes	S
81625:33	and they marked off routes that they could go or something --n40683d.	something	yes	yes	no	no	yes	no	no	no	yes	S
81679:3	or, i want --n4077e1 to see it though.		no	yes	no	no	no	no	no	no	yes	S
81707:32	i think he's up in a attic, or some part of school.	some part of school	yes	yes	no	no	no	no	no	no	yes	S
81748:42	and a lot of times we'll go --n408b9c to rent a movie or something	something	yes	yes	no	no	yes	no	no	no	yes	S
81749:49	and, and you're not sure whether it will be any good or not	not	yes	yes	no	no	no	no	no	yes	yes	S
81778:25	she pretended --n409423 to be the boss or something.	something	yes	yes	no	no	yes	no	no	no	yes	S
81944:3	or you'll hit it	you	no	yes	no	no	no	no	no	no	yes	S
81953:37	i mean you've got a little place on one side or the other,	the other	yes	yes	no	no	no	no	no	no	yes	S
82193:64	well, see, they have that, um, what is it --n403204 a mumblex test, or something like that they call it --n403237.	something like that	yes	yes	no	no	yes	no	no	no	yes	S
82577:27	are, are you married, or...		yes	no	no	no	no	no	no	no	no	SQ
82596:3	or my oldest is in school	my oldest	no	yes	no	no	no	no	no	no	yes	S
82702:43	and yet she'd get --n402b4b to spend, you know, three or four days with...		yes	yes	no	no	no	yes	no	no	yes	S
82747:53	so, uh, i'm, i've lived here like eight years or so,		yes	yes	no	no	yes	no	no	no	yes	S
82862:3	or...		no	no	no	no	no	no	no	no	no	S
82977:29	well, you know, in the next year or so, you'll see so many instances where, you know, he'll mimic something that you've done --n407cb6 --n407cbd,		yes	yes	no	no	yes	no	no	no	yes	S
82982:71	and, and, you think, if i wasn't here he'd be learning that from a baby-sitter or from a day care.		yes	yes	no	no	no	no	no	no	yes	S
82987:41	and i think a lot of people either, don't care, or don't realize it, you know.	don't realize it	yes	yes	no	no	no	no	yes	no	yes	S
82990:14	or, or they just put it in the back of their mind and let it slide.		yes	yes	no	no	no	no	no	no	yes	S
83082:68	they hold it on the week-, no they hold it on a, either a saturday or a sunday, or at least a day when, when, uh, a great number of people are not working --n4012c4.	a sunday	yes	yes	no	yes	no	no	yes	no	yes	S
83082:80	they hold it on the week-, no they hold it on a, either a saturday or a sunday, or at least a day when, when, uh, a great number of people are not working --n4012c4.		yes	yes	no	no	no	no	yes	no	yes	S
83144:82	but i do not think it is difficult enough to prevent people who --n402730 are motivated in the first place, who, or, who --n402773 are not just motivated who --n40278e really believe that their, they, their voice is heard --n4027cd.		yes	yes	yes	no	no	no	no	no	yes	S
83248:50	i mean, you know, you would take a certain amount off their income tax or property tax or whatever.	property tax	yes	yes	no	yes	no	no	no	no	yes	S
83248:57	i mean, you know, you would take a certain amount off their income tax or property tax or whatever.	whatever	yes	yes	no	no	yes	no	no	no	yes	S
83258:73	when i have heard about england's elections --n4055b8, they are allowed --n4055cf to run for what, a total of six or eight weeks. even for the higher offices in the, in the land.		yes	yes	no	no	no	yes	no	no	yes	S
83455:205	uh, i think that the judges should be left --n400a7d to do most of the sentencing, simply because, uh, there is always, uh, there is, there is always a jury that --n400b08 might be swayed --n400b1b, uh, by the moment, uh, to either to be too lenient or too vengeful, i guess --n400b7e.		yes	yes	no	no	no	no	yes	no	yes	S
83459:149	on the other hand, uh, attorney, uh, uh, justices are more apt --n400e96 to, uh, understand, you know, the cr-, the prison crowding problems and things like that, and have that sway their decisions one way or the other. you know.		yes	yes	no	no	no	no	no	no	yes	S
83508:44	and, uh, only about, uh, f-, four or five percent of, uh,		yes	yes	no	no	no	yes	no	no	no	S
83510:3	or less than, less than half the trials that --n4027f0 go to, uh, less than half the cases that --n40282b go to trial, uh, end up w-, with, uh, with the jury actually making the verdict.		no	yes	no	no	no	no	no	no	yes	FRAG
83518:7	or, or most of the cases are plea bargained --n402bde anyway.		yes	yes	yes	yes	no	no	no	no	yes	S
83518:14	or, or most of the cases are plea bargained --n402bde anyway.		yes	yes	no	no	no	no	no	no	yes	S
83525:3	or,		no	no	no	no	no	no	no	no	no	S
83534:27	most of it was, uh, robberies or things like that, you know,	things like that	yes	yes	no	no	no	no	no	no	yes	S
83704:3	or maybe the evidence was not as sensational as the media presented it.		no	yes	no	no	no	no	no	no	yes	S
83774:78	so, uh, took it up there, towed it up there because it, you know, wouldn't start or anything	anything	yes	yes	no	no	yes	no	no	no	yes	S
83825:58	so after --n402cef buying the filter and all the oil, you're looking at ten bucks at least, or somewhere in there		yes	yes	no	no	no	no	no	no	yes	S
83845:40	how did you put that many miles on it, in, four or five years --n4035ae.		yes	yes	no	no	no	yes	no	no	yes	SBARQ
83905:30	and, and, uh, somehow or another they'll give you an option to leave a message	another	yes	yes	no	no	no	no	no	no	yes	S
83940:43	i, i figured maybe i'd get one or two years out of it,		yes	yes	no	no	no	yes	no	no	yes	S
84000:35	it almost costs so much --n4070bd to fix anything or do anything with it, you're just better off --n407104 buying another car.	do anything with it	yes	yes	no	no	no	no	no	no	yes	S
84047:3	or the plants do not make the winter time.	the plants	no	yes	no	no	no	no	no	no	yes	S
84050:191	and so i am kind of at this point getting a little bit broke and deciding that what we are going --n400bbb to do --n400bca is we are just going --n400be9 to struggle through the rest of this year, probably through the fall too. and, uh, rip up, rip out all the rest of these junipers or anything that --n400c74 requires, uh, more care than i am willing to give the kids --n400cb7 and replace it with hollies.	anything that --n400c74 requires, uh, more care than i am willing to give the kids --n400cb7	yes	yes	no	no	yes	no	no	no	yes	S
84098:36	are you one of these, uh, howard garrett, organic enthusiasts or a, neil sperry, nuke the lawn with chemicals.	a, neil sperry, nuke the lawn with chemicals	yes	yes	no	no	no	no	no	no	yes	SQ
84289:15	right about the same time or after.		yes	yes	no	no	no	no	no	no	no	UCP
84306:48	and i just threw them on the side, intending --n405ae9 to transplant them or throw them away or something. and forgot about them through the whole winter.	throw them away	yes	yes	no	yes	no	no	no	no	yes	S
