"tgrep.id","entire.sentence","Sentence_type","DE_operator","Numeral","And_test","Or_both_test","Actually_test","Disjunct_relation","Disjunct_individuation","MainReferent","Habituality","SIMean","PropGoodSentence","SentenceLength","eitherPresent","orNotPresent","cluster","PrototypicalSentence8","n","Cluster"
"24636:108","""well, does your, the company say, for instance, does the company you worked for bef-, before have the right or do they have the ability to say, hey, we've already drug tested her""","interrogative","not available","nonum","nochange","nochange","nochange","A>B","same","non-generic","static",0.468888888888889,0.444444444444444,180,"no","no",4,"no",98,"4--98"
"80782:52","well i was going to ask if you planned to paint over it or try to strip it.","declarative","wh","nonum","change","change","change","A~B","different","non-generic","episodic",0.803333333333333,1,75,"no","no",6,"no",169,"6--169"
"57920:78","""and i, i agree with you also, that i feel like it was not worth the money spent or the lives lost to fight that war.""","declarative","negation","nonum","nochange","nochange","change","A~B","different","expletive","static",0.271111111111111,0.555555555555556,118,"no","no",3,"no",120,"3--120"
"81749:49","""and, and you're not sure whether it will be any good or not""","declarative","not available","nonum","change","not available","change","A~B","different","generic","static",0.745555555555556,0.555555555555556,61,"no","yes",2,"no",147,"2--147"
"74642:57","""it, unfortunately, it's a, and it's a business or an occupation that the results are not as tangible as other ones""","declarative","not available","nonum","nochange","not available","nochange","A~B","same","non-generic","static",0.332222222222222,1,116,"no","no",5,"no",381,"5--381"
"110391:68","""well, and i think a lot of companies are realizing this and offering more opportunities as far as like job sharing or, you know, even having a day care on site and that kind of stuff,""","declarative","not available","nonum","nochange","change","change","A~B","different","non-generic","static",0.308888888888889,0.777777777777778,185,"no","no",3,"no",120,"3--120"
"170660:30","""and that's happened to me more than once or twice. jus-, just, just about every time i've went in somewhere.""","declarative","not available","num","change","not available","nochange","A~B","same","non-generic","habitual",0.512222222222222,0.555555555555556,110,"no","no",5,"no",381,"5--381"
"100890:40","""and it, it seems in the last decade or two, um, that's true,""","declarative","not available","num","change","not available","nochange","A~B","same","expletive","static",0.524444444444444,0.444444444444444,62,"no","no",5,"no",381,"5--381"
"55488:50","but i don't havef to be conscious of what i'm doing or how i'm doing it.","declarative","wh","nonum","nochange","nochange","change","A~B","different","non-generic","static",0.349473684210526,0.526315789473684,72,"no","no",3,"no",120,"3--120"
"161931:92","""i mean, i can't help but wonder if, if i grew up without a father, on the streets, and with like little or no money, wouldn't wouldn't i be in prison at this point.""","declarative","not available","nonum","change","not available","nochange","A<B","same","non-generic","static",0.467777777777778,0.666666666666667,166,"no","no",5,"no",381,"5--381"
"31336:20","can they convey the data verbally or in writing.","interrogative","not available","nonum","change","change","change","A~B","different","non-generic","static",0.344444444444444,0.777777777777778,48,"no","no",6,"no",169,"6--169"
"139390:26","""and have, you know, like three or four couples come over,""","imperative","not available","num","change","not available","nochange","A~B","same","non-generic","static",0.208888888888889,0.222222222222222,59,"no","no",5,"no",381,"5--381"
"93126:89","""and i thought what are you complaining aboute, when you're only goingd to get picked up once a month, you know, or once a week""","declarative","wh","num","change","not available","nochange","A~B","same","non-generic","static",0.388888888888889,0.888888888888889,128,"no","no",5,"no",381,"5--381"
"150256:47","""and i don't know who looks forward to it more, the students or the teachers and the staff.""","declarative","wh","nonum","change","change","change","A~B","different","non-generic","static",0.588888888888889,0.555555555555556,92,"no","no",6,"no",169,"6--169"
"49539:30","they're worse than american cars i think or just as bad as far as resale goes.","declarative","not available","nonum","change","change","nochange","A>B","different","non-generic","static",0.278888888888889,0.555555555555556,78,"no","no",7,"no",90,"7--90"
"150988:24","""but it's just whether the prosecutor or the defense attorney feels like, you know,""","declarative","wh","nonum","change","nochange","change","A~B","different","expletive","static",0.414444444444444,0.555555555555556,84,"no","no",8,"no",126,"8--126"
"18130:46","""well, uh, pretty much spent most of my time either in the yard or at nurseries buying stuff for the yard.""","declarative","not available","nonum","change","change","change","A~B","different","non-generic","episodic",0.361111111111111,0.555555555555556,107,"yes","no",6,"no",169,"6--169"
"27952:63","""if you were educated you got, you know, you might teach for a year or two before you got married.""","declarative","not available","num","change","not available","nochange","A~B","same","generic","static",0.716666666666667,0.666666666666667,99,"no","no",5,"no",381,"5--381"
"99233:24","""they put one on the parents, or the teachers and say they have to, the men have to wear ties""","declarative","not available","nonum","change","change","nochange","A~B","different","non-generic","static",0.237777777777778,0.777777777777778,94,"no","no",7,"no",90,"7--90"
"139481:20","""and you can either microwave it or do it in the oven,""","declarative","not available","nonum","change","change","change","A~B","different","generic","static",0.62875,1,55,"yes","no",6,"no",169,"6--169"
"156143:17","i also read one or two papers a day","declarative","not available","num","change","not available","nochange","A~B","same","non-generic","habitual",0.491111111111111,0.666666666666667,35,"no","no",5,"no",381,"5--381"
"164419:42","""huh. do you think they should be punished at all, or, uh, like go to prison, uh,""","interrogative","not available","nonum","change","change","nochange","A<B","same","non-generic","static",0.4,0.555555555555556,82,"no","no",1,"no",113,"1--113"
"118494:11","""uh, fortunately or unfortunately it doesn't go into effect because we did not get the united airlines.""","declarative","not available","nonum","change","not available","change","A~B","different","non-generic","static",0.556666666666667,0.888888888888889,104,"no","no",6,"no",169,"6--169"
"160728:37","""and also, you know, then you figure out seven or eight percent for f i c a which is taxes where you,""","declarative","not available","num","change","not available","nochange","A~B","same","generic","static",0.623333333333333,0.888888888888889,102,"no","no",5,"no",381,"5--381"
"59303:31","""and, if i'd of probably had three or four children, i don't see how we could have made it, you know, without me working.""","declarative","antecedent","num","change","not available","nochange","A~B","same","non-generic","static",0.148888888888889,0.444444444444444,122,"no","no",5,"no",381,"5--381"
"85664:16","get an extra bedroom or a basement.","imperative","not available","nonum","change","change","change","A~B","different","non-generic","static",0.667777777777778,0.777777777777778,35,"no","no",6,"no",169,"6--169"
"20446:21","""so if you pay your rent or your house payment every two weeks, instead of once a month, you'll come out paying a, uh, one month extra every year.""","declarative","antecedent","nonum","nochange","change","nochange","A~B","same","generic","static",0.26,0.5625,147,"no","no",1,"no",113,"1--113"
"113850:99","""if they were to take half of what they spend on that and put it on some economic, you know, inter-, intergovernmental or inter united states like programs that one really might.""","declarative","not available","nonum","change","nochange","change","A~B","different","non-generic","static",0.387777777777778,0.555555555555556,179,"no","no",8,"no",126,"8--126"
"70127:16","that's the second or third year in a row that we've had a real rainy spring.","declarative","not available","num","change","not available","nochange","A~B","same","non-generic","static",0.407777777777778,0.666666666666667,76,"no","no",5,"no",381,"5--381"
"46957:32","they're only going to make like three or four thousand.","declarative","not available","num","change","not available","nochange","A~B","same","non-generic","static",0.410526315789474,0.842105263157895,55,"no","no",5,"no",381,"5--381"
"153451:44","""i guess i kind of do a similar thing. more, uh, medium or longer range.""","declarative","not available","nonum","nochange","change","nochange","A~B","different","non-generic","habitual",0.554444444444444,1,73,"no","no",7,"no",90,"7--90"
"99180:110","""and, and in the winter, you know, i just add a, maybe wear longer sleeve shirts than i do in the summer. and add a heavier jacket or, you know, wear jackets more in the winter than i do in the summer.""","declarative","not available","nonum","nochange","nochange","nochange","A~B","different","non-generic","habitual",0.41,0.666666666666667,202,"no","no",3,"no",120,"3--120"
"56144:47","""just about anybody you could name, whether i voted for them or not, uh, makes, um, uh, decisions that i just can't go along with.""","declarative","wh","nonum","change","not available","change","A~B","different","generic","habitual",0.55,0.555555555555556,131,"no","yes",2,"no",147,"2--147"
"25625:63","and never yet have i met anybody on the golf course that wouldn't allow me to join their twosome or threesome.","declarative","relclause","num","change","not available","change","A~B","same","non-generic","static",0.608888888888889,0.666666666666667,110,"no","no",5,"no",381,"5--381"
"173415:33","""and, uh, i think either send them home or do something a little more interesting.""","declarative","not available","nonum","change","change","change","A~B","different","non-generic","static",0.571111111111111,0.888888888888889,83,"yes","no",6,"no",169,"6--169"
"141145:35","that is why we only do it once every five or ten years.","declarative","wh","num","change","not available","nochange","A~B","same","non-generic","static",0.563333333333333,0.555555555555556,55,"no","no",5,"no",381,"5--381"
"24941:98","""even though we've, uh, enjoyed very good employment here for the past ten years, now we got eight percent, uh, unemployment when it used to be four or five.""","declarative","relclause","num","change","not available","nochange","A~B","same","non-generic","static",0.652222222222222,0.444444444444444,158,"no","no",5,"no",381,"5--381"
"24964:43","and the only school you could go toe was the baptist school or the catholic school","declarative","not available","nonum","change","change","change","A~B","different","non-generic","static",0.674444444444444,0.666666666666667,82,"no","no",6,"no",169,"6--169"
"73520:26","they are not all things to all people or all children.","declarative","not available","nonum","change","nochange","change","A~B","different","non-generic","static",0.304444444444444,0.333333333333333,54,"no","no",8,"no",126,"8--126"
"13410:53","""--n40098f being a professional and, of course, you probably belong to one or more professional organizations,""","declarative","not available","num","change","not available","nochange","A~B","same","generic","static",0.433333333333333,0.666666666666667,111,"no","no",5,"no",381,"5--381"
"2927:38","""rarely a day went by when the wind was less than fifteen or twenty miles an hour. summer and winter,""","declarative","relclause","num","change","not available","nochange","A~B","same","non-generic","static",0.451111111111111,0.666666666666667,102,"no","no",5,"no",381,"5--381"
"162962:70","""and those three guys take the evidence, go off, figure it out and then come back and say whether you're guilty or not.""","declarative","wh","nonum","change","not available","change","A~B","different","non-generic","habitual",0.456666666666667,0.444444444444444,120,"no","yes",2,"no",147,"2--147"
"126179:58","""i'm goingf to do it right, and see if i can actually play this game or not.""","declarative","not available","nonum","change","not available","change","A~B","different","non-generic","static",0.462222222222222,0.444444444444444,77,"no","yes",2,"no",147,"2--147"
"61608:108","""and when he's not right at the door in the morning i really worry that something's happened to him, that somebody, he's got in a fight or, you know, somebody's hit him""","declarative","relclause","nonum","change","nochange","change","A<B","same","non-generic","habitual",0.43875,0.6875,169,"no","no",1,"no",113,"1--113"
"84620:54","""and were they, uh, were they, were they obviously poor or depri-, you know.""","declarative","not available","nonum","nochange","nochange","change","A~B","same","non-generic","static",0.431111111111111,0.555555555555556,77,"no","no",3,"no",120,"3--120"
"156906:44","""committing them mostly is, you know, either crimes of passion or at the moment""","declarative","not available","nonum","change","change","change","A~B","different","generic","static",0.182222222222222,0.777777777777778,80,"yes","no",6,"no",169,"6--169"
"134703:78","""and, uh, right now we're in a, uh, i guess it's either a zero lot line or a garden home. which you might call it.""","declarative","not available","nonum","change","nochange","change","A~B","different","non-generic","static",0.445555555555556,0.555555555555556,115,"yes","no",8,"no",126,"8--126"
"8889:22","i make a lot of afghans or used to make a lot of them.","declarative","not available","nonum","change","change","nochange","A~B","same","non-generic","habitual",0.415555555555556,0.444444444444444,54,"no","no",1,"no",113,"1--113"
"12200:93","""other than that i'm not sure what, what individuals can do other than like i said get involved through a group or an organization.""","declarative","not available","nonum","change","change","change","A<B","same","non-generic","static",0.368888888888889,0.888888888888889,132,"no","no",1,"no",113,"1--113"
"156208:29","""but i swear it's at least second or third grade, sometimes.""","declarative","not available","num","change","not available","nochange","A~B","same","non-generic","static",0.465555555555556,0.444444444444444,61,"no","no",5,"no",381,"5--381"
"112417:64","my husband was saying that up north they have such nice restaurants where you can go after a theater or after the movie.","declarative","not available","nonum","change","change","nochange","A<B","same","generic","static",0.395263157894737,0.789473684210526,120,"no","no",4,"no",98,"4--98"
"151151:32","""oh, i thought it was just like marijuana or cocaine.""","declarative","not available","nonum","nochange","change","change","A~B","different","non-generic","static",0.461111111111111,0.777777777777778,54,"no","no",6,"no",169,"6--169"
"144163:103","""you know, he doesn't have, they don't have to rely on him to score ev-, you know, thirty or forty points at every at every game""","declarative","not available","num","change","not available","nochange","A~B","same","non-generic","static",0.57,0.666666666666667,129,"no","no",5,"no",381,"5--381"
"50432:162","""it's, it's, uh, there, there is, there is, itf's an overall problem in, in, in this country understanding, uh, foreign cultures, or even accepting them.""","declarative","not available","nonum","change","nochange","nochange","A~B","different","non-generic","static",0.264444444444444,0.777777777777778,154,"no","no",8,"no",126,"8--126"
"55495:27","and no one is staring at anybody else or worrying about what anything else is doing.","declarative","not available","nonum","change","nochange","change","A~B","different","generic","static",0.317777777777778,0.444444444444444,84,"no","no",8,"no",126,"8--126"
"57709:45","""the friend of ours over here, he's got, uh, sixty-five, or sixty-six mustang the six cylinder.""","declarative","not available","num","change","not available","nochange","A~B","same","non-generic","static",0.89,0.333333333333333,96,"no","no",5,"no",381,"5--381"
"6363:73","""it amazes me how much the, the costs are going to go up over the next ten or fifteen years.""","declarative","not available","num","change","not available","nochange","A~B","same","non-generic","static",0.239473684210526,0.631578947368421,93,"no","no",5,"no",381,"5--381"
"28255:99","""they're going to say to the kids you need do this, because it needs to be done not because it's a woman's job or a man's job, but because it's dirty and it needs to be clean.""","declarative","not available","nonum","change","change","change","A~B","same","non-generic","static",0.632222222222222,0.777777777777778,176,"no","no",1,"no",113,"1--113"
"9346:23","""well i remember last year, or the year before, uh, we had ice and snow, uh, uh,""","declarative","not available","nonum","change","not available","nochange","A~B","same","non-generic","static",0.734444444444444,0.666666666666667,81,"no","no",5,"no",381,"5--381"
"13468:42","""they just, you know, start going through the phone book or going through a series of numbers,""","declarative","not available","nonum","change","nochange","change","A~B","different","non-generic","habitual",0.386666666666667,1,95,"no","no",8,"no",126,"8--126"
"93546:68","""you, i mean, you can be as busy as you want to be, or as laid back as you want to be.""","declarative","not available","nonum","nochange","nochange","change","A~B","different","generic","static",0.667777777777778,0.888888888888889,87,"no","no",3,"no",120,"3--120"
"14163:45","""they're, maybe they're a little more efficient, or have more to do over that same time frame.""","declarative","not available","nonum","change","nochange","nochange","A~B","different","non-generic","static",0.559473684210526,0.894736842105263,95,"no","no",7,"no",90,"7--90"
"147141:84","""and, and there's this big debate apparently about whether the ozone, there's a hole in the ozone or not""","declarative","not available","nonum","change","not available","change","A~B","different","expletive","static",0.498888888888889,0.444444444444444,105,"no","yes",2,"no",147,"2--147"
"15207:70","""well, it sounded like, i mean, this is like major long term commitment, like a year or six months,""","declarative","not available","num","change","not available","nochange","A~B","same","non-generic","static",0.73375,0.6875,100,"no","no",5,"no",381,"5--381"
"76507:42","i'm not sure if it's more a problem with american families or a problem with the school system.","declarative","wh","nonum","change","nochange","change","A~B","same","expletive","static",0.341111111111111,0.333333333333333,95,"no","no",1,"no",113,"1--113"
"69541:82","""and if, e-, even if, like you say, even if it's just the secretary, if her work or abilities start affecting her co-workers then it, it's still a problem.""","declarative","antecedent","nonum","change","nochange","change","A~B","same","expletive","static",0.383333333333333,0.333333333333333,156,"no","no",8,"no",126,"8--126"
"68173:145","""but, uh, i, i myself am in favor of it, uh, particularly for, uh, well i think texas has a good, good law. uh, crimes, murders related with, uh, drugs or killing a policemen.""","declarative","wh","nonum","change","nochange","change","A~B","different","non-generic","static",0.243333333333333,0.666666666666667,176,"no","no",8,"no",126,"8--126"
"766:47","""and whether it, whether it won all kinds of awards or whether it just was okay at the box office, i think he would have been happy.""","declarative","wh","nonum","change","change","change","A~B","different","non-generic","static",0.466666666666667,0.888888888888889,133,"no","no",6,"no",169,"6--169"
"106988:25","""do you, um, buy from dealers or from individuals.""","interrogative","not available","nonum","change","change","change","A~B","different","non-generic","habitual",0.429473684210526,0.578947368421053,51,"no","no",6,"no",169,"6--169"
"143238:29","""and so, uh, we really want four or five bedroom house""","declarative","wh","num","change","not available","nochange","A~B","same","non-generic","static",0.702222222222222,0.444444444444444,55,"no","no",5,"no",381,"5--381"
"47853:37","""i, most of my friends have three or four kids""","declarative","not available","num","change","not available","nochange","A~B","same","non-generic","static",0.534444444444444,0.333333333333333,47,"no","no",5,"no",381,"5--381"
"26390:57","""well, ford's done a real good job in the last, uh, say, ten years or at least the last five to te-, six years, so, of really turning around their, um, quality, i think, um.""","declarative","not available","num","change","not available","nochange","A~B","same","non-generic","static",0.406666666666667,0.555555555555556,174,"no","no",5,"no",381,"5--381"
"173724:140","""and by definition, for some of us, at least, the public good includes having an educated populace and then idea that, uh, you can make a sound judgment with respect to small votes in the, at the local level or bigger votes at the national level.""","declarative","not available","nonum","nochange","nochange","change","A~B","different","generic","static",0.472222222222222,0.888888888888889,247,"no","no",3,"no",120,"3--120"
"37711:31","when it startsa costing you fifty or a hundred dollars to go to a game","declarative","relclause","num","change","not available","nochange","A~B","same","expletive","static",0.332222222222222,0.222222222222222,70,"no","no",5,"no",381,"5--381"
"2400:31","you could almost label everything quality in some sense or other","declarative","not available","nonum","change","not available","change","A~B","different","generic","static",0.488888888888889,0.666666666666667,64,"no","no",6,"no",169,"6--169"
"108435:42","""we all kind of have our own little dress code of just either tennis shoes or little loafers and, and, uh, tights, and things that feel comfortable to us around our kids.""","declarative","not available","nonum","change","change","change","A~B","different","non-generic","static",0.63,0.555555555555556,171,"yes","no",6,"no",169,"6--169"
"1131:129","""are th-, are there any other specific things that, that you feel like, where, where you feel your privacy to be invaded on a day-to-day basis or either on a growing frequency.""","interrogative","relclause","nonum","change","change","nochange","A~B","different","non-generic","static",0.453333333333333,1,177,"no","no",7,"no",90,"7--90"
"130722:82","""but, uh, they have sort of like, uh, things that you c-, you're not like reimbursed ford or paid for.""","declarative","negation","nonum","nochange","nochange","change","A~B","same","non-generic","static",0.505555555555556,0.666666666666667,103,"no","no",3,"no",120,"3--120"
"123561:35","i've never been a big saints fan until the last year or two","declarative","not available","num","change","nochange","nochange","A~B","same","non-generic","static",0.562222222222222,0.333333333333333,59,"no","no",5,"no",381,"5--381"
"129768:34","""i said if i knew beyond a doubt or if i felt beyond a doubt that he had done it, yeah, i guess i could convict him,""","declarative","antecedent","nonum","change","nochange","nochange","A>B","same","non-generic","static",0.438888888888889,0.777777777777778,117,"no","no",4,"no",98,"4--98"
"18197:49","""um, where you live is there a real high, uh, alkaline or ash content""","interrogative","wh","nonum","change","nochange","change","A~B","same","expletive","static",0.265555555555556,0.555555555555556,70,"no","no",8,"no",126,"8--126"
"13362:27","""uh, we've been doing this three or four minutes.""","declarative","not available","num","change","not available","nochange","A~B","same","non-generic","static",0.483684210526316,0.842105263157895,50,"no","no",5,"no",381,"5--381"
"156857:70","""uh, so do, do you think it's more important to spend money on research or for support of, uh, people.""","interrogative","not available","nonum","change","change","change","A~B","different","expletive","static",0.466666666666667,0.555555555555556,103,"no","no",6,"no",169,"6--169"
"31526:59","""i mean, you don't know whether the person sitting next to you anywhere is on drugs or not,""","declarative","wh","nonum","change","not available","change","A~B","different","generic","static",0.68,0.333333333333333,92,"no","yes",2,"no",147,"2--147"
"108876:46","""so i decided it had to be in it, informal or not.""","declarative","not available","nonum","change","not available","change","A~B","different","non-generic","static",0.463333333333333,0.555555555555556,51,"no","yes",2,"no",147,"2--147"
"155799:32","a term limitation for congress would be like three terms or even four terms","declarative","not available","num","change","not available","nochange","A~B","same","non-generic","static",0.633333333333333,0.777777777777778,75,"no","no",5,"no",381,"5--381"
"95853:89","""and, and i'm not sure but what some of the insurance claims aren't due to, uh, illnesses brought on by drug abuse or alcohol abuse.""","declarative","negation","nonum","nochange","nochange","change","A~B","same","non-generic","static",0.31,0.777777777777778,133,"no","no",3,"no",120,"3--120"
"20080:60","""currently, i think they are a little restrictive. uh, particularly for, uh, certain ethnic groups or from certain countries.""","declarative","not available","nonum","nochange","nochange","change","A~B","different","non-generic","static",0.33,0.666666666666667,126,"no","no",3,"yes",120,"3--120"
"45097:54","""now some people object during primaries, having to declare a party, whether republican or democrat""","declarative","wh","nonum","change","change","change","A~B","different","generic","habitual",0.786666666666667,0.777777777777778,100,"no","no",6,"no",169,"6--169"
"106206:40","i eat differently than what i could eat at home or around here.","declarative","relclause","nonum","nochange","nochange","change","A~B","different","non-generic","habitual",0.238888888888889,0.666666666666667,63,"no","no",3,"no",120,"3--120"
"158308:59","""and this is supposed to be a very well-known center here in tyler who had two or three, um, centers, all over, you know, the, um, city""","declarative","relclause","num","change","not available","nochange","A~B","same","non-generic","static",0.495555555555556,0.444444444444444,136,"no","no",5,"no",381,"5--381"
"159108:25","""you know juries will decide the guilt or innocence,""","declarative","not available","nonum","change","not available","change","A~B","different","generic","static",0.622222222222222,0.777777777777778,53,"no","no",6,"no",169,"6--169"
"75061:22","and now it's running ten or fifteen minutes fast again.","declarative","not available","num","change","not available","nochange","A~B","same","non-generic","static",0.783333333333333,0.444444444444444,55,"no","no",5,"no",381,"5--381"
"140767:28","""uh, she can't hear worth a darn or see very well,""","declarative","negation","nonum","change","change","change","A~B","different","non-generic","static",0.242222222222222,0.666666666666667,51,"no","no",6,"no",169,"6--169"
"20456:39","""my parents, uh, bought a home in san diego about four or five years ago,""","declarative","not available","num","change","not available","nochange","A~B","same","non-generic","episodic",0.455555555555556,0.555555555555556,74,"no","no",5,"no",381,"5--381"
"94821:71","""is it the, do you think it's the values that they're teaching in school or the values they get from home.""","interrogative","not available","nonum","change","nochange","change","A~B","different","non-generic","static",0.582222222222222,0.666666666666667,107,"no","no",8,"no",126,"8--126"
"162164:181","""but i think they're obliged to have these things because hertz and avis and those folks have it in their contract that they can sell it back to g m after, you know, it's, after they've used it for six months and put you know, twelve or fifteen thousand miles, on it""","declarative","not available","num","change","not available","nochange","A~B","same","non-generic","static",0.665555555555556,0.666666666666667,267,"no","no",5,"no",381,"5--381"
"98974:28","""when i only do something one, two or three times i'm hardly an expert on it,""","declarative","relclause","num","change","not available","nochange","A~B","same","non-generic","static",0.455555555555556,0.444444444444444,78,"no","no",5,"no",381,"5--381"
"68148:38","""they just, uh, started it again, too just late, or, within the past few years.""","declarative","not available","nonum","change","not available","nochange","A~B","same","non-generic","episodic",0.423333333333333,0.444444444444444,80,"no","no",5,"no",381,"5--381"
"78977:102","""so what do you think about, uh, what do you think about what you see on t v about them, like in the news or on the ads,""","interrogative","wh","nonum","nochange","nochange","change","A~B","different","non-generic","static",0.311111111111111,0.444444444444444,121,"no","no",3,"no",120,"3--120"
"163335:87","""uh, our policies and procedures manual, uh, the furthest it goes about drugs is in the, kind of the miscellaneous section, or its reasons for immediate dismissal,""","declarative","not available","nonum","nochange","nochange","change","A<B","same","non-generic","static",0.298888888888889,0.777777777777778,164,"no","no",3,"no",120,"3--120"
"93046:25","""see, it have been like nineteen sixty-seven or sixty-eight, um,""","declarative","not available","num","change","not available","nochange","A~B","same","expletive","static",0.766666666666667,0.888888888888889,65,"no","no",5,"no",381,"5--381"
"99865:30","""i was way out to the west maybe four or five miles from, from the city limits""","declarative","not available","num","change","not available","nochange","A~B","same","non-generic","static",0.538888888888889,0.444444444444444,79,"no","no",5,"no",381,"5--381"
"103454:53","they do what they call a salad sampler which easily could feed two or three.","declarative","not available","num","change","not available","nochange","A~B","same","non-generic","habitual",0.488888888888889,0.777777777777778,76,"no","no",5,"no",381,"5--381"
"111042:70","""and it's just great because you can put, you know, you can decorate them up, or dress them up, if you want,""","declarative","not available","nonum","nochange","nochange","nochange","A~B","same","generic","static",0.396666666666667,0.888888888888889,109,"no","no",4,"no",98,"4--98"
"26845:102","""and, i guess even back to kennedy, as a matter of fact, i guess kennedy may be the one that actually started the thing, or was, you know, really interested in things like that.""","declarative","relclause","nonum","nochange","nochange","change","A~B","different","non-generic","static",0.386666666666667,0.555555555555556,178,"no","no",3,"no",120,"3--120"
"98372:16","we will rent two or three movies on thursday","declarative","not available","num","change","not available","nochange","A~B","same","non-generic","static",0.465555555555556,0.444444444444444,44,"no","no",5,"no",381,"5--381"
"99247:24","""i think the elementary school teachers, or maybe even the middle school teachers dress a little fancier than, than some of the high school teachers, i think.""","declarative","not available","nonum","nochange","change","change","A~B","different","generic","habitual",0.196666666666667,0.555555555555556,159,"no","no",3,"no",120,"3--120"
"122805:19","""but there is usually two or three days in the week that you can get out there and play,""","declarative","not available","num","change","not available","nochange","A~B","same","expletive","static",0.41,0.888888888888889,89,"no","no",5,"no",381,"5--381"
"1756:89","""the, the piece of music, the piece of music was about, i thinkf about forty or fifty years old.""","declarative","not available","num","change","not available","nochange","A~B","same","non-generic","static",0.408947368421053,0.894736842105263,97,"no","no",5,"no",381,"5--381"
"4758:85","""and, i've come to the conclusion, and this is a pretty scary thought to me, even, that if a guy is convicted, or a gal is convicted, of a crime, rather than put them in prison, because prison's proven not to work, just let them go.""","declarative","antecedent","nonum","change","not available","change","A~B","same","generic","static",0.278888888888889,0.555555555555556,233,"no","no",1,"no",113,"1--113"
"174107:42","""and there's always that, that chance that one or two people could be playing devil's advocate for a good reason, you know.""","declarative","relclause","num","change","not available","nochange","A~B","same","expletive","static",0.463333333333333,0.666666666666667,124,"no","no",5,"no",381,"5--381"
"146215:108","""but when i washed them, although i took the precaution of turning them inside out i really didn't do anything else. and truly, everything fell off, or most of it.""","declarative","not available","nonum","change","not available","nochange","A>B","same","non-generic","episodic",0.477777777777778,0.444444444444444,164,"no","no",4,"no",98,"4--98"
"68690:54","""mumblex, they don't want anyone with exper-, anyone with particular experience or knowledge of the legal system.""","declarative","not available","nonum","change","nochange","change","A>B","same","non-generic","static",0.323333333333333,0.555555555555556,114,"no","no",4,"no",98,"4--98"
"170872:72","""uh, i think it's sort of the opposite of what you would want when you buy a car or refrigerator something.""","declarative","wh","nonum","change","nochange","change","A~B","different","generic","static",0.386666666666667,0.555555555555556,108,"no","no",8,"no",126,"8--126"
"157037:38","""and why, does it just turn out to be genetic or biochemical in origin.""","interrogative","wh","nonum","change","change","change","A>B","same","non-generic","static",0.605555555555556,0.666666666666667,72,"no","no",1,"no",113,"1--113"
"127545:21","""and i'd ride about two or three miles a day,""","declarative","not available","num","change","not available","nochange","A~B","same","non-generic","habitual",0.664444444444444,0.666666666666667,46,"no","no",5,"no",381,"5--381"
"55886:44","""since we live here and we all benefit, rich, poor or in between, uh, there are benefits even for those whof have it the hardest.""","declarative","not available","nonum","nochange","not available","change","A~B","different","generic","static",0.442222222222222,0.444444444444444,130,"no","no",3,"no",120,"3--120"
"143249:92","""and you can cut, you know, the listings, uh, in about a third when you go from three to four bedrooms you know, or five.""","declarative","not available","num","change","not available","nochange","A~B","same","generic","static",0.302222222222222,0.888888888888889,122,"no","no",5,"no",381,"5--381"
"37011:85","""but gorbachev has still not fully convinced everyone that, he's moving towards a two to three party system of government that, nor eliminating or diminishing the communist power,""","declarative","not available","num","change","not available","nochange","A~B","same","non-generic","static",0.4,0.555555555555556,180,"no","no",5,"no",381,"5--381"
"110794:66","""even though teachers have other kids lives in their hands, and if they come in stoned or they come in drunk""","declarative","antecedent","nonum","change","nochange","change","A~B","different","generic","habitual",0.225555555555556,0.888888888888889,109,"no","no",8,"no",126,"8--126"
"94572:24","i think normal's about sixty or seventy.","declarative","not available","num","change","not available","nochange","A~B","same","non-generic","static",0.647777777777778,0.666666666666667,40,"no","no",5,"no",381,"5--381"
"91185:89","""but some of the, uh, the small, some of the larger small schools, you know, i guess around three or four thousand students have a, can offer a broader range of curriculums and things,""","declarative","not available","num","change","not available","nochange","A~B","same","non-generic","static",0.291111111111111,0.222222222222222,185,"no","no",5,"no",381,"5--381"
"119672:89","""and i, well, i can't think of a time that i've been fishing that i haven't run into one or two of them.""","declarative","negation","num","change","not available","nochange","A~B","same","non-generic","static",0.356666666666667,0.444444444444444,105,"no","no",5,"no",381,"5--381"
"163866:106","""what's more likely to occur is, uh, robbery of, uh, you know, knocking over a, a small store or a car theft, you know, it, things of that nature.""","declarative","wh","nonum","change","change","change","A~B","different","expletive","static",0.396666666666667,0.777777777777778,147,"no","no",6,"no",169,"6--169"
"43216:36","""and we got rid of them, believe it or not, with smoke bombs, which is just about impossible to do,""","declarative","not available","nonum","change","not available","change","A~B","different","non-generic","static",0.276666666666667,0,100,"no","yes",2,"no",147,"2--147"
"91064:123","""they had chosen santa barbara, california for this summer and, and did not get enough people that were willing to go that far, because most of us live either in the midwest, or like in the texas, oklahoma area.""","declarative","not available","nonum","change","not available","change","A<B","same","non-generic","static",0.591111111111111,0.555555555555556,212,"yes","no",1,"no",113,"1--113"
"66190:44","""so i thought, man, i don't know if i trust this or not.""","declarative","wh","nonum","change","not available","change","A~B","different","non-generic","static",0.568888888888889,0.777777777777778,57,"no","yes",2,"no",147,"2--147"
