tgrep.id,entire.sentence,Mood,Tense,Voice,Negation,Notes,Question,,Disjuncts,
103930:153,"you know, that's, that's scary because, you know, i'm not sure, i think we're paroling them without even knowing if they're, you know, goingb to be committing any more violent acts or not.",,,,,,,,OrNot,
163926:23,you going to get ten or fifteen bucks for it,,,,,,,,NUM,
122138:110,"um, huh. well, i don't like it when, uh, people listen to my phone conversations, like if they're outside my door while i'm talking in my room, or when people like look through my things in my bedroom.",,,,,,,,VP,complete clauses?
127327:49,"i wonder how they're going to get through the winter. food wise or any wise,",,,,,,,,ADJ,ADV?
59184:37,"i mean, they may let you off for a day or two to have your baby,",,,,,,,,NUM,
175063:135,"and when you have two kids in that class that constantly keeps ca-, the class in an uproar and you're not at liberty to do something about it, other than give them on campus isolation or send them to the principal's office. it it, you know, it can, it can really be bad.",,,,,,,,VP,
155861:103,"but i, i think that there are, there are advantages to having seniority and, uh, turn-, or, not having a complete turnover every, some small number of years.",,,,,,,,N,?
127119:72,"it, it seems like t i is pretty cut and dried with two, like, two or three levels.",,,,,,,,NUM,
171908:16,there's about six or eight guys that we use to go out for these games.,,,,,,,,NUM,
136298:23,"and there are parts of downtown or near downtown dallas that are under water right now, i guess,",,,,,,,,ADJ,
18697:70,"uh, there's no way that i could begin to process and keep up with the kinds of information or the magnitude of information that i needd to, to try to do my jobb without them.",,,,,,,,N,
67486:48,"i mean, around texas, you, you got about five or six,",,,,,,,,NUM,
159476:33,"and i haven't really gone out, and bought any or listened to much on the, on the radio except for classical",,,,,,,,V,
97884:143,"and have, have some kind of real good program, set up so that you, when you go you can be assured that if there's an emergency that person in charge knows c p r or first aid",,,,,,,,N,
95601:41,do you think you d base is more flexible or allows you to do more.,,,,,,,,VP,
7486:45,"they're real liberal now and to where probably fifty or a hundred years ago, um, the democrat party being liberal like they are now, you know, would never be thought of,",,,,,,,,NUM,
111943:55,"where do you go if you like to have a nice meal out, or a big meal.",,,,,,,,ADJ,
148422:49,"most, most likely i would be listen to, uh, jazz or classical music.",,,,,,,,ADJ,
48916:100,"and that's where a lot of aggravation comes, i think, is, is, uh, these guys spend so much time in the appeal process or just in the waiting process,",,,,,,,,ADJ,
50711:45,"the, the difficulty would be in whether it's voluntary or involuntary.",,,,,,,,ADJ,
107454:21,and sometimes you might have two or three.,,,,,,,,NUM,
14114:23,"normally i listen to c n n or headline news about an, hour a day,",,,,,,,,N,
133405:39,and that effectively adds to whether it's officially on the books or not.,,,,,,,,OrNot,
18787:67,"i don't know if it's, the, if they've done it citywide yet or not where they have the color coded, uh, bags and, uh, bins.",,,,,,,,OrNot,
19926:76,"see, i had never really been into science fiction that much until, uh, somebody gave me mist of avalon probably about five or six years ago.",,,,,,,,NUM,
21110:62,"and as the world turns. i think as the world turns may, still on or not.",,,,,,,,OrNot,
72704:22,"i'll stay up until two or three o'clock in the morning, you know, because i'm so engrossed in it",,,,,,,,NUM,
6505:69,"the question was, um, what, what is your opinion of youth, uh, spending a year or two in, in public service.",,,,,,,,NUM,
23676:18,"you serve that yourself, or the, for a family.",,,,,,,,ADV,?
84591:56,"and this thing came on where these, a group of like five or six guys went and filmed themselves beating up people in the street and, and robbing them.",,,,,,,,NUM,
139466:13,you pour bouillon or chicken broth over it,,,,,,,,N,
48909:46,"and you can, probably spend, uh, a lot of time, uh, or maybe eventually, uh, just waiting it out,",,,,,,,,VP,
47787:16,but a lot women die or shop at foley's,,,,,,,,V,
63755:97,"i thought maybe they would convert to, uh, metric back when they went to the fifty-five mile an hour speed limit, because what is it fifty-six or fifty-seven's a hundred, uh, qua-, a hundred kilometers,",,,,,,,,NUM,
167649:52,"recently graduated from high school. meaning like, uh, you know, three or four years ago.",,,,,,,,NUM,
19604:48,i don't know if i would call it a collection of vietnam war stories or if i'd call it a collection of vietnam love stories.,,,,,,,,ADJ,
158063:82,"but, um, he said that he would, he would want to, to seriously hurta or if not kill someone if, if they did something to his wife.",,,,,,,,,complete clauses?
107430:41,i don't know if it's done by a private company or not.,,,,,,,,OrNot,
49833:71,"but they would go out and try to go for, uh, the best people and then mold them into different areas or find their natural niche.",,,,,,,,VP,
141002:47,"and that's kind of like a special time for just myself and my little girl or myself and my son,",,,,,,,,NP,
20140:22,and i haven't taken the time or effort to learn what they are.,,,,,,,,N,
123645:19,"well, for the past week or two it's been cold and wet",,,,,,,,NUM,
31499:38,"but, um, in many, many cases whether or not an individual has a problem with drugs, it's not even going to effect anybody but his, uh, you know, himself and his own family, perhaps, um, depending on the kind of drug he might be on.",,,,,,,,OrNot,
20016:38,"well, see i, i am debating whether or not i want to go see the movie after having read the book.",,,,,,,,OrNot,
169316:26,"and anything i participated in or know about when i read about it in the paper is always so, uh, covered from such a funny and superficial perspective that i don't have much confidence in it.",,,,,,,,,
70937:67,"so, i don't know if we, we did a good thing to buy a house or not",,,,,,,,OrNot,
75070:30,"it's all new wiring up in the attic, or i guess crawl space,",,,,,,,,N,
169005:87,"well, it depends on whether you, whether we figure that we have that we have a defense oriented military or an aggressive, aggression oriented military.",,,,,,,,ADJ,
44591:124,"and, uh, she's been holding herself pretty well. the, uh, up until, you know, recently where she's been having accidents in the house because she either is losing control or she forgets where she isf",,,,,,,,VP,
13389:122,"i guess the, uh, biggest thing i f-, find is the financial aspects, uh, particularly, the ability of people to access, you know, your financial records or, for example your credit, uh, rating almost at will.",,,,,,,,N,
99064:18,and you can decide guilt or innocence on that.,,,,,,,,N,
163526:49,"and the poor president has, hasb to, uh, either accept or reject the whole thing.",,,,,,,,VP,
169818:51,"i mean a lot of, a lot of people as kids or, you know, young people get into some things that they get out of later on",,,,,,,,N,
106956:13,"believe it or not, we did,",,,,,,,,OrNot,
48175:48,and we tried to be a part of it but not overshadowing him or making him feel that we had to be there all the time.,,,,,,,,VP,
21390:163,"and that really made it a very interesting, uh, show to where you never really knew which, which one was going to show up. you know, whether it was going to, where they're going to be real close or whether they're just going to be partners, you know",,,,,,,,NP,ADJ/N?
91239:28,"would you, uh, advise a private school, or a public school,",,,,,,,,ADJ,
176223:59,"the, uh, the first, uh, ten years, see first ten or twelve years, i stayed home.",,,,,,,,NUM,
52732:129,"because too, too often, there can be extremism that, that hurts from, from any direction, regardless of wha-, whatever you're arguingb or concerneda about.",,,,,,,,VP,
145167:70,"uh, are you going to, uh, put your son in child care in a, a year or two.",,,,,,,,NUM,
91270:46,"i, i think the bad part is that most parents or kids don't know what to look for.",,,,,,,,N,
88646:66,"and, uh, when, when i was first here in, in dallas or in plano, um, and was finally able to, this is, oh, been like fourteen years ago we moved here. and i was finally able to afford a new typewriter,",,,,,,,,N,
94994:144,"uh, when my children were growing up, i actually had them, up and until they were in the preschool situation, i had them in a, in a home with a lady who kept two or three kids,",,,,,,,,NUM,
137574:82,"course, i think, you know, you can't really go by what happened earlier in the season because teams jell together or they've had injuries that heal",,,,,,,,VP,
83940:43,"i, i figured maybe i'd get one or two years out of it,",,,,,,,,NUM,
169350:140,"if you were deeply involved in it, then you immediately realize that what they print is stuff that you probably knew already and the stuff that you want they're not printing because the average person doesn't need or want to know that much.",,,,,,,,VP,
7449:24,"and whether you vote for one person or the other person, the issues is what, you know, what you believe in,",,,,,,,,ADJ,
157511:153,"well, the, the one thing that i know does seem to happen from people i've talked toc on this, is that in the situation you just said where it's nine to three, or some such number, that there's, an effect starts being that there's starts being a lot of peer pressure going on",,,,,,,,NUM,
84098:36,"are you one of these, uh, howard garrett, organic enthusiasts or a, neil sperry, nuke the lawn with chemicals.",,,,,,,,N,
81609:13,"and christopher reeve, or, mike douglas went after his throat, you dummy.",,,,,,,,N,
166593:34,once i found out that that's really not necessary or legal then i just refuse,,,,,,,,ADJ,
73241:15,"it was a visa or mastercard,",,,,,,,,N,
13047:33,"i guess probably my favorite all time country and western song or singer is, uh, probably eddy arnold.",,,,,,,,N,
33245:36,we we tried to be fancier or more courses than the other,,,,,,,,ADJ,comparative
110197:24,and that's just like a mile or two from our house,,,,,,,,NUM,
132536:65,"i remember every time, it seems like, we turned around, they're adding another nickel or a few more cents onto the price of gasoline.",,,,,,,,NUM,semantic vs pragmatic?
31185:89,"uh, well, just over the years there were situations that, uh, uh, came up that i didn't thinke were fair or handled correctly",,,,,,,,Mismatch,ADJ/VP
130589:20,and i went to a vineyard or two in germany.,,,,,,,,NUM,
2462:69,"but if we're going to have a meeting, where we're having the attorneys come in, or people from, uh, other party's attorneys and stuff, then i normally dress up.",,,,,,,,N,
60261:35,"but he was, no, completely against having a dog or cat,",,,,,,,,N,
84644:31,i do not know what the world is or is not.,,,,,,,,OrNot,
81171:123,"i, i hear a lot of criticism about listening to these, the dan rathers of the world and, and listen-, and taking their word for it, or their comment,",,,,,,,,N,
24983:30,"the only reason i asked about secondary schools or, you know, advanced education is because down here, you know, going to the university of texas, the education i'm getting i think is kind of shoddy for a public school.",,,,,,,,N,
53823:87,"putting them in, i mean, they were, they were call-, they called them their quiet rooms or their isolation rooms.",,,,,,,,ADJ,
44672:63,"and she knew whether to, to, to quietly come up to me or to just run and knock me over.",,,,,,,,VP,
146529:68,"i would find it very difficult, uh, to, uh, place eit-, my father or my step-mother uh, in a place like that. particularly, since i know how they feel about it.",,,,,,,,N,
172194:58,"i've found that most of homework assignments mumblex really require some sort of computer, uh, simulation or analysis,",,,,,,,,N,
55814:50,"but if i were you, i would go apply to either a health club or one of the others and use it for a while.",,,,,,,,N,
109003:96,"i find a lot of the cookbooks that, i don't know, that you buy over the counter ask for really strange ingredients, or things i don't keep on hand all the time",,,,,,,,N,
139225:66,"i don't think is, is, we can determine whether we were right or wrong,",,,,,,,,ADJ,
14162:28,radio seems to have a full platter or full plate of different things that they need to get done.,,,,,,,,N,
12595:51,"so i can't say whether that, that i'm pro israel or anti israel.",,,,,,,,ADV,ADJ?
119572:54,"i said, well, i can tell them how to fish with a minnow or how to fish with a worm.",,,,,,,,N,
25318:34,i don't like it when it's too cool or too warm.,,,,,,,,ADJ,
105161:44,"and how can a country stand to, uh, spend as much or much more than they already are on such a problem, uh,",,,,,,,,NUM,?
35001:135,"i, i have a hard time sticking with something like, like on t v, because, it, like, it gets real aggravating if you miss it, for a week or two.",,,,,,,,NUM,
81053:30,it's not as slanted as the new york times or as biased perhaps as the local paper.,,,,,,,,ADJ,?
85435:43,"so we really don't know whether there's enough fossil fuel left or there isn't,",,,,,,,,OrNot,
17349:18,"they do kind of follow or, are similar.",,,,,,,,VP,
20556:19,she was there for two or three years before we got marriede.,,,,,,,,NUM,
171264:74,"well if you drag twelve people into a courtroom, i trust them to make the right decision as to whether someone's guilty or innocent.",,,,,,,,ADJ,
19079:83,"and so i-, it's a real difficult choice whether we want styrofoam cups to fill up our landfills or, uh, china cups to use up our waterf.",,,,,,,,NP,complete clauses?
61667:103,"but if you want him to be and he doesn't want to be, he'll just, he'll, you know either scratch you or run away.",,,,,,,,VP,
14639:25,"but, um, they have about four or five different prices now, that they're structuring it with,",,,,,,,,NUM,
112125:26,and i was just seeing in the newspaper or the grocery store that some miss america was abused by the man she loved,,,,,,,,N,
95657:81,"i, i especially agree that if it's an area where they could cause somebody else, you know harm or injury, absolutely.",,,,,,,,N,
46484:121,"but i was thinking boy, in dallas, if somebody asked me if there were places you wouldn't go by yourself at night, i'd have to set them down for about five or ten minutes to list all the places out.",,,,,,,,NUM,
166786:69,"because i think what they often get used asc is, uh, almost like a very high level or long-term care for, uh, similar to a hospital.",,,,,,,,ADJ,
49324:208,"on a, on a, on a, what we would, you know, what you described as your house and what i would describe as my house say, for example, in pensacola, florida, on that house with the homestead exemption and so forth and so on, might pay three or four hundred dollars a year taxes.",,,,,,,,NUM,
24636:108,"well, does your, the company say, for instance, does the company you worked for bef-, before have the right or do they have the ability to say, hey, we've already drug tested her",,,,,,,,N,
80782:52,well i was going to ask if you planned to paint over it or try to strip it.,,,,,,,,VP,
57920:78,"and i, i agree with you also, that i feel like it was not worth the money spent or the lives lost to fight that war.",,,,,,,,N,
81749:49,"and, and you're not sure whether it will be any good or not",,,,,,,,OrNot,
74642:57,"it, unfortunately, it's a, and it's a business or an occupation that the results are not as tangible as other ones",,,,,,,,N,
110391:68,"well, and i think a lot of companies are realizing this and offering more opportunities as far as like job sharing or, you know, even having a day care on site and that kind of stuff,",,,,,,,,N,gerund?
170660:30,"and that's happened to me more than once or twice. jus-, just, just about every time i've went in somewhere.",,,,,,,,NUM,
100890:40,"and it, it seems in the last decade or two, um, that's true,",,,,,,,,NUM,
55488:50,but i don't havef to be conscious of what i'm doing or how i'm doing it.,,,,,,,,,?
161931:92,"i mean, i can't help but wonder if, if i grew up without a father, on the streets, and with like little or no money, wouldn't wouldn't i be in prison at this point.",,,,,,,,ADJ,NUM?
31336:20,can they convey the data verbally or in writing.,,,,,,,,ADV,
139390:26,"and have, you know, like three or four couples come over,",,,,,,,,NUM,
93126:89,"and i thought what are you complaining aboute, when you're only goingd to get picked up once a month, you know, or once a week",,,,,,,,NUM,
150256:47,"and i don't know who looks forward to it more, the students or the teachers and the staff.",,,,,,,,N,
49539:30,they're worse than american cars i think or just as bad as far as resale goes.,,,,,,,,ADJ,
150988:24,"but it's just whether the prosecutor or the defense attorney feels like, you know,",,,,,,,,N,
18130:46,"well, uh, pretty much spent most of my time either in the yard or at nurseries buying stuff for the yard.",,,,,,,,PP,
27952:63,"if you were educated you got, you know, you might teach for a year or two before you got married.",,,,,,,,NUM,
99233:24,"they put one on the parents, or the teachers and say they have to, the men have to wear ties",,,,,,,,N,
139481:20,"and you can either microwave it or do it in the oven,",,,,,,,,VP,
156143:17,i also read one or two papers a day,,,,,,,,NUM,
164419:42,"huh. do you think they should be punished at all, or, uh, like go to prison, uh,",,,,,,,,VP,
118494:11,"uh, fortunately or unfortunately it doesn't go into effect because we did not get the united airlines.",,,,,,,,ADV,
160728:37,"and also, you know, then you figure out seven or eight percent for f i c a which is taxes where you,",,,,,,,,NUM,
59303:31,"and, if i'd of probably had three or four children, i don't see how we could have made it, you know, without me working.",,,,,,,,NUM,
85664:16,get an extra bedroom or a basement.,,,,,,,,N,
20446:21,"so if you pay your rent or your house payment every two weeks, instead of once a month, you'll come out paying a, uh, one month extra every year.",,,,,,,,N,
113850:99,"if they were to take half of what they spend on that and put it on some economic, you know, inter-, intergovernmental or inter united states like programs that one really might.",,,,,,,,ADJ,
70127:16,that's the second or third year in a row that we've had a real rainy spring.,,,,,,,,NUM,
46957:32,they're only going to make like three or four thousand.,,,,,,,,NUM,
153451:44,"i guess i kind of do a similar thing. more, uh, medium or longer range.",,,,,,,,ADJ,
99180:110,"and, and in the winter, you know, i just add a, maybe wear longer sleeve shirts than i do in the summer. and add a heavier jacket or, you know, wear jackets more in the winter than i do in the summer.",,,,,,,,VP,
56144:47,"just about anybody you could name, whether i voted for them or not, uh, makes, um, uh, decisions that i just can't go along with.",,,,,,,,OrNot,
25625:63,and never yet have i met anybody on the golf course that wouldn't allow me to join their twosome or threesome.,,,,,,,,NUM,
173415:33,"and, uh, i think either send them home or do something a little more interesting.",,,,,,,,VP,
141145:35,that is why we only do it once every five or ten years.,,,,,,,,NUM,
24941:98,"even though we've, uh, enjoyed very good employment here for the past ten years, now we got eight percent, uh, unemployment when it used to be four or five.",,,,,,,,NUM,
24964:43,and the only school you could go toe was the baptist school or the catholic school,,,,,,,,ADJ,
73520:26,they are not all things to all people or all children.,,,,,,,,N,
13410:53,"--n40098f being a professional and, of course, you probably belong to one or more professional organizations,",,,,,,,,NUM,
2927:38,"rarely a day went by when the wind was less than fifteen or twenty miles an hour. summer and winter,",,,,,,,,NUM,
162962:70,"and those three guys take the evidence, go off, figure it out and then come back and say whether you're guilty or not.",,,,,,,,OrNot,
126179:58,"i'm goingf to do it right, and see if i can actually play this game or not.",,,,,,,,OrNot,
61608:108,"and when he's not right at the door in the morning i really worry that something's happened to him, that somebody, he's got in a fight or, you know, somebody's hit him",,,,,,,,VP,
84620:54,"and were they, uh, were they, were they obviously poor or depri-, you know.",,,,,,,,ADJ,
156906:44,"committing them mostly is, you know, either crimes of passion or at the moment",,,,,,,,N,?
134703:78,"and, uh, right now we're in a, uh, i guess it's either a zero lot line or a garden home. which you might call it.",,,,,,,,N,
8889:22,i make a lot of afghans or used to make a lot of them.,,,,,,,,V,
12200:93,"other than that i'm not sure what, what individuals can do other than like i said get involved through a group or an organization.",,,,,,,,N,
156208:29,"but i swear it's at least second or third grade, sometimes.",,,,,,,,NUM,
112417:64,my husband was saying that up north they have such nice restaurants where you can go after a theater or after the movie.,,,,,,,,N,
151151:32,"oh, i thought it was just like marijuana or cocaine.",,,,,,,,N,
144163:103,"you know, he doesn't have, they don't have to rely on him to score ev-, you know, thirty or forty points at every at every game",,,,,,,,NUM,
50432:162,"it's, it's, uh, there, there is, there is, itf's an overall problem in, in, in this country understanding, uh, foreign cultures, or even accepting them.",,,,,,,,V,
55495:27,and no one is staring at anybody else or worrying about what anything else is doing.,,,,,,,,VP,
57709:45,"the friend of ours over here, he's got, uh, sixty-five, or sixty-six mustang the six cylinder.",,,,,,,,NUM,
6363:73,"it amazes me how much the, the costs are going to go up over the next ten or fifteen years.",,,,,,,,NUM,
28255:99,"they're going to say to the kids you need do this, because it needs to be done not because it's a woman's job or a man's job, but because it's dirty and it needs to be clean.",,,,,,,,ADJ,
9346:23,"well i remember last year, or the year before, uh, we had ice and snow, uh, uh,",,,,,,,,NUM,
13468:42,"they just, you know, start going through the phone book or going through a series of numbers,",,,,,,,,N,
93546:68,"you, i mean, you can be as busy as you want to be, or as laid back as you want to be.",,,,,,,,ADJ,
14163:45,"they're, maybe they're a little more efficient, or have more to do over that same time frame.",,,,,,,,ADJ,ADJ/VP
147141:84,"and, and there's this big debate apparently about whether the ozone, there's a hole in the ozone or not",,,,,,,,OrNot,
15207:70,"well, it sounded like, i mean, this is like major long term commitment, like a year or six months,",,,,,,,,NUM,
76507:42,i'm not sure if it's more a problem with american families or a problem with the school system.,,,,,,,,N,
69541:82,"and if, e-, even if, like you say, even if it's just the secretary, if her work or abilities start affecting her co-workers then it, it's still a problem.",,,,,,,,N,
68173:145,"but, uh, i, i myself am in favor of it, uh, particularly for, uh, well i think texas has a good, good law. uh, crimes, murders related with, uh, drugs or killing a policemen.",,,,,,,,N,
766:47,"and whether it, whether it won all kinds of awards or whether it just was okay at the box office, i think he would have been happy.",,,,,,,,VP,
106988:25,"do you, um, buy from dealers or from individuals.",,,,,,,,N,
143238:29,"and so, uh, we really want four or five bedroom house",,,,,,,,NUM,
47853:37,"i, most of my friends have three or four kids",,,,,,,,NUM,
26390:57,"well, ford's done a real good job in the last, uh, say, ten years or at least the last five to te-, six years, so, of really turning around their, um, quality, i think, um.",,,,,,,,NUM,
173724:140,"and by definition, for some of us, at least, the public good includes having an educated populace and then idea that, uh, you can make a sound judgment with respect to small votes in the, at the local level or bigger votes at the national level.",,,,,,,,ADJ,
37711:31,when it startsa costing you fifty or a hundred dollars to go to a game,,,,,,,,NUM,
2400:31,you could almost label everything quality in some sense or other,,,,,,,,ADJ,
108435:42,"we all kind of have our own little dress code of just either tennis shoes or little loafers and, and, uh, tights, and things that feel comfortable to us around our kids.",,,,,,,,N,
1131:129,"are th-, are there any other specific things that, that you feel like, where, where you feel your privacy to be invaded on a day-to-day basis or either on a growing frequency.",,,,,,,,NUM,
130722:82,"but, uh, they have sort of like, uh, things that you c-, you're not like reimbursed ford or paid for.",,,,,,,,VP,
123561:35,i've never been a big saints fan until the last year or two,,,,,,,,NUM,
129768:34,"i said if i knew beyond a doubt or if i felt beyond a doubt that he had done it, yeah, i guess i could convict him,",,,,,,,,V,
18197:49,"um, where you live is there a real high, uh, alkaline or ash content",,,,,,,,ADJ,
13362:27,"uh, we've been doing this three or four minutes.",,,,,,,,NUM,
156857:70,"uh, so do, do you think it's more important to spend money on research or for support of, uh, people.",,,,,,,,PP,
31526:59,"i mean, you don't know whether the person sitting next to you anywhere is on drugs or not,",,,,,,,,OrNot,
108876:46,"so i decided it had to be in it, informal or not.",,,,,,,,OrNot,
155799:32,a term limitation for congress would be like three terms or even four terms,,,,,,,,NUM,
95853:89,"and, and i'm not sure but what some of the insurance claims aren't due to, uh, illnesses brought on by drug abuse or alcohol abuse.",,,,,,,,ADJ,
20080:60,"currently, i think they are a little restrictive. uh, particularly for, uh, certain ethnic groups or from certain countries.",,,,,,,,N,"omitted ""those""?"
45097:54,"now some people object during primaries, having to declare a party, whether republican or democrat",,,,,,,,ADJ,
106206:40,i eat differently than what i could eat at home or around here.,,,,,,,,PP,
158308:59,"and this is supposed to be a very well-known center here in tyler who had two or three, um, centers, all over, you know, the, um, city",,,,,,,,NUM,
159108:25,"you know juries will decide the guilt or innocence,",,,,,,,,N,
75061:22,and now it's running ten or fifteen minutes fast again.,,,,,,,,NUM,
140767:28,"uh, she can't hear worth a darn or see very well,",,,,,,,,VP,
20456:39,"my parents, uh, bought a home in san diego about four or five years ago,",,,,,,,,NUM,
94821:71,"is it the, do you think it's the values that they're teaching in school or the values they get from home.",,,,,,,,VP,
162164:181,"but i think they're obliged to have these things because hertz and avis and those folks have it in their contract that they can sell it back to g m after, you know, it's, after they've used it for six months and put you know, twelve or fifteen thousand miles, on it",,,,,,,,NUM,
98974:28,"when i only do something one, two or three times i'm hardly an expert on it,",,,,,,,,NUM,
68148:38,"they just, uh, started it again, too just late, or, within the past few years.",,,,,,,,,
78977:102,"so what do you think about, uh, what do you think about what you see on t v about them, like in the news or on the ads,",,,,,,,,PP,
163335:87,"uh, our policies and procedures manual, uh, the furthest it goes about drugs is in the, kind of the miscellaneous section, or its reasons for immediate dismissal,",,,,,,,,ADJ,different sections?
93046:25,"see, it have been like nineteen sixty-seven or sixty-eight, um,",,,,,,,,NUM,
99865:30,"i was way out to the west maybe four or five miles from, from the city limits",,,,,,,,NUM,
103454:53,they do what they call a salad sampler which easily could feed two or three.,,,,,,,,NUM,
111042:70,"and it's just great because you can put, you know, you can decorate them up, or dress them up, if you want,",,,,,,,,VP,
26845:102,"and, i guess even back to kennedy, as a matter of fact, i guess kennedy may be the one that actually started the thing, or was, you know, really interested in things like that.",,,,,,,,VP,
98372:16,we will rent two or three movies on thursday,,,,,,,,NUM,
99247:24,"i think the elementary school teachers, or maybe even the middle school teachers dress a little fancier than, than some of the high school teachers, i think.",,,,,,,,ADJ,
122805:19,"but there is usually two or three days in the week that you can get out there and play,",,,,,,,,NUM,
1756:89,"the, the piece of music, the piece of music was about, i thinkf about forty or fifty years old.",,,,,,,,NUM,
4758:85,"and, i've come to the conclusion, and this is a pretty scary thought to me, even, that if a guy is convicted, or a gal is convicted, of a crime, rather than put them in prison, because prison's proven not to work, just let them go.",,,,,,,,N,
174107:42,"and there's always that, that chance that one or two people could be playing devil's advocate for a good reason, you know.",,,,,,,,NUM,
146215:108,"but when i washed them, although i took the precaution of turning them inside out i really didn't do anything else. and truly, everything fell off, or most of it.",,,,,,,,NUM,?
68690:54,"mumblex, they don't want anyone with exper-, anyone with particular experience or knowledge of the legal system.",,,,,,,,N,
170872:72,"uh, i think it's sort of the opposite of what you would want when you buy a car or refrigerator something.",,,,,,,,N,
157037:38,"and why, does it just turn out to be genetic or biochemical in origin.",,,,,,,,ADJ,
127545:21,"and i'd ride about two or three miles a day,",,,,,,,,NUM,
55886:44,"since we live here and we all benefit, rich, poor or in between, uh, there are benefits even for those whof have it the hardest.",,,,,,,,ADJ,
143249:92,"and you can cut, you know, the listings, uh, in about a third when you go from three to four bedrooms you know, or five.",,,,,,,,NUM,
37011:85,"but gorbachev has still not fully convinced everyone that, he's moving towards a two to three party system of government that, nor eliminating or diminishing the communist power,",,,,,,,,NUM,
110794:66,"even though teachers have other kids lives in their hands, and if they come in stoned or they come in drunk",,,,,,,,ADJ,
94572:24,i think normal's about sixty or seventy.,,,,,,,,NUM,
91185:89,"but some of the, uh, the small, some of the larger small schools, you know, i guess around three or four thousand students have a, can offer a broader range of curriculums and things,",,,,,,,,NUM,
119672:89,"and i, well, i can't think of a time that i've been fishing that i haven't run into one or two of them.",,,,,,,,NUM,
163866:106,"what's more likely to occur is, uh, robbery of, uh, you know, knocking over a, a small store or a car theft, you know, it, things of that nature.",,,,,,,,N,
43216:36,"and we got rid of them, believe it or not, with smoke bombs, which is just about impossible to do,",,,,,,,,OrNot,
91064:123,"they had chosen santa barbara, california for this summer and, and did not get enough people that were willing to go that far, because most of us live either in the midwest, or like in the texas, oklahoma area.",,,,,,,,N,
66190:44,"so i thought, man, i don't know if i trust this or not.",,,,,,,,OrNot,
79227:23,"and if they don't say yes or no, then maybe somebodye will vote for them that wouldn't have if they had come down on the wrong side.",,,,,,,,,?
14875:209,"but the guy at the very top, the one who's, whoc's really making the millions and the millions is the one who also many times is part of the power structure, uh, the, uh, and had the political uh, pull to keep things from, uh, keep the interest or the emphasis in some other direction, other than on the drug dealing,",,,,,,,,N,
138283:70,"and it's kind of, uh, hard to get, uh, shop space unless you have a dedicated shop or a dedicated room for that.",,,,,,,,N,
11792:29,"but, uh, i have some question, whether or not they will ever really get around to that.",,,,,,,,OrNot,
163053:76,"now, if he comes in and says, you know, i'll repair your, your v c r, or somebody else's v c r, for a hundred dollars, gets in there, maybe it's a blown fuse,",,,,,,,,ADJ,
144197:16,and they traded either richmond or hardaway to sacramento for billy owens,,,,,,,,N,
118424:62,"and altog-, all total, it was just under two hundred dollars, believe it or not, to get all that done.",,,,,,,,OrNot,
74280:75,"and you can't make up in a classroom of one hour a day, what's not been doned for, fifteen or sixteen years at home,",,,,,,,,NUM,
8419:45,"well, have you any plans to, uh, maybe, uh, expand or move onward.",,,,,,,,VP,
39108:72,"i never have tried that, just because i don't have that much space on this little porch here in this apartment or this little balcony.",,,,,,,,N,
164502:39,"i, i'm in washington, d c or at least very close to it.",,,,,,,,PP,
82982:71,"and, and, you think, if i wasn't here he'd be learning that from a baby-sitter or from a day care.",,,,,,,,N,
55620:26,"because no matter what i did or how i did it, i invariably got myself wet.",,,,,,,,,?
166916:31,during the trial as to whether they're guilty or not has nothing to do with their background.,,,,,,,,OrNot,
41706:73,"because maybe they, those are not the clothes that are the most, uh, appealing to you, or the most, uh, complimentary to you.",,,,,,,,ADJ,
89923:105,"they, they show very well un-, they show very well unless you have, you know, lived in a lot of houses around the area, or looked at a lot of houses around here.",,,,,,,,VP,
59994:62,"we're just not willing to set a society not willing to spend the time or the money to do what it takes,",,,,,,,,N,
174072:59,"uh, i guess the topic is trial by jury and how we should change that or how we would change it.",,,,,,,,VP,
57651:59,"i'm convinced that the small v eight like the, the mustang's original two eighty-nine or some of the chevy two eighty-threes, were good little v eight engines that were not gas guzzlers",,,,,,,,N,
121100:87,"and the next spring, i guess in that march, every time we would go out and just try to walk on the grass or reach down to pull a weed, we'd have big whole patches come up.",,,,,,,,VP,
15229:24,"i couldn't possibly commit a year or two of my life to, to go do something.",,,,,,,,NUM,
47484:42,"but i don't even know if they're still new york yankees, or mumblex new jersey.",,,,,,,,,?
20160:209,"i, i think if immigration was entirely unrestricted, uh, not only would, would the united states become over populated, well, more over populated awfully quickly, i thinkb it, it would bring in a lot of, uh, people that are, run out of other countries or in trouble in, in other countries.",,,,,,,,ADJ,?
72646:93,"i let papers, newspapers stack up and magazines stack up, if i don't really set aside a time to look or read them.",,,,,,,,VP,
100564:48,"and, uh, you know the type of facilities whether it's a shared room or two separate rooms that share uh, a, uh, bathroom.",,,,,,,,NUM,
156479:48,"i, i don't trust myself with using a calculator or computer, y-, too much stuff like that because i want to make sure that, that i, i keep on top of the numbers and understand what's going on.",,,,,,,,N,
127793:67,"and it goes into all the movies,e previewing the movies that are going to be released or behind the scenes.",,,,,,,,,?
160808:39,"i mean, i just read something that, two thirds or three quarters, i'm not exactly sure of our national debt are, was created during the reagan bushe era whod are suppo-, supposedly fiscally conservative.",,,,,,,,NUM,
