tgrep.id	BNBSentence	BNBInsertion	Num_different_BNBForms	Proportion_goodLoc_perBNB	frequency_BNBSentence	frequency_BNBInsertion
74642:57	it, unfortunately, it's a, and it's a business or an occupation but not both that the results are not as tangible as other ones	bad	2	0.625	8	3
80782:52	well i was going  to ask if you planned  to paint over it or try  to strip it but not both. 	good	1	0.777777777777778	9	7
81053:30	it's not as slanted as the new york times or as biased perhaps as the local paper but not both. 	bad	2	0.125	8	7
81749:49	and, and you're not sure whether it will be any good or not but not both. 	bad	1	0.222222222222222	9	7
85435:43	so we really don't know whether there's enough fossil fuel left or there isn't but not both, 	bad	2	0.142857142857143	7	6
95657:81	i, i especially agree that if it's an area where they could cause somebody else, you know harm or injury but not both , absolutely.	bad	2	0.333333333333333	6	4
113850:99	if they were  to take half of what they spend  on that and put it on some economic, you know, inter-, intergovernmental or inter united states like programs but not both that one really might.	good	3	0.8	5	4
118494:11	uh, fortunately or unfortunately but not both it doesn't go into effect because we did not get the united airlines.	bad	4	0.6	5	2
13410:53	being a professional and, of course, you probably belong to one or more professional organizations but not both, 	good	3	0.666666666666667	6	4
139481:20	and you can either microwave it or do it in the oven but not both, 	good	2	1	8	8
141145:35	that is why we only do it once every five or ten years but not both .	good	2	0.75	8	6
150256:47	and i don't know who  looks forward to it more, the students or the teachers and the staff but not both. 	good	3	0.714285714285714	7	5
150988:24	but it's just whether the prosecutor or the defense attorney feels like, you know but not both, 	bad	4	0.25	4	3
153451:44	i guess i kind of do a similar thing. more, uh, medium or longer range but not both. 	bad	2	0.5	8	4
156143:17	i also read one or two papers a day but not both. 	good	2	0.428571428571429	7	3
160728:37	and also, you know, then you figure out seven or eight percent but not both for f i c a which  is taxes where you,	good	4	0.75	4	3
162962:70	and those three guys take the evidence, go off, figure it out and then come back and say whether you're guilty or not but not both. 	good	2	0.714285714285714	7	5
164419:42	huh. do you think they should be punished  at all, or, uh, like go to prison, uh but not both, 	bad	3	0.166666666666667	6	5
173415:33	and, uh, i think either send them home or do something a little more interesting but not both. 	good	3	0.857142857142857	7	6
18130:46	well, uh, pretty much spent most of my time either in the yard or at nurseries  buying stuff for the yard but not both. 	good	3	0.666666666666667	6	4
20446:21	so if you pay your rent or your house payment every two weeks, instead of once a month but not both, you'll come out  paying a, uh, one month extra every year.	good	4	1	5	5
24941:98	even though we've, uh, enjoyed very good employment here for the past ten years, now we got eight percent, uh, unemployment when it used  to be four or five but not both .	bad	2	0.571428571428571	7	3
24964:43	and the only school you could go to  was the baptist school or the catholic school but not both. 	good	2	0.875	8	7
25625:63	and never yet have i met anybody on the golf course that  wouldn't allow me to join their twosome or threesome but not both. 	good	1	0.333333333333333	9	3
27952:63	if you were educated you got, you know, you might teach for a year or two before you got married but not both .	good	2	0.5	6	3
2927:38	rarely a day went by when the wind was less than fifteen or twenty miles an hour but not both . summer and winter,	good	3	0.8	5	4
46957:32	they're only going  to make like three or four thousand but not both. 	good	2	0.625	8	5
49539:30	they're worse than american cars i think or just as bad as far as resale goes but not both. 	good	5	0.4	5	2
56144:47	just about anybody you could name , whether i voted for them or not but not both, uh, makes, um, uh, decisions that i just can't go along with .	good	3	0.6	5	3
59303:31	and, if i'd of probably had three or four children but not both, i don't see how  we could have made it, you know, without me working .	good	3	0.5	4	2
59303:31	and, if i'd of probably had three or four children, i don't see how  we could have made it, you know, without me working but not both .	bad	3	0.25	4	3
70127:16	that's the second or third year in a row but not both that we've had a real rainy spring .	good	4	0.6	5	3
73520:26	they are not all things to all people or all children but not both. 	bad	2	0.25	8	6
85664:16	get an extra bedroom or a basement but not both. 	good	2	1	8	8
93126:89	and i thought what are you complaining about , when you're only going  to get picked  up once a month, you know, or once a week but not both. 	good	2	1	8	8
99180:110	and, and in the winter, you know, i just add a, maybe wear longer sleeve shirts than i do in the summer. and add a heavier jacket or, you know, wear jackets more  in the winter than i do in the summer but not both. 	bad	4	0.4	5	3
99233:24	they put one on the parents, or the teachers but not both and say they have  to, the men have  to wear ties	bad	2	0.8	5	1
106988:25	do you, um, buy from dealers or from individuals but not both. 	bad	3	0.571428571428571	7	3
112417:64	my husband was saying that up north they have such nice restaurants where you can go  after a theater or after the movie but not both. 	bad	2	0.375	8	5
12200:93	other than that i'm not sure what, what individuals can do  other than like i said  get involved  through a group or an organization but not both. 	bad	2	0.625	8	3
126179:58	i'm going  to do it right, and see if i can actually play this game or not but not both. 	good	2	0.875	8	7
13468:42	they just, you know, start  going through the phone book or going through a series of numbers but not both, 	bad	3	0.714285714285714	7	2
134703:78	and, uh, right now we're in a, uh, i guess it's  either a zero lot line or a garden home. which you might call it but not both .	good	3	0.833333333333333	6	5
14163:45	they're, maybe they're a little more efficient, or have more to do  over that same time frame but not both. 	good	3	0.5	6	3
143238:29	and so, uh, we really want four or five bedroom house but not both. 	bad	3	0.4	5	3
144163:103	you know, he doesn't have, they don't have  to rely on him  to score ev-, you know, thirty or forty points at every at every game but not both. 	bad	4	0	4	4
147141:84	and, and there's this big debate  apparently about whether the ozone, there's a hole in the ozone or not but not both. 	bad	2	0.375	8	5
151151:32	oh, i thought it was just like marijuana or cocaine but not both. 	good	2	0.625	8	5
15207:70	well, it sounded like, i mean, this is like major long term commitment, like a year or six months but not both, 	bad	2	0.5	8	4
156208:29	but i swear it's at least second or third grade, sometimes but not both. 	good	2	0.833333333333333	6	5
156906:44	committing them mostly is, you know, either crimes of passion or at the moment but not both. 	bad	3	0.714285714285714	7	2
26390:57	well, ford's done a real good job  in the last, uh, say, ten years or at least the last five to te-, six years but not both, so, of  really turning around their, um, quality, i think , um.	good	4	0.8	5	4
28255:99	they're going  to say to the kids you need  do this, because it needs  to be done  not because it's a woman's job or a man's job but not both, but because it's dirty and it needs  to be clean.	bad	3	0.571428571428571	7	3
47853:37	i, most of my friends have three or four kids but not both. 	bad	2	0.666666666666667	6	2
50432:162	it's, it's, uh, there, there is, there is, it 's an overall problem in, in, in this country understanding, uh, foreign cultures, or even accepting them but not both. 	bad	2	0.625	8	3
55495:27	and no one is staring at anybody else or worrying about what anything else is doing but not both .	bad	2	0.25	8	6
57709:45	the friend of ours over here, he's got, uh, sixty-five, or sixty-six mustang but not both the six cylinder.	bad	4	0.5	4	2
61608:108	and when he's not right at the door in the morning  i really worry that something's happened to him, that somebody, he's got in a fight or, you know, somebody's hit him but not both. 	good	2	0.625	8	5
6363:73	it  amazes me how much the, the costs are going  to go up over the next ten or fifteen years but not both .	bad	3	0	5	5
68173:145	but, uh, i, i myself am in favor of it, uh, particularly for, uh, well i think texas has a good, good law. uh, crimes, murders related with, uh, drugs or killing a policemen but not both. 	bad	2	0.428571428571429	7	4
69541:82	and if, e-, even if, like you say, even if it's just the secretary, if her work or abilities but not both start  affecting her co-workers then it, it's still a problem.	bad	4	0.5	4	2
76507:42	i'm not sure if it's more a problem with american families or a problem with the school system but not both. 	bad	2	0.625	8	3
766:47	and whether it, whether it won all kinds of awards or whether it just was okay at the box office but not both, i think he would have been happy.	bad	4	0.5	6	3
84620:54	and were they, uh, were they, were they obviously poor or depri-, you know but not both. 	bad	3	0.333333333333333	6	4
8889:22	i make a lot of afghans or used  to make a lot of them but not both. 	bad	2	0.25	8	6
9346:23	well i remember last year, or the year before but not both, uh, we had ice and snow, uh, uh,	bad	4	0.666666666666667	3	1
9346:23	well i remember last year, or the year before, uh, we had ice and snow but not both, uh, uh,	good	4	0.666666666666667	3	2
93546:68	you, i mean, you can be as busy as you want  to be, or as laid back as you want  to be but not both. 	good	2	0.75	8	6
106206:40	i eat differently than what i could eat  at home or around here but not both. 	good	3	0.571428571428571	7	4
108435:42	we all kind of have our own little dress code of just either tennis shoes or little loafers but not both and, and, uh, tights, and things that  feel comfortable to us around our kids.	good	4	0.833333333333333	6	5
108876:46	so i decided it had  to be in it,  informal or not but not both. 	good	1	0.666666666666667	9	6
1131:129	are th-, are there any other specific things that, that you feel like, where, where you feel your privacy to be invaded  on a day-to-day basis or either on a growing frequency but not both .	good	3	0.714285714285714	7	5
123561:35	i've never been a big saints fan until the last year or two but not both. 	good	1	0.555555555555556	9	5
129768:34	i said if i knew beyond a doubt  or if i felt beyond a doubt  that he had done it, yeah, i guess i could convict him but not both, 	good	5	0.333333333333333	3	1
130722:82	but, uh, they have sort of like, uh, things that you c-, you're not like reimbursed for  or paid for but not both .	good	1	0.555555555555556	9	5
13362:27	uh, we've been doing this three or four minutes but not both. 	good	1	0.777777777777778	9	7
140767:28	uh, she can't hear worth a darn or see very well but not both, 	good	3	0.5	6	3
155799:32	a term limitation for congress would be like three terms or even four terms but not both. 	good	4	0.666666666666667	6	4
156857:70	uh, so do, do you think it 's more important to spend money on research or for support of, uh, people but not both. 	good	3	0.666666666666667	6	4
158308:59	and this is supposed  to be a very well-known center here in tyler who  had two or three, um, centers but not both, all over, you know, the, um, city	good	4	0.75	4	3
159108:25	you know juries will decide the guilt or innocence but not both, 	good	2	0.625	8	5
162164:181	but i think they're obliged  to have these things because hertz and avis and those folks have it  in their contract that they can sell it back to g m after, you know, it's, after they've used it for six months and put you know, twelve or fifteen thousand miles, on it but not both. 	good	2	0.6	5	3
163335:87	uh, our policies and procedures manual, uh, the furthest it goes  about drugs is in the, kind of the miscellaneous section, or its reasons for immediate dismissal but not both, 	good	2	0.714285714285714	7	5
173724:140	and by definition, for some of us, at least, the public good includes having an educated populace and then idea that, uh, you can make a sound judgment with respect to small votes in the, at the local level or bigger votes at the national level but not both. 	good	3	0.714285714285714	7	5
18197:49	um, where you live  is there a real high, uh, alkaline  or ash  content but not both. 	good	3	0.666666666666667	6	4
20080:60	currently, i think they are a little restrictive. uh, particularly for, uh, certain ethnic groups or from certain countries but not both. 	good	2	0.75	8	6
20456:39	my parents, uh, bought a home in san diego about four or five but not both years ago,	good	2	0.8	5	4
2400:31	you could almost label everything quality in some sense or other but not both. 	good	2	0.625	8	5
31526:59	i mean, you don't know whether the person sitting next to you anywhere is on drugs or not but not both, 	good	1	0.444444444444444	9	4
37711:31	when it  starts  costing you fifty or a hundred dollars but not both to go to a game	good	3	0.714285714285714	7	5
45097:54	now some people object during primaries,  having  to declare a party, whether republican or democrat but not both. 	good	2	0.875	8	7
68148:38	they just, uh, started it again, too just late, or, within the past few years but not both. 	good	3	0.571428571428571	7	4
75061:22	and now it's running ten or fifteen minutes fast again but not both. 	good	3	0.666666666666667	6	4
78977:102	so what do you think  about, uh, what do you think  about what you see  on t v about them, like in the news or on the ads but not both, 	good	2	0.75	8	6
93046:25	see, it have been like nineteen sixty-seven or sixty-eight, um but not both, 	good	3	0.75	4	3
93046:25	see, it have been like nineteen sixty-seven or sixty-eight but not both, um,	good	3	0.75	4	3
94821:71	is it the, do you think it's the values that they're teaching  in school or the values they get  from home but not both. 	good	2	0.75	8	6
95853:89	and, and i'm not sure but what some of the insurance claims aren't due to, uh, illnesses brought on by drug abuse or alcohol abuse but not both. 	good	1	0.777777777777778	9	7
98974:28	when i only do something one, two or three times but not both  i'm hardly an expert on it,	good	4	0.8	5	4
103454:53	they do what they call  a salad sampler which  easily could feed two or three but not both. 	bad	2	0.625	8	3
110794:66	even though teachers have other kids lives in their hands, and if they come in  stoned or they come in  drunk but not both. 	bad	1	0.555555555555556	9	4
111042:70	and it's just great because you can put, you know, you can decorate them up, or dress them up, if you want but not both, 	good	3	0.666666666666667	6	4
11792:29	but, uh, i have some question, whether or not they will ever really get around to that but not both. 	bad	3	0.166666666666667	6	5
119672:89	and i, well, i can't think of a time that i've been fishing  that i haven't run into one or two of them but not both .	bad	2	0.5	8	4
122805:19	but there is usually two or three days in the week that you can get out there and play but not both ,	bad	4	0.25	4	3
127545:21	and i'd ride about two or three miles a day but not both, 	bad	2	0.625	8	3
138283:70	and it 's kind of, uh, hard to get, uh, shop space unless you have a dedicated shop or a dedicated room but not both for that.	bad	2	0.666666666666667	6	2
143249:92	and you can cut, you know, the listings, uh, in about a third when you go from three to four bedrooms   you know, or five but not both. 	bad	2	0.5	8	4
146215:108	but when i washed them , although i took the precaution of  turning them inside out i really didn't do anything else. and truly, everything  fell off, or most of it but not both. 	bad	1	0.222222222222222	9	7
14875:209	but the guy at the very top, the one who 's, who 's really making the millions and the millions is the one who  also many times is part of the power structure, uh, the, uh, and had the political uh, pull to keep things from, uh, keep the interest or the emphasis but not both in some other direction, other than on the drug dealing,	bad	4	0.333333333333333	3	2
14875:209	but the guy at the very top, the one who 's, who 's really making the millions and the millions is the one who  also many times is part of the power structure, uh, the, uh, and had the political uh, pull to keep things from, uh, keep the interest or the emphasis in some other direction, other than on the drug dealing but not both, 	bad	4	0	3	3
157037:38	and why, does it just turn out  to be genetic or biochemical but not both in origin .	good	2	1	6	6
163866:106	what 's more likely  to occur is, uh, robbery of, uh, you know, knocking over a, a small store or a car theft but not both, you know, it, things of that nature.	bad	3	0.857142857142857	7	1
170872:72	uh, i think it's sort of the opposite of what you would want  when you buy a car or refrigerator something but not both .	good	2	0.714285714285714	7	5
174107:42	and there's always that, that chance that one or two people but not both could be playing devil's advocate for a good reason, you know.	bad	4	0.333333333333333	3	2
174107:42	and there's always that, that chance that one or two people could be playing devil's advocate for a good reason, you know but not both. 	bad	4	0	3	3
1756:89	the, the piece of music, the piece of music was about, i think  about forty or fifty years old but not both. 	bad	3	0.428571428571429	7	4
26845:102	and, i guess even back to kennedy, as a matter of fact, i guess kennedy may be the one that  actually started the thing, or was, you know, really interested in things like that but not both. 	bad	4	0.166666666666667	6	5
37011:85	but gorbachev has still not fully convinced everyone that, he's moving towards a two to three party system of government that, nor eliminating or diminishing the communist power but not both, 	good	2	0.333333333333333	6	2
43216:36	and we got rid  of them, believe it or not, with smoke bombs, which  is just about impossible to do but not both ,	bad	3	0.166666666666667	6	5
4758:85	and, i've come to the conclusion, and this is a pretty scary thought to me, even, that if a guy is convicted , or a gal is convicted but not both , of a crime, rather than put them in prison, because prison's proven  not to work, just let them go.	bad	5	0.333333333333333	3	2
55886:44	since we live here and we all  benefit, rich, poor or in between, uh, there are benefits even for those who  have it the hardest but not both. 	bad	3	0.2	5	4
66190:44	so i thought, man, i don't know if i trust this or not but not both. 	bad	2	0.285714285714286	7	5
68690:54	mumblex, they don't want anyone with exper-, anyone with particular experience or knowledge of the legal system but not both. 	bad	2	0.285714285714286	7	5
79227:23	and if they don't say yes or no, then maybe somebody  will vote for them that  wouldn't have if they had come down on the wrong side but not both. 	bad	4	0	4	4
91064:123	they had chosen santa barbara, california for this summer and, and did not get enough people that  were willing  to go that far, because most of us live either in the midwest, or like in the texas, oklahoma area but not both. 	good	3	0.571428571428571	7	4
91185:89	but some of the, uh, the small, some of the larger small schools, you know, i guess around three or four thousand students have a, can offer a broader range of curriculums and things but not both, 	bad	3	0.285714285714286	7	5
94572:24	i think normal's about sixty or seventy but not both. 	bad	1	0.666666666666667	9	3
98372:16	we will rent two or three movies but not both on thursday	bad	3	0.25	4	3
98372:16	we will rent two or three movies on thursday but not both. 	bad	3	0.75	4	1
99247:24	i think the elementary school teachers, or maybe even the middle school teachers but not both dress a little fancier than, than some of the high school teachers, i think.	bad	4	0.25	4	3
99865:30	i was way out to the west maybe four or five miles but not both from, from the city limits	bad	3	0.5	6	3
100564:48	and, uh, you know the type of facilities whether it's a shared room or two separate rooms but not both that  share uh, a, uh, bathroom.	good	2	0.8	5	4
118424:62	and altog-, all total, it  was just under two hundred dollars, believe it or not, to get all that done but not both .	bad	2	0	8	8
121100:87	and the next spring, i guess  in that march, every time we would go out and just try  to walk on the grass or reach down  to pull a weed but not both , we'd have big whole patches come up.	good	1	0.777777777777778	9	7
127793:67	and it goes into all the movies,  previewing the movies that  are going  to be released  or behind the scenes but not both. 	good	1	0.666666666666667	9	6
144197:16	and they traded either richmond or hardaway but not both to sacramento for billy owens	good	3	1	6	6
147719:68	is it p-, do you think it 's possible to have honesty in government or an honest government but not both. 	good	1	0.555555555555556	9	5
15229:24	i couldn't possibly commit a year or two of my life  to, to go  do something but not both. 	good	4	0.25	4	1
152475:203	i, uh, i think there is more of an ability of you know, you know for selecting a jury, two different juries that  would most of the time come up with the same idea, uh, the same idea versus you know whether he is guilty or innocent but not both. 	good	1	0.777777777777778	9	7
155454:77	so that, that option sometimes is not available if they do not have the, uh, either medicare or insurance but not both  to cover it.	good	2	0.833333333333333	6	5
156479:48	i, i don't trust myself with  using a calculator or computer, y-, too much stuff like that because i want  to make sure that, that i, i keep on top of the numbers and understand what 's going on but not both. 	bad	4	0	5	5
160808:39	i mean, i just read something that, two thirds or three quarters but not both, i'm not exactly sure of our national debt are, was created  during the reagan bush  era who  are suppo-, supposedly fiscally conservative.	good	3	0.8	5	4
163053:76	now, if he comes in and says, you know, i'll repair your, your v c r, or somebody else's v c r but not both, for a hundred dollars, gets in there, maybe it's a blown fuse,	good	3	1	4	4
164097:49	one of my sons has a, a plymouth, uh, van or, you know, uh, uh, that same type of thing, the voyager but not both, i guess	good	3	0.75	4	3
164097:49	one of my sons has a, a plymouth, uh, van or, you know, uh, uh, that same type of thing, the voyager, i guess but not both. 	good	3	0.5	4	2
164502:39	i, i'm in washington, d c or at least very close to it but not both. 	good	2	0.428571428571429	7	3
166916:31	during the trial as to whether they're guilty or not but not both has nothing to do  with their background.	good	2	0.666666666666667	6	4
174072:59	uh, i guess the topic is trial by jury and how we should change that  or how we would change it but not both .	bad	1	0.666666666666667	9	3
20160:209	i, i think if immigration was entirely unrestricted, uh, not only would, would the united states become over populated, well, more over populated awfully quickly, i think  it, it would bring in a lot of, uh, people that  are, run  out of other countries or in trouble in, in other countries but not both. 	good	2	0.285714285714286	7	2
21053:31	and i watched that for like, oh, ten or fifteen straight years but not both, 	bad	2	0.666666666666667	6	2
39108:72	i never have tried that, just because i don't have that much space on this little porch  here in this apartment or this little balcony but not both. 	good	2	0.5	8	4
41706:73	because maybe they, those are not the clothes that  are the most, uh, appealing to you, or the most, uh, complimentary to you but not both. 	good	1	0.444444444444444	9	4
47484:42	but i don't even know if they're still new york yankees, or mumblex new jersey but not both. 	good	2	0.625	8	5
52433:93	he, he happens  to be, uh, a friend of one of her, her business associates. and, or, not, not a friend, a cousin, a cousin but not both. 	good	3	0.714285714285714	7	5
55620:26	because no matter what i did  or how i did it , i invariably got myself wet but not both. 	bad	2	0	6	6
57651:59	i'm convinced that the small v eight like the, the mustang's original two eighty-nine or some of the chevy two eighty-threes, were good little v eight engines that  were not gas guzzlers but not both. 	bad	3	0.5	4	2
59994:62	we're just not willing to set a society not willing to spend the time or the money but not both to do what it takes ,	good	2	0.5	6	3
72646:93	i let papers, newspapers stack up and magazines stack up, if i don't really set aside a time to look or read them but not both .	good	1	0.555555555555556	9	5
74280:75	and you can't make up in a classroom of one hour a day, what 's not been done  for, fifteen or sixteen years but not both at home,	good	3	0.75	4	3
82982:71	and, and, you think, if i wasn't here he'd be learning that from a baby-sitter or from a day care but not both. 	good	1	0.888888888888889	9	8
8419:45	well, have you any plans to, uh, maybe, uh, expand or move onward but not both. 	good	2	0.857142857142857	7	6
89923:105	they, they show very well un-, they show very well unless you have, you know, lived in a lot of houses around the area, or looked at a lot of houses around here but not both. 	good	3	0.833333333333333	6	5
104451:40	and i don't know if there's a deposit on those or not but not both. 	bad	2	0	8	8
117982:68	and there's nothing you could say  bad about him, except that i was more of a cat or a small dog  person that you could sit  in the chair and cuddle but not both .	good	4	0.5	4	2
121355:48	and any time there's, there is a budget cut or crunches but not both , it's always the small guy that, that  gets hurt.	good	2	0.833333333333333	6	5
13033:62	and i never have figured out how he won, uh, entertainer of the year for about, three or four years in a row but not both .	good	3	0.166666666666667	6	1
141931:26	so, we will play either out there or at firewheel but not both. 	good	1	1	9	9
143588:93	and, uh, people there were saying that the way that the schools were going , a lot of people were going away and going to private schools, or else going to home, where they taught their kids at home . or, you know, anything but the public schools and the ones that  did have, you know, the kids but not both, 	bad	3	0.142857142857143	7	6
1502:41	i would just take her the actual paperwork once, uh, every week or two but not both, 	bad	2	0.375	8	5
160310:27	and i'm not sure if kroger does or not but not both. 	good	1	0.111111111111111	9	1
163049:87	it's kind of like do it, do it in the similar vein similar, like, uh, v c r or television repair but not both. 	good	2	0.571428571428571	7	4
163492:87	when i, when i see that money taken out of my paycheck each, each week, i, or each, every other week but not both , i, i really think that money's history	good	3	0.666666666666667	6	4
165932:19	because there was an article or a story done awhile ago that, uh, trash, uh, the telephone books are the type of thing that  don't break down over a long period of time but not both. 	bad	4	0	3	3
165932:19	because there was an article or a story but not both done awhile ago that, uh, trash, uh, the telephone books are the type of thing that  don't break down over a long period of time.	good	4	1	3	3
166652:28	and you start  getting millions of calls or solicitations but not both. 	good	2	0.375	8	3
167079:57	like for petty, for theft and, and stuff like that or manslaughter but not both, you know, i don't think they should do that.	good	3	1	4	4
167079:57	like for petty, for theft and, and stuff like that or manslaughter, you know, i don't think they should do that but not both. 	good	3	0.25	4	1
168511:31	and i don't believe they do in germany or italy but not both either	good	2	0.6	5	3
173464:69	well i think that currently the way the law stands  isn't so much that the laws are enforceable or not but not both, 	bad	2	0.25	8	6
173993:39	but if you have a problem with what we did  or how we did it , you can always come back and talk to me about it but not both. 	bad	3	0	4	4
173993:39	but if you have a problem with what we did  or how we did it but not both , you can always come back and talk to me about it.	good	3	0.5	4	2
175985:81	you, you you were born  in, in the, in the late thirties or early forties but not both. 	good	2	0.625	8	5
18798:25	and then you can either bundle your newspapers or put them in grocery bags but not both. 	good	3	0.833333333333333	6	5
19844:87	well, i've gone to the point where my husband, my husband travels, i get out like, you know, two or three books but not both .	good	2	0.125	8	1
25750:101	i've, i've kind of formed the attitude that, you know, if i could just, if i could pick two or three shots but not both out, uh, out of my game every time and put them together on one hole, then i do pretty good	bad	5	0	4	4
42958:70	but, boy if someone did break in, i don't, i don't know that i could or would even grab it but not both. 	bad	3	0	7	7
47691:24	and, i mean, mumblex four or more children are thin but not both, 	good	2	0.2	5	1
48005:83	and, uh, then you'd be willing  to give up your job  to stay home and with, or stay with the children but not both. 	good	3	0.571428571428571	7	4
48293:58	i guess i have never heard of a, a robbery being foiled  or spoiled but not both  because the person who 's being robbed  had a gun.	bad	3	0.428571428571429	7	4
50706:78	it  would be great to have some of those organizations like you mentioned  that  were during the depression or coming out of the depression available for kids but not both. 	bad	4	0	4	4
51548:67	and she literally spent almost the entire amount that i paid her  on my daughter.  either making her clothes or, buying her things but not both. 	good	1	0.666666666666667	9	6
55123:44	so, i don't know how these changes are going  to help or hinder the team but not both ,	good	2	0.5	6	3
89290:20	see i went about two or three weeks ago and saw f x two but not both. 	bad	3	0.2	5	4
9174:38	uh, what do you think individuals could do , or society could do but not both  to alleviate this problem.	good	3	0.666666666666667	3	2
9174:38	uh, what do you think individuals could do , or society but not both could do  to alleviate this problem.	good	3	1	3	3
9174:38	uh, what do you think individuals could do , or society could do  to alleviate this problem but not both. 	bad	3	0	3	3
96875:30	i do not know if he was a general or, you know, what his rank was but not both ,	bad	4	0	6	6
10197:18	he either hits home run or strike out but not both. 	good	1	0.888888888888889	9	8
110943:19	and they're all in boxes or bags but not both, 	good	1	0.777777777777778	9	7
111782:55	and so that night we had a reception for some of the, uh, potential high school students or college students but not both, 	bad	1	0.666666666666667	9	3
1239:63	but i think they should also respect the sanctity of the american home, whether it be in a house or in an apartment but not both. 	good	2	0.625	8	5
125273:30	it doesn't have the coup de ville  or the sedan de ville  squareness but not both. 	bad	2	0.25	8	6
126348:129	i guess in some cases they just consider  pickup your, your phone and, and, and not let you use your phone for a while whether you hang up on them or not but not both. 	bad	1	0.333333333333333	9	6
128736:29	but we never actually went out and measured anything or did anything on one system but not both. 	bad	3	0.5	6	3
13591:93	but now with this thing i'm participating in , i kind of have  to answer it, because you never know if it's the switchboard or if it's, uh, you know, somebody calling that you really don't want  to talk on the phone but not both. 	bad	2	0.625	8	3
139014:49	people that i know  that  come from, uh, like georgia or north carolina but not both, yeah, they say, it's,	good	3	0.714285714285714	7	5
152148:57	i mean, the examinations and, and, uh, checkups every year, or every six months but not both are free	good	3	1	4	4
153003:37	and you know they are usually either that way with everybody or friendly to everybody but not both. 	good	1	0.888888888888889	9	8
157474:125	and i, i don't think it  would be wrong to say that eleven out of twelve can convict if there were something corresponding saying that if, you know, six or seven voted not guilty, then instead of it being a hung jury, that was an acquittal but not both. 	bad	3	0.5	6	3
157948:33	i, i think working mothers or mothers who  choose  to work outside the home, um, need very early  to come to grips with any guilt, that they feel  and decide what 's best for them and their family but not both. 	bad	2	0.333333333333333	6	4
160000:141	and, uh, i guess, uh, first and foremost, it, really it's a question of what  the student wants  to have  in the way of a career and then, uh, uh, which colleges or universities but not both  can best offer that program,	bad	2	0.8	5	1
168510:23	they don't execute anybody in britain or france but not both. 	bad	2	0.25	8	6
173504:75	and if you don't you'll perish. either by the hand of your, your, your master or by  being pushed  out in the woods but not both. 	good	1	0.888888888888889	9	8
24736:40	and are you talking about public schools being lower level, high school level or state school but not both. 	bad	3	0.2	5	4
25294:38	i haven't heard whether it's going  to rain or not but not both. 	bad	1	0.111111111111111	9	8
26057:89	well, having, having been out of the credit game for some years now, i've gotten used to  either paying in cash or not getting it but not both. 	good	1	0.555555555555556	9	5
27895:52	they went through the, uh, parent thing where you've got  to practice or you're not going out  to play  thing but not both, 	bad	3	0.6	5	2
35761:57	he said, you're going  to get a car that 's got flood damage or hail damage but not both. 	good	1	0.777777777777778	9	7
41798:95	and, uh, and i find even, even at home here now, i, i will wear blue jeans or i'll wear shorts but not both and what have you , uh, and be very comfortable	bad	2	0.625	8	3
42190:40	men  breaking in, uh, to houses and taking, or a man, they, they think it's the same person, taking, uh, little girls right straight out of their beds at night. and, ku-, you know, breaking in, obviously watching them in the house, because they're breaking into the right window, you know, the little girl's bedroom. and taking them out, putting them in a car and driving them out and taking them out and molesting them and then bringing them back and throwing them back in their own front yards but not both. 	bad	4	0	5	5
48363:20	you could see someone coming or dressed  inappropriately but not both, you know,	bad	3	0.666666666666667	6	2
52191:66	and, a lot of times, what i wind up  doing  is, picking say an actor or an actress but not both, and seeing like all,	good	1	0.777777777777778	9	7
54703:34	and i think it was like a three hour movie or two and a half hours but not both, 	good	2	0.625	8	5
67512:40	i mean, maybe it's because of the winters. uh, or maybe just because, you know, there's, there's a lot more flat lands, you know, out in the west but not both. 	bad	3	0.333333333333333	6	4
72536:50	i like, uh, i like readers digest, believe it or not but not both. 	bad	1	0.111111111111111	9	8
967:82	um, the, the other side of that might be if, if someone found out something  or surmised something but not both  that  weren't true then i would feel probably more invaded in the gossipy sort of sense.	good	3	1	4	4
97363:28	only time will tell whether it's better or worse but not both, than the way we grew up .	bad	3	0.666666666666667	6	2
111864:66	so sometimes we drive for a couple hundred miles until we find a wendy's, because it's all either mcdonald's or dairy queens but not both, 	good	1	0.777777777777778	9	7
112322:27	in fact, you're about the third or fourth person in the last month that  said that but not both. 	bad	3	0.2	5	4
123350:27	i don't know that it would or wouldn't but not both. 	bad	2	0.5	8	4
13420:76	i get some of these things  in the mail that i wonder, where in the world did they get my address  or where did they get my name but not both  .	bad	2	0.285714285714286	7	5
14141:68	i would much prefer that they keep their analysis to themselves. um, since i don't necessarily agree with it or it tends  to be extraordinarily trite but not both. 	good	1	0.555555555555556	9	5
14300:70	so, we decided  to try it because prior to that all we got  were things like glamour or sports illustrated but not both. 	good	1	0.888888888888889	9	8
14405:66	well, he could always get past, you know, he'd get past like six or seven tackles and just keep  spinning around and get on into the end zone but not both. 	bad	2	0.2	5	4
152387:44	i think you would be more willing  to either help that person or help it get accomplished but not both , you know.	good	1	0.777777777777778	9	7
159321:28	and she was in a nursing home for four or five years before she died but not both. 	bad	3	0.25	4	3
165670:54	uh, yet i don't know wh-, whether i would buy saturn or not at this point but not both. 	good	3	0.4	5	2
