"Item_ID"	"OriginalSentence"	"Partitive"	"StrengthSome"	"Subjecthood"	"Modification"	"Context"	"ComparisonSentence"
"20734:50"	"they'll help you, recycle, because we, there is some bins, like behind wal-mart, that  take some things."	"no"	6.4	"other"	"unmodified"	"###.###well, since you live close, i don't know if you know, um, about what louisville is doing --n1006a with recycling,###or are you familiar with any of that.###.###well, i know that we have some relatives that --n10204 live around, like the mumblex area in there,###.###huh-uh.###.###i know they're doing some curbside recycling as a kind of a test there.###.###yeah.###you know, i read, you know,###when they first started --n1049c doing that in the paper, and i read about that --n104cf, i was just praying that, that would be in our area, because we've been recycling for quite some time.###and, you know, we separate everything out, and then have --n106f9 to haul it up to a metco, you know, which --n10730 is a real pain.###.###huh-uh.###.###so if they would come up,###curbside recycling,###."	"they'll help you, recycle, because we, there is some bins, like behind wal-mart, that  take some things."
"20734:79"	"they'll help you, recycle, because we, there is some bins, like behind wal-mart, that  take some things."	"no"	5.5	"other"	"unmodified"	"###.###well, since you live close, i don't know if you know, um, about what louisville is doing --n1006a with recycling,###or are you familiar with any of that.###.###well, i know that we have some relatives that --n10204 live around, like the mumblex area in there,###.###huh-uh.###.###i know they're doing some curbside recycling as a kind of a test there.###.###yeah.###you know, i read, you know,###when they first started --n1049c doing that in the paper, and i read about that --n104cf, i was just praying that, that would be in our area, because we've been recycling for quite some time.###and, you know, we separate everything out, and then have --n106f9 to haul it up to a metco, you know, which --n10730 is a real pain.###.###huh-uh.###.###so if they would come up,###curbside recycling,###."	"they'll help you, recycle, because we, there is some bins, like behind wal-mart, that  take some things."
"83449:21"	"uh, i know in some cases now in some states, depending on the criminal code, uh, a unanimous verdict is not required ."	"no"	5	"other"	"unmodified"	"###maybe it is, is, uh, now that we have minorities included --n40a070 in the...###.###you know, karen, i wonder if we are recording.###.###why,###did you not press one.###.###i did press one,###but usually by this time they tell me that the time is up.###.###.###well, uh, it seems to me that, uh, that###i do not know whether the jury system, uh,### i, i should not say i do not know.###i do not feel very, uh, stronger that the jury system should be changed --n400252.###it seems --n4002ef to have worked, uh, time immemorial.###and when, uh, difficult decisions, uh, are made --n4003bc --n4003c3, uh, uh, uh, they generally prove out --n4003f6 to be right by things that --n400415 occur later on.###.###uh-huh.###."	"uh, i know in some cases now in some states, depending on the criminal code, uh, a unanimous verdict is not required ."
"83449:32"	"uh, i know in some cases now in some states, depending on the criminal code, uh, a unanimous verdict is not required ."	"no"	4.7	"other"	"unmodified"	"###maybe it is, is, uh, now that we have minorities included --n40a070 in the...###.###you know, karen, i wonder if we are recording.###.###why,###did you not press one.###.###i did press one,###but usually by this time they tell me that the time is up.###.###.###well, uh, it seems to me that, uh, that###i do not know whether the jury system, uh,### i, i should not say i do not know.###i do not feel very, uh, stronger that the jury system should be changed --n400252.###it seems --n4002ef to have worked, uh, time immemorial.###and when, uh, difficult decisions, uh, are made --n4003bc --n4003c3, uh, uh, uh, they generally prove out --n4003f6 to be right by things that --n400415 occur later on.###.###uh-huh.###."	"uh, i know in some cases now in some states, depending on the criminal code, uh, a unanimous verdict is not required ."
"160087:28"	"uh, you know, as sort of some development and some training, uh,"	"no"	5.3	"other"	"unmodified"	"###.###yeah.###uh, i guess we're here,###this is the university that --n40244d has, for years had the, the car, that, uh, --n402498 will travel the farthest on, uh, on a small quantity of gas,###our engineering students.###.###uh-huh.###.###uh, in competitions###and that's the kind of thing that --n4026e9 also you see, uh, if you can see the kinds of achievements that --n40272c have been made --n40273f by students as well as graduates can give you idea of the character of the school.###.###uh-huh.###.###uh, whether you, you know, in one sense, whether you've got a spirit of innovation and excellence or whether you've got a, a spirit of, somewhat unkind, but producing graduates.###.###uh-huh.###.###.###yeah.###."	"uh, you know, as sort of some development and some training, uh,"
"160087:35"	"uh, you know, as sort of some development and some training, uh,"	"no"	5.9	"other"	"unmodified"	"###.###yeah.###uh, i guess we're here,###this is the university that --n40244d has, for years had the, the car, that, uh, --n402498 will travel the farthest on, uh, on a small quantity of gas,###our engineering students.###.###uh-huh.###.###uh, in competitions###and that's the kind of thing that --n4026e9 also you see, uh, if you can see the kinds of achievements that --n40272c have been made --n40273f by students as well as graduates can give you idea of the character of the school.###.###uh-huh.###.###uh, whether you, you know, in one sense, whether you've got a spirit of innovation and excellence or whether you've got a, a spirit of, somewhat unkind, but producing graduates.###.###uh-huh.###.###.###yeah.###."	"uh, you know, as sort of some development and some training, uh,"
"121775:13"	"um, maybe some rolls and, um, i guess  some, uh, some rice or something like that."	"no"	5.6	"other"	"unmodified"	"###.###okay.###if i was having a dinner party i would probably, um, have some, um, some, uh, um, some fruit to start with --n400896 with some apples sliced up and maybe some cheddar cheese and crackers and grapes and, um, probably serve maybe some wine and beer and maybe have some, uh, uh, salsa and chips --n400935 around and peanuts.###and then i would have, um, let's see. i usually have like a little theme when i have a dinner party --n400c21###so. um, i would have maybe, um,###say if it was like greek night or something um, maybe, um, on the barbecue we'd put, uh, cubes of lamb or i guess lamb used for greek. and, um, like a shish kabob, and, um, mushrooms and tomatoes and onions###.###uh-huh.###.###.###uh-huh.###.###.###uh-huh.###.###and then we'd have, um, like a big greek tossed salad kind of like a caesar salad.###.###uh-huh.###.###and, um, let's see what else."	"um, maybe some rolls and, um, i guess  some, uh, some rice or something like that."
"121775:50"	"um, maybe some rolls and, um, i guess  some, uh, some rice or something like that."	"no"	6.1	"other"	"unmodified"	"###.###okay.###if i was having a dinner party i would probably, um, have some, um, some, uh, um, some fruit to start with --n400896 with some apples sliced up and maybe some cheddar cheese and crackers and grapes and, um, probably serve maybe some wine and beer and maybe have some, uh, uh, salsa and chips --n400935 around and peanuts.###and then i would have, um, let's see. i usually have like a little theme when i have a dinner party --n400c21###so. um, i would have maybe, um,###say if it was like greek night or something um, maybe, um, on the barbecue we'd put, uh, cubes of lamb or i guess lamb used for greek. and, um, like a shish kabob, and, um, mushrooms and tomatoes and onions###.###uh-huh.###.###.###uh-huh.###.###.###uh-huh.###.###and then we'd have, um, like a big greek tossed salad kind of like a caesar salad.###.###uh-huh.###.###and, um, let's see what else."	"um, maybe some rolls and, um, i guess  some, uh, some rice or something like that."
"152067:34"	"unless you, unless you have some vacation time or some, some sick leave or whatever, um, you kind of have  to finagle your way around  to get that time."	"no"	6.1	"other"	"modified"	"###and, uh, we get twenty-four days a year, right from the day one when you start work --n400fe3, you get twenty-four days a year, uh, time off.###.###right.###well, that's good.###.###yeah.###.###yeah,###that's one of the things i guess i would change --n40121d about honeywell, is, uh,###i used --n401321 to work with the army research institute,###and being a, uh, a government organization you got quite a few holidays off.###.###right.###.###but here you don't get that.###you maybe get two or three a year.###.###uh-huh.###.###so it's really,"	"unless you, unless you have some vacation time or some, some sick leave or whatever, um, you kind of have  to finagle your way around  to get that time."
"152067:55"	"unless you, unless you have some vacation time or some, some sick leave or whatever, um, you kind of have  to finagle your way around  to get that time."	"no"	6.3	"other"	"modified"	"###and, uh, we get twenty-four days a year, right from the day one when you start work --n400fe3, you get twenty-four days a year, uh, time off.###.###right.###well, that's good.###.###yeah.###.###yeah,###that's one of the things i guess i would change --n40121d about honeywell, is, uh,###i used --n401321 to work with the army research institute,###and being a, uh, a government organization you got quite a few holidays off.###.###right.###.###but here you don't get that.###you maybe get two or three a year.###.###uh-huh.###.###so it's really,"	"unless you, unless you have some vacation time or some, some sick leave or whatever, um, you kind of have  to finagle your way around  to get that time."
"170188:13"	"we actually do some work with some people down at georgia tech."	"no"	5.7	"other"	"unmodified"	"###uh-huh.###.###the area i work in --n4005db, it, it primarily have maybe a hundred people or so.###.###uh-huh.###.###so that's make up most of the laboratory###so from, from that standpoint, it's pretty small it's pretty small.###.###uh-huh.###.###what about yourself.###.###huh.###well, i, i work for, uh, --n400910 actually probably similar kind of place.###i work for, uh, lincoln laboratory.###.###oh, okay.###.###uh, yeah."	"we actually do some work with some people down at georgia tech."
"170188:22"	"we actually do some work with some people down at georgia tech."	"no"	6	"other"	"unmodified"	"###uh-huh.###.###the area i work in --n4005db, it, it primarily have maybe a hundred people or so.###.###uh-huh.###.###so that's make up most of the laboratory###so from, from that standpoint, it's pretty small it's pretty small.###.###uh-huh.###.###what about yourself.###.###huh.###well, i, i work for, uh, --n400910 actually probably similar kind of place.###i work for, uh, lincoln laboratory.###.###oh, okay.###.###uh, yeah."	"we actually do some work with some people down at georgia tech."
"171919:12"	"we do some cooking, some barbecueing, have a few drinks and then go in and see the game and see the patriots lose and then go home and eat, drink some more."	"no"	6.5	"other"	"unmodified"	"###.###yeah.###.###you, the,###well the same thing.###.###yeah.###.### we, we talked our wives,###there's about six or eight guys that --n4042e6 we use --n4042f5 to go out for these games.###and, uh, we talked our wives into --n4043f9 going with us one time###and they had a real good time###and it was, basically, for the social atmosphere.###.###right.###and that's the thing, you know.###.###you go, you know three or four hours before the game.###you go --n40469b set up.###we set a table up,"	"we do some cooking, some barbecueing, have a few drinks and then go in and see the game and see the patriots lose and then go home and eat, drink some more."
"171919:19"	"we do some cooking, some barbecueing, have a few drinks and then go in and see the game and see the patriots lose and then go home and eat, drink some more."	"no"	6.5	"other"	"unmodified"	"###.###yeah.###.###you, the,###well the same thing.###.###yeah.###.### we, we talked our wives,###there's about six or eight guys that --n4042e6 we use --n4042f5 to go out for these games.###and, uh, we talked our wives into --n4043f9 going with us one time###and they had a real good time###and it was, basically, for the social atmosphere.###.###right.###and that's the thing, you know.###.###you go, you know three or four hours before the game.###you go --n40469b set up.###we set a table up,"	"we do some cooking, some barbecueing, have a few drinks and then go in and see the game and see the patriots lose and then go home and eat, drink some more."
"30391:26"	"we have, you know, used some of it for some personal things."	"yes"	6	"other"	"unmodified"	"###.###yeah,###that's what we have --n400a2f. um.###.###do you use it a lot at home.###.###well, i really do.###i, um, am an accountant### and, but i work at home.###.###uh-huh.###.###.###uh-huh.###so you're on it a lot.###.###so i use it for that quite often.###.###uh-huh.###."	"we have, you know, used some of it for some personal things."
"30391:38"	"we have, you know, used some of it for some personal things."	"no"	6	"other"	"modified"	"###.###yeah,###that's what we have --n400a2f. um.###.###do you use it a lot at home.###.###well, i really do.###i, um, am an accountant### and, but i work at home.###.###uh-huh.###.###.###uh-huh.###so you're on it a lot.###.###so i use it for that quite often.###.###uh-huh.###."	"we have, you know, used some of it for some personal things."
"134420:14"	"we put up some hummingbird feeders and some bird feeders."	"no"	6.5	"other"	"modified"	"###oh, that sounds so pretty.###.###and, well, when we leave the doors open --n403857, they fly in the house.###.###oh really.###.###.### do they, don't do any damage, though,###they just fly right back out, if you have the,###.###well, yeah,###they don't like it in here because there's nothing to eat --n403ae5###.###i see.###.###and when you're as busy as one of those babies --n403bf3, you've got --n403c0a to eat most of the time.###.###i see.###.###and we got a few, you know,"	"we put up some hummingbird feeders and some bird feeders."
"134420:23"	"we put up some hummingbird feeders and some bird feeders."	"no"	6.6	"other"	"modified"	"###oh, that sounds so pretty.###.###and, well, when we leave the doors open --n403857, they fly in the house.###.###oh really.###.###.### do they, don't do any damage, though,###they just fly right back out, if you have the,###.###well, yeah,###they don't like it in here because there's nothing to eat --n403ae5###.###i see.###.###and when you're as busy as one of those babies --n403bf3, you've got --n403c0a to eat most of the time.###.###i see.###.###and we got a few, you know,"	"we put up some hummingbird feeders and some bird feeders."
"95645:100"	"well, i, i feel in light of some of the accidents and so forth that  have happened lately, that i think there are some occupations that they should, such as the health field, the transportation field, uh,"	"no"	5.5	"other"	"modified"	"###.###i do, uh, main-, mainly business data processing.###.###uh-huh.###.###i also handle production support for the systems in my area of responsibility.###.###uh-huh.###.###um, sometimes i get called --n4057b2 late at night at home because there's a production problem,###and that gives me the opportunity to, uh, come in to work and fix it, if i can't think of some thing to tell the trouble shooter --n405916 while we're on the phone.###.###.###right.###.###um, i also, uh, handle most of the calls from our users and other programmers who --n405b0d need --n405b18 to find out something connected,###.###.###what do you think --n400022 about it.###."	"well, i, i feel in light of some of the accidents and so forth that  have happened lately, that i think there are some occupations that they should, such as the health field, the transportation field, uh,"
"95645:41"	"well, i, i feel in light of some of the accidents and so forth that  have happened lately, that i think there are some occupations that they should, such as the health field, the transportation field, uh,"	"yes"	5.4	"other"	"modified"	"###.###i do, uh, main-, mainly business data processing.###.###uh-huh.###.###i also handle production support for the systems in my area of responsibility.###.###uh-huh.###.###um, sometimes i get called --n4057b2 late at night at home because there's a production problem,###and that gives me the opportunity to, uh, come in to work and fix it, if i can't think of some thing to tell the trouble shooter --n405916 while we're on the phone.###.###.###right.###.###um, i also, uh, handle most of the calls from our users and other programmers who --n405b0d need --n405b18 to find out something connected,###.###.###what do you think --n400022 about it.###."	"well, i, i feel in light of some of the accidents and so forth that  have happened lately, that i think there are some occupations that they should, such as the health field, the transportation field, uh,"
"13347:160"	"well, it seems that there's some things like the, uh, the programs at least just go around and, and, and clean up streets and, and, and pick up trash and even aluminum cans and some of these kinds of things."	"yes"	6.7	"other"	"modified"	"###.###well, yeah.###.###or,###.###or say, say the volunteer,### say that, say that it was mandatory.###.###well i, i, i think that they ought --n402909 to have something for the, the unemployed in a voluntary field like the, uh,###.###.###i don't know if you know, remember about the w p a,###.###yes,###my father was in the c c c mumblex.###.###he was in that.###i mean, you know, uh, it's not the best thing in the world,###but, uh, it gave them something to do --n402d62.###."	"well, it seems that there's some things like the, uh, the programs at least just go around and, and, and clean up streets and, and, and pick up trash and even aluminum cans and some of these kinds of things."
"13347:26"	"well, it seems that there's some things like the, uh, the programs at least just go around and, and, and clean up streets and, and, and pick up trash and even aluminum cans and some of these kinds of things."	"no"	6.6	"other"	"unmodified"	"###.###well, yeah.###.###or,###.###or say, say the volunteer,### say that, say that it was mandatory.###.###well i, i, i think that they ought --n402909 to have something for the, the unemployed in a voluntary field like the, uh,###.###.###i don't know if you know, remember about the w p a,###.###yes,###my father was in the c c c mumblex.###.###he was in that.###i mean, you know, uh, it's not the best thing in the world,###but, uh, it gave them something to do --n402d62.###."	"well, it seems that there's some things like the, uh, the programs at least just go around and, and, and clean up streets and, and, and pick up trash and even aluminum cans and some of these kinds of things."
"140818:41"	"well, we've heard bad, we've heard some bad things about some of those, you know,"	"no"	6.5	"other"	"modified"	"###uh-huh.###.###and we can't because it's not accustomed to --n403056 being on a leash###.###yeah.###.###and so it, i mean this dog really feels like it's being killed --n403153 or something when you try --n40316e to, you know, tug on it --n403195 to walk it --n4031a8.###i mean, it just goes like a mad dog,###i mean it just jumps up and down and starts --n4033ed yapping,###and it's, you know, i mean, it's not even close to even being trained --n4034cd on a leash.###.###does it, oh.###.###.###uh-huh.###.###.###you know, maybe you nee-, you can get it signed --n403671 up this spring or summer for some of the dog obedience classes.###.###uh-huh."	"well, we've heard bad, we've heard some bad things about some of those, you know,"
"140818:55"	"well, we've heard bad, we've heard some bad things about some of those, you know,"	"yes"	5.6	"other"	"unmodified"	"###uh-huh.###.###and we can't because it's not accustomed to --n403056 being on a leash###.###yeah.###.###and so it, i mean this dog really feels like it's being killed --n403153 or something when you try --n40316e to, you know, tug on it --n403195 to walk it --n4031a8.###i mean, it just goes like a mad dog,###i mean it just jumps up and down and starts --n4033ed yapping,###and it's, you know, i mean, it's not even close to even being trained --n4034cd on a leash.###.###does it, oh.###.###.###uh-huh.###.###.###you know, maybe you nee-, you can get it signed --n403671 up this spring or summer for some of the dog obedience classes.###.###uh-huh."	"well, we've heard bad, we've heard some bad things about some of those, you know,"
"108856:37"	"you can't understand what they're saying  on some of those songs which  probably is just as well on some of them, too."	"yes"	5.4	"other"	"unmodified"	"###.###and so the, the musicians don't get --n40291c to really get into their music.###they just play a certain number of chords###.###yeah.###.###the drummer plays a certain beat,###and you have a country and western song###.###um.###.###and,###.###well, that's kind of the way i feel --n402b7e about rock and roll sometimes, too, i guess --n402bb1.###they don't really,### has kind of the same sound over and over,###and the other thing i don't like --n402d71 about it is they have a tendency to play the instrumental so loud that you can't understand what the lyrics are --n402dd8###.###um. right.###."	"you can't understand what they're saying  on some of those songs which  probably is just as well on some of them, too."
"108856:73"	"you can't understand what they're saying  on some of those songs which  probably is just as well on some of them, too."	"yes"	5.7	"other"	"unmodified"	"###.###and so the, the musicians don't get --n40291c to really get into their music.###they just play a certain number of chords###.###yeah.###.###the drummer plays a certain beat,###and you have a country and western song###.###um.###.###and,###.###well, that's kind of the way i feel --n402b7e about rock and roll sometimes, too, i guess --n402bb1.###they don't really,### has kind of the same sound over and over,###and the other thing i don't like --n402d71 about it is they have a tendency to play the instrumental so loud that you can't understand what the lyrics are --n402dd8###.###um. right.###."	"you can't understand what they're saying  on some of those songs which  probably is just as well on some of them, too."
"86100:21"	"you have  to have some compassion some humanness."	"no"	5.4	"other"	"unmodified"	"###.###but i think in a, in a way the war, uh, i think in a way all, the involvement over there too, though, has shown a lot of people that there are a lot of people that --n405837 don't follow what those few are doing --n40585e.###and there are a lot of people who --n405acc are good people.###.###yeah,###yeah.###.###you know, there's,###and i, i think we may not have ever have seen that without some of these, uh, newspeople being in there in the broadcasts and the, the, uh, soldiers leaving, um, you know, surrendering and, trying --n405cb8 to get out of that situation.###.###right###and surrendering,###that was,###.###.###yeah.###.### and, and, the, you know,###.###it just really comes down to people are people, you know,"	"you have  to have some compassion some humanness."
"86100:26"	"you have  to have some compassion some humanness."	"no"	4.5	"other"	"unmodified"	"###.###but i think in a, in a way the war, uh, i think in a way all, the involvement over there too, though, has shown a lot of people that there are a lot of people that --n405837 don't follow what those few are doing --n40585e.###and there are a lot of people who --n405acc are good people.###.###yeah,###yeah.###.###you know, there's,###and i, i think we may not have ever have seen that without some of these, uh, newspeople being in there in the broadcasts and the, the, uh, soldiers leaving, um, you know, surrendering and, trying --n405cb8 to get out of that situation.###.###right###and surrendering,###that was,###.###.###yeah.###.### and, and, the, you know,###.###it just really comes down to people are people, you know,"	"you have  to have some compassion some humanness."
"66700:13"	"you know some people on the case were, were a little hesitant on convicting him on some of the charges"	"no"	4.8	"subject"	"unmodified"	"###i kind of, uh, stopped --n406854 listening after a while.###.###uh-huh.###.###um, you know, he would come home### and, and, you know, after the trial was over he came home and told us what --n4069bf was going on###and of course then they had --n406ae0 to go back --n406af3 to dec-, you know,###after he had --n406bcd to go,###.### the, the penalty phase,###yeah,###they've, decide the penalty separately from the verdict.###.###right.###and, uh, yeah everybody, everybody was pretty much, you know, let's burn him.###.###uh-huh.###.###and that's, you know, that's the way they wanted --n406ec7 to do it --n406eda.###and he was surprised because he thought there was going --n406ffe to be a problem because he, uh,"	"you know some people on the case were, were a little hesitant on convicting him on some of the charges"
"66700:68"	"you know some people on the case were, were a little hesitant on convicting him on some of the charges"	"yes"	5.1	"other"	"unmodified"	"###i kind of, uh, stopped --n406854 listening after a while.###.###uh-huh.###.###um, you know, he would come home### and, and, you know, after the trial was over he came home and told us what --n4069bf was going on###and of course then they had --n406ae0 to go back --n406af3 to dec-, you know,###after he had --n406bcd to go,###.### the, the penalty phase,###yeah,###they've, decide the penalty separately from the verdict.###.###right.###and, uh, yeah everybody, everybody was pretty much, you know, let's burn him.###.###uh-huh.###.###and that's, you know, that's the way they wanted --n406ec7 to do it --n406eda.###and he was surprised because he thought there was going --n406ffe to be a problem because he, uh,"	"you know some people on the case were, were a little hesitant on convicting him on some of the charges"
"121793:107"	"you know, i want to, i want  to throw some charcoal on the grill and, and throw a steak  on there and some baked potatoes and stuff like that"	"no"	6.5	"other"	"modified"	"###.###and, um, let's see what else.###um, maybe some rolls and, um, i guess --n401230 some, uh, some rice or something like that.###how does that sound --n401336..###.###jeez,### well, well, when is the party here..###.###yeah.###um, yeah,###that would take some planning###but,###.###i don't know###-n401529 being a, being the bachelor --n401554 here that i am --n40156b, i, i don't think i'd, i'd be a-, b-,###i mean it, it's not a question of capability --n40179d here to do something like that.###it's just there's, there's no motivation.###.###that's right.###."	"you know, i want to, i want  to throw some charcoal on the grill and, and throw a steak  on there and some baked potatoes and stuff like that"
"121793:56"	"you know, i want to, i want  to throw some charcoal on the grill and, and throw a steak  on there and some baked potatoes and stuff like that"	"no"	6.4	"other"	"unmodified"	"###.###and, um, let's see what else.###um, maybe some rolls and, um, i guess --n401230 some, uh, some rice or something like that.###how does that sound --n401336..###.###jeez,### well, well, when is the party here..###.###yeah.###um, yeah,###that would take some planning###but,###.###i don't know###-n401529 being a, being the bachelor --n401554 here that i am --n40156b, i, i don't think i'd, i'd be a-, b-,###i mean it, it's not a question of capability --n40179d here to do something like that.###it's just there's, there's no motivation.###.###that's right.###."	"you know, i want to, i want  to throw some charcoal on the grill and, and throw a steak  on there and some baked potatoes and stuff like that"
