"tgrep.id","sentence_bnb","response_goodsentence","Mean","YMin","YMax"
"14202:59","so, i don't, i don't know if you're familiar with him or not but not both.","bad bnb sentence",0.5,0.21,0.792
"151151:32","oh, i thought it was just like marijuana or cocaine but not both.","bad bnb sentence",0.5,0.32,0.68
"139294:19","i was just probably three or four years but not both,","good bnb sentence",0.501666666666667,0.243083333333333,0.715208333333333
"142117:49","and i even had, uh, i guess it was  last year or the year before but not both, i had some out","good bnb sentence",0.501666666666667,0.183291666666667,0.816666666666667
"156317:102","all we, all i do  is, uh, keep a list of things like debts that  are outstanding and every two or three months update that and every once in a while make a list of what we spent  that month but not both,","good bnb sentence",0.501666666666667,0.179958333333333,0.815125
"74729:93","and it  was absolutely clear that if you could get your book adopted  by texas, then you had a built-in market because there were only about three or four but not both textbooks in each subject","good bnb sentence",0.501666666666667,0.22,0.798333333333333
"122138:110","um, huh. well, i don't like it when, uh, people listen to my phone conversations, like if they're outside my door while i'm talking in my room , or when people like look through my things in my bedroom but not both .","good bnb sentence",0.503333333333333,0.31325,0.7
"165394:22","do you have a two income family or one but not both income.","good bnb sentence",0.503333333333333,0,0.79
"27966:70","there was not, there's not supposed  to be any reason to use this education or this brain but not both that you might have  for anything other than your house and your children and how clean can the bathroom floors be  on any given day .","good bnb sentence",0.503333333333333,0.04,1
"175450:86","and, and, but of course most time, most of the time management has a hard time distributing or getting the word out to the people who  must know but not both.","bad bnb sentence",0.503333333333333,0.206666666666667,0.83
"78150:40","and uh, you could always catch a good news program at eight o'clock or nine o'clock but not both on c n n.","bad bnb sentence",0.503333333333333,0.12,0.81
"175996:35","and, uh, my mother hardly ever spent anything on herself or on the house but not both.","bad bnb sentence",0.504,0.206,0.802
"149373:37","you know, i saw something  on c n n or on cable but not both here a while ago that  showed some people that  had rabbits in apartments and in houses,","good bnb sentence",0.504285714285714,0.202857142857143,0.807142857142857
"137818:79","we had this group of, uh, surveyors come into, uh, a shop i was working in , uh, four or five of them but not both,","bad bnb sentence",0.504285714285714,0.212821428571429,0.797178571428571
"106806:20","we would go down two or three hours but not both on the weekends,","good bnb sentence",0.505,0.245,0.748333333333333
"25294:38","i haven't heard whether it's going  to rain or not but not both.","good bnb sentence",0.505,0.01,1
"12033:60","i mean, what do you think we can, uh, i guess  as individuals or as a group but not both, do  about, uh, air pollution..","bad bnb sentence",0.505,0.165,0.82
"122921:24","we used  to get four or five inches a year but not both.","bad bnb sentence",0.505,0.38,0.63
"173602:32","you can buy pharmaceutical grade cocaine for what, ten or twenty dollars an ounce but not both.","bad bnb sentence",0.505,0.17,0.84
"87247:31","i do not know if you listen to him or not but not both,","bad bnb sentence",0.505,0.145,0.86
"148422:49","most, most likely i would be listen to, uh, jazz or classical music but not both.","good bnb sentence",0.505714285714286,0.245714285714286,0.794285714285714
"76731:61","and, so, i mean, you have  to find out whether there's a legitimate reason, or whether this is a warning signal but not both.","good bnb sentence",0.505714285714286,0.225714285714286,0.832857142857143
"134703:78","and, uh, right now we're in a, uh, i guess it's  either a zero lot line or a garden home. which you might call it but not both .","good bnb sentence",0.506,0.2327,0.774
"14300:70","so, we decided  to try it because prior to that all we got  were things like glamour or sports illustrated but not both.","good bnb sentence",0.507142857142857,0.24,0.762857142857143
"116286:60","and what they ran on  in platform don't necessarily come true in their voting in the senate or congress but not both, whatever.","good bnb sentence",0.5075,0.1625,0.845
"62903:64","and it kind of has  to start from the top and, and go clea-, or from the bottom maybe and go clear up but not both.","good bnb sentence",0.5075,0.21496875,0.8
"163402:100","we, that's been an, a, an issue, uh, in our company even though we don't have the random  or even regular  drug screening but not both.","good bnb sentence",0.508,0.212,0.83
"106986:61","and we intend  to replace our other one with a much newer car in the next couple of years, or next year probably but not both.","good bnb sentence",0.508333333333333,0.215,0.793541666666666
"97004:55","because, uh, i, i guess i placed all but one or two but not both of my calls. and, uh, only because i going  to make some money,","good bnb sentence",0.51,0.235,0.77253125
"124492:25","there's was twins  there, or, you know skip williams but not both.","bad bnb sentence",0.51,0.18,0.84
"126305:39","i'm, i'm usually in the eighties or nineties but not both.","bad bnb sentence",0.51,0.21,0.81
"164097:49","one of my sons has a, a plymouth, uh, van or, you know, uh, uh, that same type of thing, the voyager but not both, i guess","bad bnb sentence",0.51,0.11,0.91
"34018:36","uh, my gun hasn't been shot  in a year or two but not both.","bad bnb sentence",0.51,0.16,0.86
"154689:23","i only do it probably two or three times a week but not both.","good bnb sentence",0.51125,0.21496875,0.803875
"42508:50","if, if you're going  to hunt with it, or if you're going  to do sport shooting but not both you can wait a week.","good bnb sentence",0.511428571428571,0.311428571428571,0.69
"156143:17","i also read one or two papers a day but not both.","good bnb sentence",0.511666666666667,0.246666666666667,0.771666666666667
"172822:16","at thirty-three hundred dollars or thirty-five hundred dollars but not both i'm paying  in taxes, why i, i could go down to bulverde and probably rent a, rent a house for that, right.","good bnb sentence",0.5125,0.28365625,0.730125
"24633:46","so i don't know if i wasn't drug tested  based on that or because the man who  hired me didn't request the drug test but not both, because i know that my company does drug testing on occasion.","good bnb sentence",0.5125,0.2,0.825
"13033:62","and i never have figured out how he won, uh, entertainer of the year for about, three or four years in a row but not both .","bad bnb sentence",0.5125,0.2,0.785
"58865:50","and, um, the sticky buns, of course, would last, you know three or four days but not both.","bad bnb sentence",0.5125,0.2275,0.71
"146409:30","but it seems like there's only about four or five different ones but not both,","good bnb sentence",0.513333333333333,0.26975,0.790083333333333
"37770:39","but i wouldn't want  to go  teach high school or junior high but not both,","bad bnb sentence",0.513333333333333,0.09,0.97
"139014:49","people that i know  that  come from, uh, like georgia or north carolina but not both, yeah, they say, it's,","good bnb sentence",0.51375,0.246125,0.77628125
"156117:69","i mean, it, it definitely it's not at a level comparable to los angeles or denver but not both.","good bnb sentence",0.514,0.122,0.9021
"150475:29","i mean, it would only take three or four days but not both.","bad bnb sentence",0.514,0.184,0.8264
"63575:56","because all you end up  doing  is if you're in business or you're in any kind of international but not both,","bad bnb sentence",0.514,0.232,0.806
"46087:36","and then i'll, uh, normally check out the eagles or the patriots but not both.","good bnb sentence",0.515,0.27496875,0.74375
"98372:16","we will rent two or three movies but not both on thursday","good bnb sentence",0.515,0.075,0.955
"167164:56","and, of course, now, you know, and you go through two or three hundred years of appeals process but not both.","bad bnb sentence",0.515,0.23,0.8
"66190:44","so i thought, man, i don't know if i trust this or not but not both.","bad bnb sentence",0.515,0.1,0.93
"139715:64","it was al-, almost always at least one cat, sometimes, you know, like fifteen or twenty but not both.","good bnb sentence",0.516111111111111,0.364430555555556,0.680611111111111
"22745:68","and the first thing i caught  was a sand shark, which  was probably a foot, and a half or, uh, two feet long but not both,","good bnb sentence",0.51625,0.28740625,0.71628125
"127555:91","and no matter what the weather is  they can walk at a pretty good clip and, and not have  to worry about the weather summer or winter but not both.","bad bnb sentence",0.516666666666667,0.11,0.79
"41706:73","because maybe they, those are not the clothes that  are the most, uh, appealing to you, or the most, uh, complimentary to you but not both.","bad bnb sentence",0.5175,0.245,0.79
"7684:47","i don't know how long it takes  whether it takes five minutes or twenty minutes but not both.","bad bnb sentence",0.518,0.284,0.752
"44591:124","and, uh, she's been holding herself pretty well. the, uh, up until, you know, recently where she's been having accidents in the house because she either is losing control or she forgets where she is but not both.","good bnb sentence",0.518571428571429,0.241392857142857,0.801464285714286
"49242:55","like most areas that  are built , um, there were probably, like two or three styles you could choose from but not both .","bad bnb sentence",0.518571428571429,0.302857142857143,0.722892857142857
"52200:60","i guess you could do that, you know, get all of david carradine's movies, or, uh, uh, segal but not both,","good bnb sentence",0.51875,0.2510625,0.815
"124492:25","there's was twins  there, or, you know skip williams but not both.","good bnb sentence",0.52,0.19575,0.83
"162665:33","i don't know if i'm making any sense or not but not both.","good bnb sentence",0.52,0.236666666666667,0.796666666666667
"170249:63","you know. because it 's not a person's fault that, you know, people not buying or businesses are, are not on the up and up all the time, you know but not both.","good bnb sentence",0.52,0.19,0.85
"24636:108","well, does your, the company say, for instance, does the company you worked for  bef-, before have the right  or do they have the ability but not both  to say, hey, we've already drug tested her","good bnb sentence",0.52,0.165,0.875
"63853:64","i don't know how, how soon they're going  to do it , or how organized it's going  to be but not both ,","good bnb sentence",0.52,0.52,0.52
"174845:49","they test you, uh, before they, before you start or before you even interview but not both.","bad bnb sentence",0.52,0.07,0.97
"2420:30","i need  to probably make a phone call or two but not both.","bad bnb sentence",0.52,0.21,0.68
"41402:51","and then, when they, when they talked to us  or when they sent us the letter but not both , it, uh, you know, to get the information and all, it asked, you know, will you be willing  to bring","bad bnb sentence",0.52,0.2,0.99
"41511:66","and they charged us, i think it was like, it was like  five or six dollars but not both, i can't remember exactly, you know, that we paid  for the book to be printed .","bad bnb sentence",0.52,0.07,0.98
"4758:85","and, i've come to the conclusion, and this is a pretty scary thought to me, even, that if a guy is convicted , or a gal is convicted but not both , of a crime, rather than put them in prison, because prison's proven  not to work, just let them go.","bad bnb sentence",0.52,0.2,0.84
"57920:78","and i, i agree with you also, that i feel like it  was not worth the money spent or the lives lost to fight that war but not both.","bad bnb sentence",0.52,0.215,0.8425
"75070:30","it's all new wiring up in the attic, or i guess crawl space but not both,","bad bnb sentence",0.52,0.293333333333333,0.726666666666667
"90647:28","and i'm not sure that the private schools or parochial schools but not both address that problem,","bad bnb sentence",0.52,0.194,0.846
"68972:52","i, you know, go to cleveland  to see them play, the indians or the red sox but not both,","good bnb sentence",0.521111111111111,0.26775,0.772222222222222
"118494:11","uh, fortunately or unfortunately but not both it doesn't go into effect because we did not get the united airlines.","good bnb sentence",0.52125,0.2549375,0.81375
"137234:56","this summer we went to, uh, the smokey mountain national park. and, uh, stayed about three or four days in there but not both.","bad bnb sentence",0.52125,0.195,0.85
"151327:145","well, i think, i think we, i think the problem here is, is that a, a drug test does not necessarily imply that someone is taking drugs or not taking drugs but not both.","good bnb sentence",0.521428571428571,0.311428571428571,0.74
"163492:87","when i, when i see that money taken out of my paycheck each, each week, i, or each, every other week but not both , i, i really think that money's history","good bnb sentence",0.521428571428571,0.314214285714286,0.734357142857143
"42553:48","i don't think they're going  to go to a gun store or pawn shop but not both and get it the right way when there's a check ,","good bnb sentence",0.522,0.364,0.674016666666667
"19079:83","and so i-, it 's a real difficult choice whether we want styrofoam cups to fill up our landfills  or, uh, china cups but not both to use up our water .","good bnb sentence",0.522222222222222,0.2655,0.77
"170074:84","and it, that i, i don't know if i ever went as far as three months  or not i-, i-, in  keeping that kind of data but not both.","good bnb sentence",0.5225,0.235,0.8325
"24983:30","the only reason i asked about secondary schools or, you know, advanced education but not both  is because down here, you know, going to the university of texas, the education i'm getting  i think  is kind of shoddy for a public school.","good bnb sentence",0.5225,0.29,0.72253125
"143409:35","then i would let her narrow it down to three or four but not both,","bad bnb sentence",0.5225,0.315,0.735
"128489:81","but if you do some basic exercises and you say every morning, just like brushing your teeth you're going  to spend fifteen minutes or a half hour but not both.","good bnb sentence",0.523333333333333,0.21,0.820083333333333
"132975:27","i'm not sure those are avis or not but not both,","bad bnb sentence",0.523333333333333,0.24,1
"107973:25","but it's only for like two or three hours at a time but not both.","bad bnb sentence",0.524,0.218,0.83
"50514:57","we're, we're going  to become dependent on these other folks sooner or later but not both.","good bnb sentence",0.525,0.251625,0.786666666666667
"766:47","and whether it, whether it won all kinds of awards or whether it just was okay at the box office but not both, i think he would have been happy.","good bnb sentence",0.525,0.26240625,0.7825
"108876:46","so i decided it had  to be in it,  informal or not but not both.","bad bnb sentence",0.525,0.095,0.955
"42553:48","i don't think they're going  to go to a gun store or pawn shop but not both and get it the right way when there's a check ,","bad bnb sentence",0.525,0.285,0.82
"67430:26","i usually, you know, fifteen or twenty but not both.","bad bnb sentence",0.525,0.52,0.53
"92223:8","two or three times a year but not both you'll get a news bull-,","bad bnb sentence",0.525,0.3469375,0.68
"173565:96","uh, you know, we've had, i guess , laws against, uh, you know, various other forms of drugs for the last what sixty or seventy years, i guess but not both.","good bnb sentence",0.526,0.222,0.80245
"75447:58","and they have a little display screen that  shows you a message and either tells you a person or a, a phone number but not both to respond to","good bnb sentence",0.52625,0.28625,0.76003125
"104521:21","and it naturally, uh, composts or stores but not both.","good bnb sentence",0.526666666666667,0.24,0.803333333333333
"114907:53","but they never say who, who they're really working for  or what, you know, what what, what questions are but not both, you know,","good bnb sentence",0.526666666666667,0.01,0.95
"130353:76","i think it was outlawed  for a while, but, uh, by the supreme court, i mean, or, the interpretation of the constitution but not both.","good bnb sentence",0.526666666666667,0.271666666666667,0.743333333333333
"171916:24","you go, you know three or four but not both hours before the game.","bad bnb sentence",0.526666666666667,0.23,1
"140033:105","well, speaking of pets, i'll tell you, my, my kids are older now, my, both of them are either in or out of college but not both,","good bnb sentence",0.526666666666667,0.201541666666667,0.835125
"115553:41","you want  to go ahead and tell me your favorite team, or who you think  will be doing well this year but not both.","good bnb sentence",0.527142857142857,0.215642857142857,0.830071428571428
"55955:33","it might not be the same neighborhood, but the same city or county but not both, because then you're, you're coming in contact with it.","good bnb sentence",0.527142857142857,0.281392857142857,0.775714285714286
"21110:62","and as the world turns. i think as the world turns may, still on or not but not both.","bad bnb sentence",0.527142857142857,0.318571428571429,0.747214285714286
"146522:172","i, i believe, if i, am in a position, uh, like when my mother gets to a point where she needs special care   that i will be able  to just bring her  into my home and my father also, and uh, or have someone go into their home but not both, you know and uh, and look after them.","good bnb sentence",0.5275,0.165,0.89
"77801:170","and you want  to be avail-, at least i've wanted  to be available, when they, for some reason, they had, they were bouncing something off of me . because it was something that  was bothering them or they were concerned about but not both ,","good bnb sentence",0.5275,0.369979166666667,0.670875
"81549:27","because we saw it, probably, four or five months ago but not both.","good bnb sentence",0.5275,0.3686875,0.69253125
"8967:44","if we have a problem with our connection and get disconnected  some time or other but not both, don't worry about it.","good bnb sentence",0.5275,0.11,0.945
"159146:81","you know some of the health insurance is written  that way. you know, that, uh, if you buy an accident and death or dismemberment policy but not both, you know, it s-, pre specified in the policy so much","bad bnb sentence",0.5275,0.135,0.92
"151803:31","and during the summer we camp, uh, two or three weeks a year but not both.","good bnb sentence",0.528,0.23,0.82
"164502:39","i, i'm in washington, d c or at least very close to it but not both.","good bnb sentence",0.528,0.182,0.85
"140027:33","i guess we didn't have it high enough or he didn't get hit  in just the right spot but not both,","good bnb sentence",0.528333333333333,0.251666666666667,0.775041666666667
"2927:38","rarely a day went by when the wind was less than fifteen or twenty miles an hour but not both . summer and winter,","good bnb sentence",0.528333333333333,0.331666666666667,0.72
"123561:35","i've never been a big saints fan until the last year or two but not both.","good bnb sentence",0.53,0,0.82
"55886:44","since we live here and we all  benefit, rich, poor or in between but not both, uh, there are benefits even for those who  have it the hardest.","good bnb sentence",0.53,0.25,0.81
"111855:32","and my husband and i like  getting the salads or the lighter meals but not both.","bad bnb sentence",0.53,0.53,0.53
"132821:30","but, uh, it'll go up to fifty or sixty almost but not both.","bad bnb sentence",0.53,0.01,1
"14141:68","i would much prefer that they keep their analysis to themselves. um, since i don't necessarily agree with it or it tends  to be extraordinarily trite but not both.","bad bnb sentence",0.53,0.53,0.53
"147989:35","so, i get  to go to at least four or five concerts a year but not both.","bad bnb sentence",0.53,0.192,0.868
"55759:30","i think i have gone home maybe once or twice but not both  slightly sore.","bad bnb sentence",0.53,0.28,0.78
"6435:41","i don't even remember if it was in the dallasite  or the insite  one but not both, about uh, companies allowing you,","bad bnb sentence",0.53,0.53,0.53
"101976:15","you can use chicken or turkey but not both,","good bnb sentence",0.532222222222222,0.3155,0.737777777777778
"44672:63","and she knew whether to, to, to quietly come up to me or to just run and knock me over but not both.","good bnb sentence",0.532222222222222,0.339944444444444,0.702305555555556
"162681:59","you know, i don't know for, if you're familiar with that or not but not both.","good bnb sentence",0.5325,0.325,0.79
"158077:187","and i think that the people who are strongly in favor of the death penalty are really working from that gut level. uh, you know, whether it be a biblical force, uh, you know, the eye for an eye, a tooth for a tooth, a life for a knife, life type logic or just, uh, uh, some sort of anger at putting peop-, putting, uh, murderers up in federal pens for the rest of their life, but not  both, uh, while we foot the bill.","bad bnb sentence",0.5325,0.28,0.8275
"93263:156","i, i wonder how, how you instill in people the necessity for doing just a little bit extra to, to make this whole thing work. i mean, the extra like washing out bottles and jars, or the extra of actually, uh, making sure that, uh, you take stuff over to, you know but not both ,","bad bnb sentence",0.5325,0.1775,0.8675
"171235:79","uh, well, actually i think in most criminal cases it  wouldn't make any difference whether it was a couple of judges or jury but not both.","bad bnb sentence",0.533333333333333,0.11,0.99
"33778:41","do you like  to exercise because you want  to or because you have  to but not both.","bad bnb sentence",0.533333333333333,0.23,0.72
"46957:32","they're only going  to make like three or four thousand but not both.","bad bnb sentence",0.533333333333333,0.02,0.79
"78707:44","uh, but he's been known  to be gone for a month or two but not both at a time","good bnb sentence",0.534285714285714,0.289964285714286,0.768642857142857
"166934:41","so you got  to give them either more time in the system or a different process but not both that  will hopefully work better.","good bnb sentence",0.535,0.32,0.736666666666667
"117429:39","so you're all back to the safety catches and the whole nine yards or either watching them every minute but not both.","bad bnb sentence",0.535,0.42,0.7125
"163620:59","i find myself, uh, listening to a lot of, uh, uh, either old timer  or new england but not both , uh, dance bands as well as, uh, just more popular folk music and new artists coming up.","bad bnb sentence",0.535,0.3,0.77
"95313:117","and he said, mom, i don't like that man, said, he took me by the head and dunked my head under the water and told me i had  to get my face wet or i'd never swim but not both.","bad bnb sentence",0.535,0.23,0.84
"119572:54","i said, well, i can tell them how to fish with a minnow  or how to fish with a worm but not both .","good bnb sentence",0.535555555555556,0.325555555555556,0.726666666666667
"39593:60","we might try  to, to, um, to grill some flounder or salmon steaks but not both.","good bnb sentence",0.535555555555556,0.324277777777778,0.736694444444445
"164352:51","i think in some cases it  doesn't matter if it's a deterrent or not but not both.","bad bnb sentence",0.535714285714286,0.254,0.801464285714286
"138291:77","i'd, i'd kind of like  to, to look at equipment like a lathe or like you say, a table saw but not both and some of those things that  would make, uh, some pretty nice, uh, pieces of, uh, well, wood, for, for different things for tables, for, for, uh, chairs, for, you know, decks and so forth","good bnb sentence",0.536,0.2395,0.804
"174072:59","uh, i guess the topic is trial by jury and how we should change that  or how we would change it but not both .","good bnb sentence",0.536,0.216,0.872
"113429:79","in, in colorado when the broncos went to the superbowl three times in the last, i don't know, five or six but not both years whatever it's been  . um, they have these songs on the radio.","bad bnb sentence",0.536,0.246,0.836
"118743:60","and you know, we'll just have  to wait and see whether that's approved  or not but not both.","good bnb sentence",0.53625,0.28875,0.7675
"162665:33","i don't know if i'm making any sense or not but not both.","bad bnb sentence",0.536666666666667,0.03,0.8
"165670:54","uh, yet i don't know wh-, whether i would buy saturn or not at this point but not both.","bad bnb sentence",0.537142857142857,0.292857142857143,0.768571428571429
"113845:53","the biggest, you know, the biggest outlaid expense has always been either wars or defense but not both.","good bnb sentence",0.5375,0.398109375,0.68315625
"62367:43","but say, i think bangladesh  would have been a good example or some, some really desperate situation but not both.","bad bnb sentence",0.5375,0.2675,0.77
"79279:17","so i was only fifteen or sixteen but not both,","bad bnb sentence",0.5375,0.16,0.915
"98870:28","in this country, and for example with alcohol or with drugs but not both is, we don't seem  to understand how to handle it as a society to say okay, it is okay under these circumstances, but if you step outside these bounds, the punishment is extreme .","bad bnb sentence",0.5375,0.21,0.865
"150988:24","but it's just whether the prosecutor or the defense attorney feels like, you know but not both,","good bnb sentence",0.538,0.342,0.734
"25318:34","i don't like it when it's too cool or too warm but not both .","good bnb sentence",0.538,0.19,0.894
"26057:89","well, having, having been out of the credit game for some years now, i've gotten used to  either paying in cash or not getting it but not both.","good bnb sentence",0.538,0.168,0.908
"7486:45","they're real liberal now and to where probably fifty or a hundred years ago but not both, um, the democrat party being liberal like they are now, you know, would never be thought of  ,","good bnb sentence",0.538,0.198,0.878
"45615:59","when, when we had our family dog  growing up  i was eleven or twelve but not both, i think , when we first got him ,","bad bnb sentence",0.538,0.304,0.802
"144355:73","uh, when they asked us did, did we want  to, uh, keep it the same or, uh, spend more, spend less but not both , i think uh, i think right now what they're spending  is adequate. uh, my, for my personal opinion. uh, because i think it's something that 's going  to take them a while  to come up with a, uh, vaccine for .","good bnb sentence",0.53875,0.2625,0.795
"106579:87","so. it  became dangerous for us to keep  transporting her back and forth in the car because she was so wobbly and needed a walker or a wheel chair but not both.","good bnb sentence",0.54,0.3099375,0.785
"173714:78","uh, people are, uh, reluctant  to pass, uh, school tax levies even, uh, when the money is needed  or would be well but not both spent  because it's, uh, they don't have kids in the schools.","good bnb sentence",0.54,0.2,0.88
"18522:67","they don't, they don't even start  growing until may, may or april but not both, like after it's been raining for a few months.","good bnb sentence",0.54,0.275678571428571,0.818571428571429
"46484:121","but i was thinking boy, in dallas, if somebody asked me if there were places you wouldn't go  by yourself at night, i'd have  to set them down for about five or ten minutes but not both  to list all the places out.","good bnb sentence",0.54,0.07,0.88
"156117:69","i mean, it, it definitely it's not at a level comparable to los angeles or denver but not both.","bad bnb sentence",0.54,0.23,0.845
"29727:27","and it usually takes long stitches over two or three openings in the cloth but not both.","bad bnb sentence",0.54,0.32,0.76
"30887:42","you know they're usually not, not that great or didn't do that great anyway but not both.","bad bnb sentence",0.54,0.21,0.86
"35503:30","but if you've narrowed it down to one or two but not both you can have the car, uh, uh, checked  at, uh, an independent service station and have them go through it from top to bottom and tell you if they can find anything wrong, because they don't have any financial interest in it.","bad bnb sentence",0.54,0.08,1
"48363:20","you could see someone coming or dressed  inappropriately but not both, you know,","bad bnb sentence",0.54,0.2,0.88
"89978:92","and, and, uh, my father bought this, uh, my stepfather bought this  thinking of a time when one or the other but not both of them might need care","bad bnb sentence",0.54,0.13,1
"91264:39","but i think you can also get a bad education at public or private, you know but not both,","bad bnb sentence",0.54,0.2,0.88
"94994:144","uh, when my children were growing up , i actually had them, up and until they were in the preschool situation, i had them in a, in a home with a lady who  kept two or three kids but not both,","good bnb sentence",0.541428571428571,0.314285714285714,0.737178571428571
"36524:73","and they said that they had ex-, that the one they had exercised with  was three or four times easier but not both.","good bnb sentence",0.541666666666667,0.275,0.79
"135320:83","well and then, you think, well, how did they do it  out in the real world anyway when these fish are in the tropicals or wherever but not both they are   kind of trying  to keep up with that ,","bad bnb sentence",0.541666666666667,0.324875,0.786666666666667
"46192:69","but then at the ver-, in the fourth quarter they'd let them get up there either with them or, you know, right ahead of them but not both.","good bnb sentence",0.542,0.276,0.816
"150084:23","i think they test four or five a day but not both,  actually exploding the air bags","bad bnb sentence",0.542,0.302,0.778
"119672:89","and i, well, i can't think of a time that i've been fishing  that i haven't run into one or two but not both of them .","good bnb sentence",0.5425,0.2203125,0.845
"162850:90","and you, and you don't always even know if it's, it's going  to be the right place or not but not both.","bad bnb sentence",0.5425,0.095,0.99
"108299:58","but when i don't need  to dress up for a, a meeting or a service of some sort but not both , i don't.","good bnb sentence",0.543333333333333,0.31,0.79
"14012:39","you know, kids seem like when they get ten or twelve but not both years old  they fall out of that,","good bnb sentence",0.543333333333333,0.239916666666667,0.833416666666667
"78150:40","and uh, you could always catch a good news program at eight o'clock or nine o'clock but not both on c n n.","good bnb sentence",0.543333333333333,0.283333333333333,0.795041666666667
"91686:57","when if, if i have long periods of time, like christmas vacation, or, you know, when i know i'm not going  to be doing anything for a while , um but not both,","good bnb sentence",0.543333333333333,0.265,0.788333333333333
"79690:66","but now i think there are tests that  can be conducted , uh, to tell whether or not but not both the puppies have the, have it.","bad bnb sentence",0.543333333333333,0.325,0.76
"74049:29","he used  to go back twice  or three times  a year but not both, you know, because he missed it.","good bnb sentence",0.54375,0.2648125,0.80125
"90913:34","i mean, either way there was family reunion time, or not but not both,","good bnb sentence",0.545,0.145,0.945
"112322:27","in fact, you're about the third or fourth person in the last month that  said that but not both.","good bnb sentence",0.545,0.303333333333333,0.817416666666666
"88646:66","and, uh, when, when i was first here in, in dallas or in plano but not both , um, and was finally able to, this is, oh, been like fourteen years ago we moved here . and i was finally able  to afford a new typewriter,","good bnb sentence",0.545,0.28746875,0.7475
"106499:91","and that, the other major factor is that she needs blood transfusions every week to ten days, and would have  to be hospitalized  a day or two but not both,","bad bnb sentence",0.545,0.17,0.92
"29489:84","again  not having, uh, lived through another war, i don't know if that's a common thing that people thought of , or if that was a new concern but not both with people.","bad bnb sentence",0.545,0.23,0.86
"6625:69","i, i, i guess, in my own, having had the whole three or four minutes but not both to, you know, give it a great deal of thought , you know, um, i, i think i agree with you one hundred percent about it being some sort of voluntary,","bad bnb sentence",0.545,0.2,0.89
"176348:81","but where it's not necessary , uh, in that regard, where it's not an immediate threat to life and limb or property but not both  uh, i, i'd, i would seriously question it.","good bnb sentence",0.546,0.17795,0.914
"161207:19","because somebody has a child or, uh, likes children but not both doesn't really mean that they're qualified  to give the child the kind of supervision and training that that, uh,","bad bnb sentence",0.546666666666667,0.13,0.99
"59327:20","because if you have two or three kids but not both, by the, e-, way the inflation's going  i think a woman's always going  to have  to work","bad bnb sentence",0.547142857142857,0.258571428571429,0.807178571428571
"111782:55","and so that night we had a reception for some of the, uh, potential high school students or college students but not both,","good bnb sentence",0.5475,0.3086875,0.76253125
"24941:98","even though we've, uh, enjoyed very good employment here for the past ten years, now we got eight percent, uh, unemployment when it used  to be four or five but not both .","good bnb sentence",0.5475,0.17,0.8275
"125273:30","it doesn't have the coup de ville  or the sedan de ville  squareness but not both.","bad bnb sentence",0.548571428571429,0.225678571428571,0.844321428571429
"106988:25","do you, um, buy from dealers or from individuals but not both.","good bnb sentence",0.549090909090909,0.360840909090909,0.720022727272727
"38666:43","and then i, i get distracted , and, or have  to start on another one but not both,","good bnb sentence",0.55,0.195,0.8175
"73888:61","so, i'm trying  to think of anything else that 's changed over the last ten or twenty years but not both.","good bnb sentence",0.55,0.336666666666667,0.756666666666667
"174581:58","and, of course, you have some savings in terms of taxpayer money  keeping people in jail or not but not both.","bad bnb sentence",0.55,0.196,0.878
"10770:28","there was cartoon in cosmo about a year or two ago but not both.","good bnb sentence",0.55,0.06,1
"173464:69","well i think that currently the way the law stands  isn't so much that the laws are enforceable or not but not both,","good bnb sentence",0.55,0.02,1
"27268:38","we're going  to send our kid here for seven or eight hours a day but not both.","good bnb sentence",0.55,0.1725,0.8675
"86575:41","a lot of my travel has been sort of based  around conferences or business meetings but not both.","good bnb sentence",0.55,0.256666666666667,0.841666666666667
"170155:23","do you work for a big  or a little  place but not both.","bad bnb sentence",0.55,0.3825,0.7475
"27268:38","we're going  to send our kid here for seven or eight hours a day but not both.","bad bnb sentence",0.55,0.2,0.9
"39760:67","and we have a share alike column in the paper, where people, you know, write in and share recipes or write in and say i'm looking for this recipe but not both ,","bad bnb sentence",0.55,0.55,0.55
"96713:55","there was something on t v  the other day that  said that fewer than one or two percent but not both of the heads of, uh, chairmen of the board, chair-, chair persons, uh, if you sa-, if you will, of the board are women in this country.","bad bnb sentence",0.55,0.33,0.77
"14162:28","radio seems  to have a full platter or full plate but not both of different things that they need  to get  done.","good bnb sentence",0.552,0.222,0.824
"26845:102","and, i guess even back to kennedy, as a matter of fact, i guess kennedy may be the one that  actually started the thing, or was but not both, you know, really interested in things like that.","good bnb sentence",0.552,0.19,0.914
"136285:25","been pulling them up, huh, or just loosening them until the rain came in but not both.","good bnb sentence",0.5525,0.25,0.855
"112417:64","my husband was saying that up north they have such nice restaurants where you can go  after a theater or after the movie but not both.","bad bnb sentence",0.5525,0.295,0.7975
"104287:70","and, um, i don't, i don't know if he's really serious about it yet or not, you know but not both,","good bnb sentence",0.552727272727273,0.352659090909091,0.757318181818182
"165876:47","and the majority of the incentive in recycling bottles probably, believe it or not, is just to get the extra nickel at the, uh, the store and not, uh but not both,","good bnb sentence",0.553333333333333,0.41,0.66
"47691:24","and, i mean, mumblex four or more children are thin but not both,","good bnb sentence",0.553333333333333,0,0.98
"6505:69","","good bnb sentence",0.553333333333333,0.491666666666667,0.62
