"tgrep.id","workerid","sentence_bnb","response_goodsentence","response_val","Trial","gender","age"
"28388:46","245","not only do i do p c type things like, uh, using lotus or word processors but not both,","good bnb sentence",0.27,15,"Male","31"
"172264:108","245","i mean, obviously, i do most of my, almost all of my report writing on, on my computer, uh, whether it's term papers or even some smaller homework assignments but not both.","bad bnb sentence",0.79,16,"Male","31"
"108435:42","245","we all kind of have our own little dress code of just either tennis shoes or little loafers but not both and, and, uh, tights, and things that  feel comfortable to us around our kids.","bad bnb sentence",0.86,17,"Male","31"
"129837:27","245","and just depending on whether you say yes or no but not both, uh, you, you can give him capital punishment","bad bnb sentence",0.54,18,"Male","31"
"157474:125","245","and i, i don't think it  would be wrong to say that eleven out of twelve can convict if there were something corresponding saying that if, you know, six or seven but not both voted not guilty, then instead of it being a hung jury, that was an acquittal.","bad bnb sentence",0.81,19,"Male","31"
"128305:35","245","occasionally, some ice skating will come on, on a sunday or during the olympics but not both.","good bnb sentence",0.64,20,"Male","31"
"118989:29","245","that must have been at least fifty years ago or more but not both,","bad bnb sentence",0.58,21,"Male","31"
"132615:33","245","now, i don't know if that's true or not but not both,","bad bnb sentence",0.77,22,"Male","31"
"153376:44","245","so frank, what, uh, type of, uh, budget do you or your family but not both have .","bad bnb sentence",0.8,23,"Male","31"
"93019:124","245","and i, and that concerned me, that people were using it as a way to get rid  of things they just didn't want  to set  at the curb or take to the dump but not both ,","bad bnb sentence",0.76,24,"Male","31"
"99865:30","245","i was way out to the west maybe four or five miles but not both from, from the city limits","bad bnb sentence",0.86,25,"Male","31"
"26479:17","245","it's the thirty-five or forty thousand dollar one, whatever it is but not both ,","bad bnb sentence",0.79,26,"Male","31"
"136285:25","245","been pulling them up, huh, or just loosening them until the rain came in but not both.","good bnb sentence",0.17,27,"Male","31"
"173993:39","245","but if you have a problem with what we did  or how we did it but not both , you can always come back and talk to me about it.","good bnb sentence",0.43,28,"Male","31"
"20080:60","245","currently, i think they are a little restrictive. uh, particularly for, uh, certain ethnic groups or from certain countries but not both.","good bnb sentence",0.44,29,"Male","31"
"104521:21","245","and it naturally, uh, composts or stores but not both.","good bnb sentence",0.75,30,"Male","31"
"119232:80","246","i'm not, you know, i have a problem, uh, with whether it's going  to work or not but not both, you know,","bad bnb sentence",0.02,1,"Female","23"
"102122:39","246","and, and drink wise they have kool-aid, milk or water but bot both. normally.","bad bnb sentence",0.99,2,"Female","23"
"71908:46","246","and, you know, working out six hours a day, usually six or seven days a week but not both that kind of, kept us all in pretty good shape,.","good bnb sentence",0,3,"Female","23"
"29097:92","246","i do see a problem with graduating people that, that  can't read and are not, you know, productive in society or productive to themselves but not both.","bad bnb sentence",0,4,"Female","23"
"59184:37","246","i mean, they may let you off for a day or two  to have your baby but not both,","bad bnb sentence",0,5,"Female","23"
"152368:30","246","you probably have a better team, uh, cooperation, or team playing, atmosphere but not both.","good bnb sentence",0.74,6,"Female","23"
"18197:49","246","um, where you live  is there a real high, uh, alkaline  or ash  content but not both.","bad bnb sentence",0.06,7,"Female","23"
"46142:88","246","it was right close to when we was going  to find out if we was going  to get  to be in the playoffs, or not but not both .","good bnb sentence",0,8,"Female","23"
"166934:41","246","so you got  to give them either more time in the system or a different process but not both that  will hopefully work better.","bad bnb sentence",0.86,9,"Female","23"
"169551:32","246","i think this particular case has been like ten or fifteen years but not both.","bad bnb sentence",0,10,"Female","23"
"172615:77","246","uh, uh, i really think that we need  to get into the mold where we talk about years rather than months or weeks but not both .","bad bnb sentence",0.72,11,"Female","23"
"10197:18","246","he either hits home run or strike out but not both.","good bnb sentence",1,12,"Female","23"
"111626:16","246","she's about seven or eight years old but not both.","bad bnb sentence",1,13,"Female","23"
"38666:43","246","and then i, i get distracted , and, or have  to start on another one but not both,","good bnb sentence",0.01,14,"Female","23"
"28388:46","246","not only do i do p c type things like, uh, using lotus or word processors but not both,","bad bnb sentence",0.07,15,"Female","23"
"172264:108","246","i mean, obviously, i do most of my, almost all of my report writing on, on my computer, uh, whether it's term papers or even some smaller homework assignments but not both.","bad bnb sentence",0,16,"Female","23"
"108435:42","246","we all kind of have our own little dress code of just either tennis shoes or little loafers but not both and, and, uh, tights, and things that  feel comfortable to us around our kids.","good bnb sentence",0.99,17,"Female","23"
"129837:27","246","and just depending on whether you say yes or no but not both, uh, you, you can give him capital punishment","good bnb sentence",0.91,18,"Female","23"
"157474:125","246","and i, i don't think it  would be wrong to say that eleven out of twelve can convict if there were something corresponding saying that if, you know, six or seven but not both voted not guilty, then instead of it being a hung jury, that was an acquittal.","bad bnb sentence",0.01,19,"Female","23"
"128305:35","246","occasionally, some ice skating will come on, on a sunday or during the olympics but not both.","good bnb sentence",0.09,20,"Female","23"
"118989:29","246","that must have been at least fifty years ago or more but not both,","bad bnb sentence",0.56,21,"Female","23"
"132615:33","246","now, i don't know if that's true or not but not both,","bad bnb sentence",0.53,22,"Female","23"
"153376:44","246","so frank, what, uh, type of, uh, budget do you or your family but not both have .","bad bnb sentence",0,23,"Female","23"
"93019:124","246","and i, and that concerned me, that people were using it as a way to get rid  of things they just didn't want  to set  at the curb or take to the dump but not both ,","good bnb sentence",0.03,24,"Female","23"
"99865:30","246","i was way out to the west maybe four or five miles but not both from, from the city limits","bad bnb sentence",0,25,"Female","23"
"26479:17","246","it's the thirty-five or forty thousand dollar one, whatever it is but not both ,","bad bnb sentence",0.51,26,"Female","23"
"136285:25","246","been pulling them up, huh, or just loosening them until the rain came in but not both.","bad bnb sentence",0.41,27,"Female","23"
"173993:39","246","but if you have a problem with what we did  or how we did it but not both , you can always come back and talk to me about it.","bad bnb sentence",0.03,28,"Female","23"
"20080:60","246","currently, i think they are a little restrictive. uh, particularly for, uh, certain ethnic groups or from certain countries but not both.","bad bnb sentence",0.05,29,"Female","23"
"104521:21","246","and it naturally, uh, composts or stores but not both.","good bnb sentence",0,30,"Female","23"
"119232:80","247","i'm not, you know, i have a problem, uh, with whether it's going  to work or not but not both, you know,","good bnb sentence",0.9,1,"Male","37"
"102122:39","247","and, and drink wise they have kool-aid, milk or water but bot both. normally.","good bnb sentence",0.31,2,"Male","37"
"71908:46","247","and, you know, working out six hours a day, usually six or seven days a week but not both that kind of, kept us all in pretty good shape,.","bad bnb sentence",0.52,3,"Male","37"
"29097:92","247","i do see a problem with graduating people that, that  can't read and are not, you know, productive in society or productive to themselves but not both.","good bnb sentence",0.2,4,"Male","37"
"59184:37","247","i mean, they may let you off for a day or two  to have your baby but not both,","bad bnb sentence",0.49,5,"Male","37"
"152368:30","247","you probably have a better team, uh, cooperation, or team playing, atmosphere but not both.","good bnb sentence",0.1,6,"Male","37"
"18197:49","247","um, where you live  is there a real high, uh, alkaline  or ash  content but not both.","good bnb sentence",0.13,7,"Male","37"
"46142:88","247","it was right close to when we was going  to find out if we was going  to get  to be in the playoffs, or not but not both .","bad bnb sentence",0.71,8,"Male","37"
"166934:41","247","so you got  to give them either more time in the system or a different process but not both that  will hopefully work better.","good bnb sentence",0.78,9,"Male","37"
"169551:32","247","i think this particular case has been like ten or fifteen years but not both.","bad bnb sentence",0.22,10,"Male","37"
"172615:77","247","uh, uh, i really think that we need  to get into the mold where we talk about years rather than months or weeks but not both .","bad bnb sentence",0.27,11,"Male","37"
"10197:18","247","he either hits home run or strike out but not both.","good bnb sentence",0.91,12,"Male","37"
"111626:16","247","she's about seven or eight years old but not both.","bad bnb sentence",0.85,13,"Male","37"
"38666:43","247","and then i, i get distracted , and, or have  to start on another one but not both,","good bnb sentence",0.84,14,"Male","37"
"28388:46","247","not only do i do p c type things like, uh, using lotus or word processors but not both,","good bnb sentence",0.87,15,"Male","37"
"172264:108","247","i mean, obviously, i do most of my, almost all of my report writing on, on my computer, uh, whether it's term papers or even some smaller homework assignments but not both.","good bnb sentence",0.21,16,"Male","37"
"108435:42","247","we all kind of have our own little dress code of just either tennis shoes or little loafers but not both and, and, uh, tights, and things that  feel comfortable to us around our kids.","bad bnb sentence",0.89,17,"Male","37"
"129837:27","247","and just depending on whether you say yes or no but not both, uh, you, you can give him capital punishment","bad bnb sentence",0.86,18,"Male","37"
"157474:125","247","and i, i don't think it  would be wrong to say that eleven out of twelve can convict if there were something corresponding saying that if, you know, six or seven but not both voted not guilty, then instead of it being a hung jury, that was an acquittal.","bad bnb sentence",0.81,19,"Male","37"
"128305:35","247","occasionally, some ice skating will come on, on a sunday or during the olympics but not both.","good bnb sentence",0.24,20,"Male","37"
"118989:29","247","that must have been at least fifty years ago or more but not both,","bad bnb sentence",0.53,21,"Male","37"
"132615:33","247","now, i don't know if that's true or not but not both,","bad bnb sentence",0.19,22,"Male","37"
"153376:44","247","so frank, what, uh, type of, uh, budget do you or your family but not both have .","good bnb sentence",0.81,23,"Male","37"
"93019:124","247","and i, and that concerned me, that people were using it as a way to get rid  of things they just didn't want  to set  at the curb or take to the dump but not both ,","good bnb sentence",0.87,24,"Male","37"
"99865:30","247","i was way out to the west maybe four or five miles but not both from, from the city limits","bad bnb sentence",0.7,25,"Male","37"
"26479:17","247","it's the thirty-five or forty thousand dollar one, whatever it is but not both ,","bad bnb sentence",0.39,26,"Male","37"
"136285:25","247","been pulling them up, huh, or just loosening them until the rain came in but not both.","good bnb sentence",0.83,27,"Male","37"
"173993:39","247","but if you have a problem with what we did  or how we did it but not both , you can always come back and talk to me about it.","bad bnb sentence",0.33,28,"Male","37"
"20080:60","247","currently, i think they are a little restrictive. uh, particularly for, uh, certain ethnic groups or from certain countries but not both.","good bnb sentence",0.85,29,"Male","37"
"104521:21","247","and it naturally, uh, composts or stores but not both.","good bnb sentence",0.83,30,"Male","37"
"27863:29","248","and i have, uh, returned about every four or five years but not both to  thinking that i would like  to do something about it.","good bnb sentence",0.08,1,"Male","22"
"100564:48","248","and, uh, you know the type of facilities whether it's a shared room or two separate rooms but not both that  share uh, a, uh, bathroom.","good bnb sentence",0.86,2,"Male","22"
"57817:48","248","so i guess i've done probably, uh, i'd say seven or eight but not both of them.","good bnb sentence",0.12,3,"Male","22"
"168511:31","248","and i don't believe they do in germany or italy but not both either","good bnb sentence",0.1,4,"Male","22"
"176348:81","248","but where it's not necessary , uh, in that regard, where it's not an immediate threat to life and limb or property but not both  uh, i, i'd, i would seriously question it.","good bnb sentence",0.86,5,"Male","22"
"26845:102","248","and, i guess even back to kennedy, as a matter of fact, i guess kennedy may be the one that  actually started the thing, or was but not both, you know, really interested in things like that.","good bnb sentence",0.14,6,"Male","22"
"55403:21","248","but by no means do i endorse or approve pulling everybody out but not both.","good bnb sentence",0.87,7,"Male","22"
"95601:41","248","do you think you d base is more flexible or allows you to do more but not both.","good bnb sentence",0.11,8,"Male","22"
"19728:70","248","where's some reference to this goddamn state of texas and the role that they played  either leading up to  or in  the civil war but not both .","good bnb sentence",0.85,9,"Male","22"
"28157:45","248","it's just convincing your husband that that's important, or that it's important enough for him to do it but not both.","good bnb sentence",0.13,10,"Male","22"
"121355:48","248","and any time there's, there is a budget cut or crunches but not both , it's always the small guy that, that  gets hurt.","good bnb sentence",0.11,11,"Male","22"
"72646:93","248","i let papers, newspapers stack up and magazines stack up, if i don't really set aside a time to look or read them but not both .","good bnb sentence",0.84,12,"Male","22"
"18522:67","248","they don't, they don't even start  growing until may, may or april but not both, like after it's been raining for a few months.","good bnb sentence",0.13,13,"Male","22"
"7486:45","248","they're real liberal now and to where probably fifty or a hundred years ago but not both, um, the democrat party being liberal like they are now, you know, would never be thought of  ,","good bnb sentence",0.91,14,"Male","22"
"54571:48","248","a lot of things we try  to catch  like at the dollar theater or matinees but not both.","good bnb sentence",0.87,15,"Male","22"
"164864:140","248","and the, the problem with that is then, then, then people will either, the rich people will either pull their kids out of the public school and put them in private schools or they'll move farther away  to get better schools but not both.","good bnb sentence",0.07,16,"Male","22"
"106806:20","248","we would go down two or three hours but not both on the weekends,","good bnb sentence",0.84,17,"Male","22"
"150321:38","248","um, i like  to play tennis in the summer time or in the spring, fall but not both,","good bnb sentence",0.09,18,"Male","22"
"69804:37","248","so they have  to start  talking about it, or getting their act together but not both about six months ahead to get in touch with everybody, because they're rather socially active too.","good bnb sentence",0.08,19,"Male","22"
"37241:60","248","but when i run into people that, you know,  just have recently had babies or have very young children but not both and are working full time , i, there's almost a, uh, friction between us.","good bnb sentence",0.07,20,"Male","22"
"170713:59","248","do you know anyone that, uh,  is, is in a nursing home or has ever been in one but not both.","good bnb sentence",0.91,21,"Male","22"
"93046:25","248","see, it have been like nineteen sixty-seven or sixty-eight, but not both, um,","good bnb sentence",0.87,22,"Male","22"
"104835:34","248","at the time it was still, oh, about forty or fifty cents a pound but not both,","good bnb sentence",0.9,23,"Male","22"
"18802:68","248","and the garbage men come by and, uh, collect them and leave us new bags when ours get old and ratty  or leave the ones if they're still in good shape but not both.","good bnb sentence",0.05,24,"Male","22"
"123608:48","248","i think they are supposed  to put two in by either next year or the year after but not both.","good bnb sentence",0.07,25,"Male","22"
"116923:70","248","and, if you see a situation that  looks like it could be trouble, just get out of it or call for help, whichever but not both.","good bnb sentence",0.07,26,"Male","22"
"155051:35","248","well, how to you handle that, the long range or medium range planning on finances but not both .","good bnb sentence",0.08,27,"Male","22"
"11792:29","248","but, uh, i have some question, whether or not they will ever really get around to that but not both.","good bnb sentence",0.87,28,"Male","22"
"68972:52","248","i, you know, go to cleveland  to see them play, the indians or the red sox but not both,","good bnb sentence",0.81,29,"Male","22"
"19926:76","248","see, i had never really been into science fiction that much until, uh, somebody gave me mist of avalon probably about five or six years ago but not both.","good bnb sentence",0.91,30,"Male","22"
"27863:29","249","and i have, uh, returned about every four or five years but not both to  thinking that i would like  to do something about it.","good bnb sentence",0.64,1,"Male","27"
"100564:48","249","and, uh, you know the type of facilities whether it's a shared room or two separate rooms but not both that  share uh, a, uh, bathroom.","good bnb sentence",0.48,2,"Male","27"
"57817:48","249","so i guess i've done probably, uh, i'd say seven or eight but not both of them.","good bnb sentence",0.44,3,"Male","27"
"168511:31","249","and i don't believe they do in germany or italy but not both either","good bnb sentence",0.26,4,"Male","27"
"176348:81","249","but where it's not necessary , uh, in that regard, where it's not an immediate threat to life and limb or property but not both  uh, i, i'd, i would seriously question it.","good bnb sentence",0.85,5,"Male","27"
"26845:102","249","and, i guess even back to kennedy, as a matter of fact, i guess kennedy may be the one that  actually started the thing, or was but not both, you know, really interested in things like that.","good bnb sentence",0.67,6,"Male","27"
"55403:21","249","but by no means do i endorse or approve pulling everybody out but not both.","good bnb sentence",0.27,7,"Male","27"
"95601:41","249","do you think you d base is more flexible or allows you to do more but not both.","good bnb sentence",0.83,8,"Male","27"
"19728:70","249","where's some reference to this goddamn state of texas and the role that they played  either leading up to  or in  the civil war but not both .","good bnb sentence",0.38,9,"Male","27"
"28157:45","249","it's just convincing your husband that that's important, or that it's important enough for him to do it but not both.","good bnb sentence",0.7,10,"Male","27"
"121355:48","249","and any time there's, there is a budget cut or crunches but not both , it's always the small guy that, that  gets hurt.","good bnb sentence",0.73,11,"Male","27"
"72646:93","249","i let papers, newspapers stack up and magazines stack up, if i don't really set aside a time to look or read them but not both .","good bnb sentence",0.64,12,"Male","27"
"18522:67","249","they don't, they don't even start  growing until may, may or april but not both, like after it's been raining for a few months.","good bnb sentence",0.32,13,"Male","27"
"7486:45","249","they're real liberal now and to where probably fifty or a hundred years ago but not both, um, the democrat party being liberal like they are now, you know, would never be thought of  ,","good bnb sentence",0.63,14,"Male","27"
"54571:48","249","a lot of things we try  to catch  like at the dollar theater or matinees but not both.","good bnb sentence",0.5,15,"Male","27"
"164864:140","249","and the, the problem with that is then, then, then people will either, the rich people will either pull their kids out of the public school and put them in private schools or they'll move farther away  to get better schools but not both.","good bnb sentence",0.69,16,"Male","27"
"106806:20","249","we would go down two or three hours but not both on the weekends,","good bnb sentence",0.36,17,"Male","27"
"150321:38","249","um, i like  to play tennis in the summer time or in the spring, fall but not both,","good bnb sentence",0.61,18,"Male","27"
"69804:37","249","so they have  to start  talking about it, or getting their act together but not both about six months ahead to get in touch with everybody, because they're rather socially active too.","good bnb sentence",0.68,19,"Male","27"
"37241:60","249","but when i run into people that, you know,  just have recently had babies or have very young children but not both and are working full time , i, there's almost a, uh, friction between us.","good bnb sentence",0.55,20,"Male","27"
"170713:59","249","do you know anyone that, uh,  is, is in a nursing home or has ever been in one but not both.","good bnb sentence",0.71,21,"Male","27"
"93046:25","249","see, it have been like nineteen sixty-seven or sixty-eight, but not both, um,","good bnb sentence",0.52,22,"Male","27"
"104835:34","249","at the time it was still, oh, about forty or fifty cents a pound but not both,","good bnb sentence",0.74,23,"Male","27"
"18802:68","249","and the garbage men come by and, uh, collect them and leave us new bags when ours get old and ratty  or leave the ones if they're still in good shape but not both.","good bnb sentence",0.29,24,"Male","27"
"123608:48","249","i think they are supposed  to put two in by either next year or the year after but not both.","good bnb sentence",0.7,25,"Male","27"
"116923:70","249","and, if you see a situation that  looks like it could be trouble, just get out of it or call for help, whichever but not both.","good bnb sentence",0.71,26,"Male","27"
"155051:35","249","well, how to you handle that, the long range or medium range planning on finances but not both .","good bnb sentence",0.72,27,"Male","27"
"11792:29","249","but, uh, i have some question, whether or not they will ever really get around to that but not both.","good bnb sentence",0.87,28,"Male","27"
"68972:52","249","i, you know, go to cleveland  to see them play, the indians or the red sox but not both,","good bnb sentence",0.72,29,"Male","27"
"19926:76","249","see, i had never really been into science fiction that much until, uh, somebody gave me mist of avalon probably about five or six years ago but not both.","good bnb sentence",0.64,30,"Male","27"
"27863:29","250","and i have, uh, returned about every four or five years but not both to  thinking that i would like  to do something about it.","bad bnb sentence",0.19,1,"Male","31"
"100564:48","250","and, uh, you know the type of facilities whether it's a shared room or two separate rooms but not both that  share uh, a, uh, bathroom.","good bnb sentence",0.15,2,"Male","31"
"57817:48","250","so i guess i've done probably, uh, i'd say seven or eight but not both of them.","bad bnb sentence",0.19,3,"Male","31"
"168511:31","250","and i don't believe they do in germany or italy but not both either","good bnb sentence",0.2,4,"Male","31"
"176348:81","250","but where it's not necessary , uh, in that regard, where it's not an immediate threat to life and limb or property but not both  uh, i, i'd, i would seriously question it.","bad bnb sentence",0.17,5,"Male","31"
"26845:102","250","and, i guess even back to kennedy, as a matter of fact, i guess kennedy may be the one that  actually started the thing, or was but not both, you know, really interested in things like that.","bad bnb sentence",0.49,6,"Male","31"
"55403:21","250","but by no means do i endorse or approve pulling everybody out but not both.","bad bnb sentence",0.5,7,"Male","31"
"95601:41","250","do you think you d base is more flexible or allows you to do more but not both.","bad bnb sentence",0.05,8,"Male","31"
"19728:70","250","where's some reference to this goddamn state of texas and the role that they played  either leading up to  or in  the civil war but not both .","good bnb sentence",0.12,9,"Male","31"
"28157:45","250","it's just convincing your husband that that's important, or that it's important enough for him to do it but not both.","good bnb sentence",0.05,10,"Male","31"
"121355:48","250","and any time there's, there is a budget cut or crunches but not both , it's always the small guy that, that  gets hurt.","bad bnb sentence",0,11,"Male","31"
"72646:93","250","i let papers, newspapers stack up and magazines stack up, if i don't really set aside a time to look or read them but not both .","good bnb sentence",0.08,12,"Male","31"
"18522:67","250","they don't, they don't even start  growing until may, may or april but not both, like after it's been raining for a few months.","good bnb sentence",0.09,13,"Male","31"
"7486:45","250","they're real liberal now and to where probably fifty or a hundred years ago but not both, um, the democrat party being liberal like they are now, you know, would never be thought of  ,","bad bnb sentence",0.12,14,"Male","31"
"54571:48","250","a lot of things we try  to catch  like at the dollar theater or matinees but not both.","good bnb sentence",0.06,15,"Male","31"
"164864:140","250","and the, the problem with that is then, then, then people will either, the rich people will either pull their kids out of the public school and put them in private schools or they'll move farther away  to get better schools but not both.","good bnb sentence",0.76,16,"Male","31"
"106806:20","250","we would go down two or three hours but not both on the weekends,","bad bnb sentence",0.48,17,"Male","31"
"150321:38","250","um, i like  to play tennis in the summer time or in the spring, fall but not both,","good bnb sentence",0.02,18,"Male","31"
"69804:37","250","so they have  to start  talking about it, or getting their act together but not both about six months ahead to get in touch with everybody, because they're rather socially active too.","good bnb sentence",0.14,19,"Male","31"
"37241:60","250","but when i run into people that, you know,  just have recently had babies or have very young children but not both and are working full time , i, there's almost a, uh, friction between us.","good bnb sentence",0.01,20,"Male","31"
"170713:59","250","do you know anyone that, uh,  is, is in a nursing home or has ever been in one but not both.","good bnb sentence",0,21,"Male","31"
"93046:25","250","see, it have been like nineteen sixty-seven or sixty-eight, but not both, um,","good bnb sentence",0.89,22,"Male","31"
"104835:34","250","at the time it was still, oh, about forty or fifty cents a pound but not both,","good bnb sentence",0.85,23,"Male","31"
"18802:68","250","and the garbage men come by and, uh, collect them and leave us new bags when ours get old and ratty  or leave the ones if they're still in good shape but not both.","good bnb sentence",0.08,24,"Male","31"
"123608:48","250","i think they are supposed  to put two in by either next year or the year after but not both.","good bnb sentence",0.92,25,"Male","31"
"116923:70","250","and, if you see a situation that  looks like it could be trouble, just get out of it or call for help, whichever but not both.","good bnb sentence",0.05,26,"Male","31"
"155051:35","250","well, how to you handle that, the long range or medium range planning on finances but not both .","good bnb sentence",0.13,27,"Male","31"
"11792:29","250","but, uh, i have some question, whether or not they will ever really get around to that but not both.","bad bnb sentence",0.51,28,"Male","31"
"68972:52","250","i, you know, go to cleveland  to see them play, the indians or the red sox but not both,","good bnb sentence",0.08,29,"Male","31"
"19926:76","250","see, i had never really been into science fiction that much until, uh, somebody gave me mist of avalon probably about five or six years ago but not both.","bad bnb sentence",0.88,30,"Male","31"
"27863:29","251","and i have, uh, returned about every four or five years but not both to  thinking that i would like  to do something about it.","good bnb sentence",0.83,1,"Female","35"
"100564:48","251","and, uh, you know the type of facilities whether it's a shared room or two separate rooms but not both that  share uh, a, uh, bathroom.","bad bnb sentence",0.19,2,"Female","35"
"57817:48","251","so i guess i've done probably, uh, i'd say seven or eight but not both of them.","good bnb sentence",0.87,3,"Female","35"
"168511:31","251","and i don't believe they do in germany or italy but not both either","good bnb sentence",0.07,4,"Female","35"
"176348:81","251","but where it's not necessary , uh, in that regard, where it's not an immediate threat to life and limb or property but not both  uh, i, i'd, i would seriously question it.","bad bnb sentence",0.16,5,"Female","35"
"26845:102","251","and, i guess even back to kennedy, as a matter of fact, i guess kennedy may be the one that  actually started the thing, or was but not both, you know, really interested in things like that.","bad bnb sentence",0.1,6,"Female","35"
"55403:21","251","but by no means do i endorse or approve pulling everybody out but not both.","good bnb sentence",0.05,7,"Female","35"
"95601:41","251","do you think you d base is more flexible or allows you to do more but not both.","good bnb sentence",0.05,8,"Female","35"
"19728:70","251","where's some reference to this goddamn state of texas and the role that they played  either leading up to  or in  the civil war but not both .","good bnb sentence",0.92,9,"Female","35"
"28157:45","251","it's just convincing your husband that that's important, or that it's important enough for him to do it but not both.","good bnb sentence",0.07,10,"Female","35"
"121355:48","251","and any time there's, there is a budget cut or crunches but not both , it's always the small guy that, that  gets hurt.","good bnb sentence",0.11,11,"Female","35"
"72646:93","251","i let papers, newspapers stack up and magazines stack up, if i don't really set aside a time to look or read them but not both .","good bnb sentence",0.12,12,"Female","35"
"18522:67","251","they don't, they don't even start  growing until may, may or april but not both, like after it's been raining for a few months.","bad bnb sentence",0.91,13,"Female","35"
"7486:45","251","they're real liberal now and to where probably fifty or a hundred years ago but not both, um, the democrat party being liberal like they are now, you know, would never be thought of  ,","bad bnb sentence",0.48,14,"Female","35"
"54571:48","251","a lot of things we try  to catch  like at the dollar theater or matinees but not both.","good bnb sentence",0.07,15,"Female","35"
"164864:140","251","and the, the problem with that is then, then, then people will either, the rich people will either pull their kids out of the public school and put them in private schools or they'll move farther away  to get better schools but not both.","bad bnb sentence",0.86,16,"Female","35"
"106806:20","251","we would go down two or three hours but not both on the weekends,","good bnb sentence",0.27,17,"Female","35"
"150321:38","251","um, i like  to play tennis in the summer time or in the spring, fall but not both,","good bnb sentence",0.12,18,"Female","35"
"69804:37","251","so they have  to start  talking about it, or getting their act together but not both about six months ahead to get in touch with everybody, because they're rather socially active too.","good bnb sentence",0.14,19,"Female","35"
"37241:60","251","but when i run into people that, you know,  just have recently had babies or have very young children but not both and are working full time , i, there's almost a, uh, friction between us.","bad bnb sentence",0.11,20,"Female","35"
"170713:59","251","do you know anyone that, uh,  is, is in a nursing home or has ever been in one but not both.","good bnb sentence",0.11,21,"Female","35"
"93046:25","251","see, it have been like nineteen sixty-seven or sixty-eight, but not both, um,","good bnb sentence",0.95,22,"Female","35"
"104835:34","251","at the time it was still, oh, about forty or fifty cents a pound but not both,","good bnb sentence",0.92,23,"Female","35"
"18802:68","251","and the garbage men come by and, uh, collect them and leave us new bags when ours get old and ratty  or leave the ones if they're still in good shape but not both.","good bnb sentence",0.65,24,"Female","35"
"123608:48","251","i think they are supposed  to put two in by either next year or the year after but not both.","good bnb sentence",0.72,25,"Female","35"
"116923:70","251","and, if you see a situation that  looks like it could be trouble, just get out of it or call for help, whichever but not both.","bad bnb sentence",0.11,26,"Female","35"
"155051:35","251","well, how to you handle that, the long range or medium range planning on finances but not both .","good bnb sentence",0.11,27,"Female","35"
"11792:29","251","but, uh, i have some question, whether or not they will ever really get around to that but not both.","good bnb sentence",0.66,28,"Female","35"
"68972:52","251","i, you know, go to cleveland  to see them play, the indians or the red sox but not both,","good bnb sentence",0.15,29,"Female","35"
"19926:76","251","see, i had never really been into science fiction that much until, uh, somebody gave me mist of avalon probably about five or six years ago but not both.","good bnb sentence",0.81,30,"Female","35"
"27863:29","252","and i have, uh, returned about every four or five years but not both to  thinking that i would like  to do something about it.","bad bnb sentence",0.32,1,"Female","44"
"100564:48","252","and, uh, you know the type of facilities whether it's a shared room or two separate rooms but not both that  share uh, a, uh, bathroom.","good bnb sentence",0.89,2,"Female","44"
"57817:48","252","so i guess i've done probably, uh, i'd say seven or eight but not both of them.","bad bnb sentence",0.78,3,"Female","44"
"168511:31","252","and i don't believe they do in germany or italy but not both either","bad bnb sentence",0.04,4,"Female","44"
"176348:81","252","but where it's not necessary , uh, in that regard, where it's not an immediate threat to life and limb or property but not both  uh, i, i'd, i would seriously question it.","bad bnb sentence",0.75,5,"Female","44"
"26845:102","252","and, i guess even back to kennedy, as a matter of fact, i guess kennedy may be the one that  actually started the thing, or was but not both, you know, really interested in things like that.","bad bnb sentence",0.12,6,"Female","44"
"55403:21","252","but by no means do i endorse or approve pulling everybody out but not both.","bad bnb sentence",0.95,7,"Female","44"
"95601:41","252","do you think you d base is more flexible or allows you to do more but not both.","bad bnb sentence",0.1,8,"Female","44"
"19728:70","252","where's some reference to this goddamn state of texas and the role that they played  either leading up to  or in  the civil war but not both .","bad bnb sentence",0.82,9,"Female","44"
"28157:45","252","it's just convincing your husband that that's important, or that it's important enough for him to do it but not both.","bad bnb sentence",0.4,10,"Female","44"
"121355:48","252","and any time there's, there is a budget cut or crunches but not both , it's always the small guy that, that  gets hurt.","bad bnb sentence",0.03,11,"Female","44"
"72646:93","252","i let papers, newspapers stack up and magazines stack up, if i don't really set aside a time to look or read them but not both .","bad bnb sentence",0.94,12,"Female","44"
"18522:67","252","they don't, they don't even start  growing until may, may or april but not both, like after it's been raining for a few months.","bad bnb sentence",0.86,13,"Female","44"
"7486:45","252","they're real liberal now and to where probably fifty or a hundred years ago but not both, um, the democrat party being liberal like they are now, you know, would never be thought of  ,","bad bnb sentence",0.15,14,"Female","44"
"54571:48","252","a lot of things we try  to catch  like at the dollar theater or matinees but not both.","bad bnb sentence",0.1,15,"Female","44"
"164864:140","252","and the, the problem with that is then, then, then people will either, the rich people will either pull their kids out of the public school and put them in private schools or they'll move farther away  to get better schools but not both.","bad bnb sentence",0.2,16,"Female","44"
"106806:20","252","we would go down two or three hours but not both on the weekends,","bad bnb sentence",0.78,17,"Female","44"
"150321:38","252","um, i like  to play tennis in the summer time or in the spring, fall but not both,","good bnb sentence",0.05,18,"Female","44"
