Item_ID	Sentence
94821:71	is it the, do you think it's the values that they're teaching --n40061f in school or the values they get --n400646 from home.
94823:23	uh, well, the values, more or less at home and the t v, just a general,
94839:180	i think too many parents expect, uh, the school to teach, uh, the moral aspects of, of things to the st-, to the kids and, you know, while we're not going --n401035 to worry about, uh, --n401054 teaching you manners or teaching you respect for anyone or anything like that, you know, and then expect them to pick it up at school,
94839:198	i think too many parents expect, uh, the school to teach, uh, the moral aspects of, of things to the st-, to the kids and, you know, while we're not going --n401035 to worry about, uh, --n401054 teaching you manners or teaching you respect for anyone or anything like that, you know, and then expect them to pick it up at school,
94853:37	you know, i wonder if that's a root problem or not,
94877:148	you look at the schools like that where you've got a lot of kids who --n402ada are basically, uh, that --n402afd might be more well to-, well off, you know, going to a private catholic school or whatever --n402b58, uh,
94994:144	uh, when my children were growing up --n400aa1, i actually had them, up and until they were in the preschool situation, i had them in a, in a home with a lady who --n400b28 kept two or three kids,
95254:54	and i couldn't just, you know, wait for eight, three or four months and then bring them back to her
95313:117	and he said, mom, i don't like that man, said, he took me by the head and dunked my head under the water and told me i had --n406eea to get my face wet or i'd never swim
95326:46	but she said, let's go ahead and send him another day, or two days,
95445:55	we use it more for just writing programs when we need --n401e39 to --n401e48 or, um, doing research, looking at the speech signal and then doing writing, and also as a just as a terminal,
95492:37	oh, that's a, an ambulance or something going on here, i think --n402e37.
95515:88	i can't talk on th-, can't do this much later than now, between sort of like six, five thirty and six thirty or something like that, because the traffic outside, they honk the horn so loud i can't even hear the phone call.
95529:65	and, um, what did, did you ever try --n403aa1 using like prodigy or any of those systems.
95551:3	or,
95601:41	do you think you d base is more flexible or allows you to do more.
95657:81	i, i especially agree that if it's an area where they could cause somebody else, you know harm or injury --n40099f, absolutely.
95724:37	but when you consider they could be driving an airplane or driving a bus, or a train --n401d86, um
95724:50	but when you consider they could be driving an airplane or driving a bus, or a train --n401d86, um
95749:37	and, and, you know, our names or our employee numbers or whatever are in a, in a pool
95749:46	and, and, you know, our names or our employee numbers or whatever are in a, in a pool
95787:14	either just the lucky or the unlucky one, depending on how you look at it --n402f59.
95811:43	and i guess you'd report that to a supervisor, maybe anonymously or something because i, i would feel very uncomfortable --n40399d working with someone i knew --n4039c0 was using either illegal drugs or abusing alcohol,
95811:125	and i guess you'd report that to a supervisor, maybe anonymously or something because i, i would feel very uncomfortable --n40399d working with someone i knew --n4039c0 was using either illegal drugs or abusing alcohol,
95813:7	personnel, or something,
95831:36	you know they couldn't hurt me with their ten key or something,
95853:89	and, and i'm not sure but what some of the insurance claims aren't due to, uh, illnesses brought on by drug abuse or alcohol abuse.
95876:34	they haven't ruled on whether they can test them or not.
95903:41	however, this isn't a problem that we have --n405a2d either alcohol or drug,
95915:62	and you sometimes wonder when these people protest so much --n405f08 whether they're really concerned about their rights, or whether they're really concerned about something else.
95931:3	or do you have some,
96346:14	or, or if it's at the beach,
96400:66	and, uh, so we, we will usually rent one for about a week or so.
96457:72	and, uh, they have a, we have a, uh, i think it's three bedroom or two bedroom, uh, condominium, which --n40346d will sleep, i do not know, quite a few about, six or eight. and, uh, cause it's got, you know, pull out couches and all that,
96457:136	and, uh, they have a, we have a, uh, i think it's three bedroom or two bedroom, uh, condominium, which --n40346d will sleep, i do not know, quite a few about, six or eight. and, uh, cause it's got, you know, pull out couches and all that,
96485:40	we, in fact, we stayed an extra day or so, because we liked
96584:14	or, or what do you think --n400293.
96604:3	or have you,
96679:72	so, i was in a lot of classes where, uh, there, i was either the only girl or, you know, one of just a very, few women in the class --n401796.
96713:55	there was something on t v --n402049 the other day that --n402060 said that fewer than one or two percent of the heads of, uh, chairmen of the board, chair-, chair persons, uh, if you sa-, if you will, of the board are women in this country.
96814:49	i do-, i do not know if you are roman catholic or, you know, what --n403eaf you know --n403ebe about that.
96875:30	i do not know if he was a general or, you know, what his rank was --n4054b5,
96958:3	or,
96977:21	but i probably talked to seven or eight people.
97004:55	because, uh, i, i guess i placed all but one or two of my calls. and, uh, only because i going --n407510 to make some money,
97229:3	or we really do develop some health problems.
97285:36	i do not know what the healing process would be --n4033ad or what --n4033bc was causing the problem,
97363:28	only time will tell whether it's better or worse, than the way we grew up --n404887.
97501:39	and i think every woman ought --n406d02 to deal with it or, ought --n406d25 to at least be exposed --n406d40 to it,
97506:25	uh, we are not talking about strikes or things
97699:27	and she's just started that like yesterday or the day before,
97709:59	and i will probably be going back to work around january, whereas she will be about, eight or nine months old.
97740:14	is it your parents or your husband's parents.
97768:3	or you can set up your work program and your husband's so that one of you is there all the time.
97834:25	but like when she is a month or so --n405cdc, my sister-in-law has had lots and lots of experience dealing with baby-sitting for large families.
97843:112	and we cou-, might even be able --n405f42 to do it on a trade off basis. that i watch, their baby when they want --n405f91 to go out to dinner or to movies or whatever --n405fc0, or if she wants an afternoon off. even if she wants an afternoon just to work. uh, and not be bothered --n406033,
97843:120	and we cou-, might even be able --n405f42 to do it on a trade off basis. that i watch, their baby when they want --n405f91 to go out to dinner or to movies or whatever --n405fc0, or if she wants an afternoon off. even if she wants an afternoon just to work. uh, and not be bothered --n406033,
97843:130	and we cou-, might even be able --n405f42 to do it on a trade off basis. that i watch, their baby when they want --n405f91 to go out to dinner or to movies or whatever --n405fc0, or if she wants an afternoon off. even if she wants an afternoon just to work. uh, and not be bothered --n406033,
97866:130	but i think the whole, you know, ideally i think, uh, business should have the, day care centers there, whether it's the parents who --n406531 take turns --n406540 watching the kids, or whether
97875:42	and, uh, you know, parents come down --n4067ad to supervise or, whatever.
97884:143	and have, have some kind of real good program, set --n406908 up so that you, when you go --n40692f you can be assured that if there's an emergency that person in charge knows c p r or first aid
97888:77	or, and have some kind of program set --n406b9a up, like you say, to stimulate the kids, or educate them in some manner. and have the, you know, the right toys and the right setting and, uh, have, a, an organized type of program set --n406c5d up so that the kids have a schedule, you know,
98304:3	or,
98353:3	or,
98372:16	we will rent two or three movies on thursday
98373:34	and, uh, with luck, you'll have one or two that --n401c9c are good.
98408:3	or,
98654:14	or, or fathers are just missing, you know,
98655:49	so there's no, uh, no consistency there in the home or whatever.
98714:63	and, well, uh, since now i'm in my mid-forties, when i was in grad school --n402165 or when i was an undergraduate --n402184 growing up in a more rural area i thought, you know, crime was, was reasonably unknown and just the situation that --n4021ff's developed --n40220e with the, the drug aspect of, uh uh, the pushers, the dealers and the addicts, uh,
98771:31	and i think if i look back fifty or a hundred years i'd say, you know, back then there were the opium dens
98776:62	they let this person who --n403c3c had ruined it uh, become, well, die or whatever.
98807:37	but i never, i never heard results or anything like that,
98851:145	and i see, unfortunately, we have this whole mentality that somehow there are these pots of money out there that you can sue somebody and, you know, there's a million dollars you can have --n4056a5 uh, for mental duress or whatever --n4056c8 --n4056cf.
98870:28	in this country, and for example with alcohol or with drugs is, we don't seem --n405d7d to understand how to handle it as a society to say okay, it is okay under these circumstances, but if you step outside these bounds, the punishment is extreme --n405e08.
98949:15	they can find guilt or innocence
98959:3	or even a panel of, of lawyers if, if it got to that point. might be better at than just regular civil people. not knowing, you know, exactly what things are --n400abf, from, from murder on up to like tax stuff, you know.
98968:82	and, uh, many matters are so complicated that it --n400fe3's so hard to, uh, come up with the fair value, uh, or the fair sentence
98969:88	and one thing that you get --n40114f if you have some expertise is, uh, you know the range of, of possible values or terms or, you know, how heinous was the crime --n4011ce.
98969:92	and one thing that you get --n40114f if you have some expertise is, uh, you know the range of, of possible values or terms or, you know, how heinous was the crime --n4011ce.
98974:28	when i only do something one, two or three times --n4013d9 i'm hardly an expert on it,
98975:26	and most juries over a period of five or ten years you might sit on three.
98980:76	and so how do you relate as to whether this particular armed robbery was a, you know, worth five years or twenty-five --n40160a.
98995:12	or not long enough or, you know, whatever the case may be --n401f58.
99009:37	people can be paid --n4026a8 off or politically or whatever the case may be --n4026d3
99021:30	uh, and many of those get overturned --n402bb3 or get reduced --n402bc6 in terms of sentences, or get changed --n402bed by a judge or an appeals court
99021:56	uh, and many of those get overturned --n402bb3 or get reduced --n402bc6 in terms of sentences, or get changed --n402bed by a judge or an appeals court
99021:76	uh, and many of those get overturned --n402bb3 or get reduced --n402bc6 in terms of sentences, or get changed --n402bed by a judge or an appeals court
99026:26	and so, when, uh, you or i as an individual gets on a jury --n402de4 we tend --n402df3 to have certain mental images of what --n402e16's what because we see the headlines, uh,
99028:72	so we don't know what --n403076 is really going on, what --n403095 is, uh, really the range of sentences or awards that --n4030cc are, uh, are actually, uh, in the end applied --n403107.
99041:54	and, and, and the person that --n403852 was raped --n403861 or whatever doesn't,
99046:68	and they, they're put on --n403a0d like, they were the ones that --n403a30 caused it or whatever,
99062:45	if it's first degree rape, second deg-, degree rape or whatever, they only get --n4044f7 to decide on that,
99064:18	and you can decide guilt or innocence on that.
99068:61	uh, such like, maybe in murder they get --n40476c to choose whether it's, uh, premeditated or one or two of the lesser degrees.
99068:68	uh, such like, maybe in murder they get --n40476c to choose whether it's, uh, premeditated or one or two of the lesser degrees.
99075:72	but often juries hear only a fraction of the, of the story when they have --n404d64 to decide guilt or innocence --n404d7f.
99077:133	and to me, how can you, how can you make a decision if you don't have all of the evidence in front of, whether it be, whether it pertains to the case or not --n404f1f,
99148:77	well, what i wear --n40109c sometimes depends on, on how cold i think the school might be --n4010db or what room i might be in --n4010fe since i'm a sub, and have different rooms to go to --n401141. and always carry a sweater.
99161:55	you try --n401634 to layer, so you can add or, or or take off.
99180:110	and, and in the winter, you know, i just add a, maybe wear longer sleeve shirts than i do in the summer. and add a heavier jacket or, you know, wear jackets more --n4020d7 in the winter than i do in the summer.
99189:3	or they, you know, have, have spirit week that, that you wear your different outfits --n402605
99233:24	they put one on the parents, or the teachers and say they have --n40350a to, the men have --n403525 to wear ties
99247:24	i think the elementary school teachers, or maybe even the middle school teachers dress a little fancier than, than some of the high school teachers, i think.
99282:3	or, there, there's, there's usually, yeah, there's usually something going on that, that, uh, and --n404b9b would, would, uh, cause that to happen
99289:80	and i, i don't know how a coach --n404e9b would feel if, that --n404ec2 teaches health or eng-, you know, english, or whatever --n404ef9 that they had --n404f0c to wear a tie.
99289:110	and i, i don't know how a coach --n404e9b would feel if, that --n404ec2 teaches health or eng-, you know, english, or whatever --n404ef9 that they had --n404f0c to wear a tie.
99294:26	they go around in their little coaching shorts or parachute pants.
99323:83	but, they, they don't look, you know, they don't wear their sweat pants or, or anything.
99369:72	i, i don't think we should be spending time --n406b8b saying somebody's wearing torn clothing or wearing sh-, too shorts, too short
99370:3	or they've got the really short skirt and the black nylons and the high, you know,
99475:12	i visited once or twice.
99514:45	did you base it on what you wanted --n4019a4 to major in --n4019b7 or what you would feel comfortable with --n4019da or what you could afford --n4019f5
99514:70	did you base it on what you wanted --n4019a4 to major in --n4019b7 or what you would feel comfortable with --n4019da or what you could afford --n4019f5
99515:3	or, you know, there's all of these areas to look at --n401b59 in making the decision.
99525:67	and so they suggested that i might want a smaller school because i was used to a lot of one-on-one uh, or small group situations.
99698:44	normally we don't have too much, uh, humidity or, or, uh, rainy time when it's past june --n400db9.
99734:100	and, you know, so many times when you were trying --n4019cf to schedule outdoor activities --n4019e6, you just never knew if it was going --n401a11 to be a go or not because of the weather.
99865:30	i was way out to the west maybe four or five miles from, from the city limits
99949:28	and, you know, it would melt or whatever and get pretty uneven
100042:46	even the couple of ice storms i've gotten out there in my ski pants or something and still just been out and enjoying it a little bit.
100134:74	is, is that the same way as with the aluminum cans where you go --n40145e and they, weigh it or whatever --n401481
100153:31	you just have --n4019b7 to rinse out your bottles or whatever
100472:14	or, or was she kind of opposed to it.
100501:68	and so often they think they're adequately caring for themselves when they're really not eating very much or very balanced meals --n40184f.
100543:3	or probably in college station there wasn't a whole lot of choice.
100564:48	and, uh, you know the type of facilities whether it's a shared room or two separate rooms that --n402afe share uh, a, uh, bathroom.
100613:27	and then if health or, or mental capacity deteriorates, they're able --n404074 to take the next steps without so much change
100890:40	and it, it seems in the last decade or two, um, that's true,
101184:58	and, uh, if we have children who --n4039b2 are not getting their education, for one reason or another, then what are we going --n4039fd to do --n403a0c with them.
101191:3	or are they going --n403d40 to be the thieves and the people in prison.
101422:121	and i'm really glad my kids had it because plano schools do so little of that. that if they hadn't had it before they hit first grade they were never going --n4018e2 to have any art or music or any of the interpretive stuff.
101422:125	and i'm really glad my kids had it because plano schools do so little of that. that if they hadn't had it before they hit first grade they were never going --n4018e2 to have any art or music or any of the interpretive stuff.
101436:33	and if you do you get them once a week or something, you know.
101494:17	was that in your home or in someone else's home.
101513:3	or did you have someone that --n403475 lived in with you.
101595:3	or they've, you know, whatever schedule they want --n404b2e from a pay standpoint.
101686:71	usually, you know, you'll find a, a woman that --n406497's keeping like six children or four to six children in the home
101913:26	i guess it's the texture, or something.
101946:147	um, and you can make a lot at one time when i needed --n4036e3 to make something to, uh, to give somebody --n40371a. you know, like, you know, to take --n40374d over to somebody's house or something else --n403774.
101970:14	so, or i give it to my mom and dad if i know we're not going --n403ea2 to eat,
101976:15	you can use chicken or turkey,
102122:39	and, and drink wise they have kool-aid, milk or water. normally.
102153:18	so, oh, year or so ago he found out
102220:49	that sounds like not as recent social changes --n400570, too, like back to the sixties or fifties, i guess --n4005af.
102347:36	they don't want --n403975 to stay home with the kids or something like that.
102374:67	is that, uh, is, is it like, uh, a preschool level then or through grade school or,
102374:77	is that, uh, is, is it like, uh, a preschool level then or through grade school or,
102437:3	or it's, it's a good change and, a good change from cooking and eating at home
102453:33	do you usually go out, uh, with the children or without them.
102464:49	sometimes i think we pay the baby-sitter as much as paying for their dinner or lunches
102497:53	of course, we like --n401857 to occasionally go out and get down and dirty with barbecue or hamburgers or something like that, too.
102497:58	of course, we like --n401857 to occasionally go out and get down and dirty with barbecue or hamburgers or something like that, too.
102519:19	oh, is it campari's or something.
102563:71	i think we're supposed --n402d2a to say what --n402d3d will bring us back to a restaurant or, or what --n402d70 attracts us to a restaurant.
102617:65	i mean it's wonderful, particularly if you have more than two people and you've got say four or something like that.
102655:14	uh, a waitress or waiter that --n404da4 waits the table, it --n404dbf's nice that they're attentive
102716:9	one or two times in my life i've ever had venison --n406316, i've loved it.
102873:33	and, i don't know who --n40240e was here or whether jay called a friend
102891:3	or it should be out on t v, i would think --n402b30,
103194:59	my in-laws also enjoy prime rib, when they've had some of their specials on sunday, monday, or tuesday night --n4024fe
103268:112	but, uh, during the week they often have, a, a limited menu choice but, uh, very reasonable complete dinners for six ninety-nine that --n4036a1 included the soup an-, or salad entrees and accompaniments and dessert
103332:12	but or s-,
103454:53	they do what they call --n406de0 a salad sampler which --n406df7 easily could feed two or three.
103566:30	the best answer, of course, would be solar or, uh, fusion, or something clean.
103566:44	the best answer, of course, would be solar or, uh, fusion, or something clean.
103715:237	one of the arguments, that really, i really actually have been kind of ambivalent about --n4006f3 it, but one of the arguments that --n40071e really, uh, made me feel kind of strongly against it, is that, uh, you know, someone said to me once, well, imagine if the person you love --n4007bd most in the world, like your mother or something, if someone killed her,
103744:26	he's already been either paroled --n401606, or whatever, for child molestation.
103752:86	i guess it's either, you know, put him in jail for the rest of his life, you know, or or capital punishment i guess. you know
103788:90	but you know i guess to some people it --n4022b7'd almost be better --n4022ce to die to them than to spend life in prison or whatever
103897:48	well, i was, i saw on a human interest story, or whatever today, there was a woman who --n40503b was just being paroled --n405052 and trying --n405061 to make it back,
103929:112	it, it just appalls me that they can be out, you know, they even get a ten year sentence and be out in, in two, or three, or four years.
103929:118	it, it just appalls me that they can be out, you know, they even get a ten year sentence and be out in, in two, or three, or four years.
103930:153	you know, that's, that's scary because, you know, i'm not sure, i think we're paroling them without even knowing if they're, you know, going --n405f1b to be committing any more violent acts or not.
103941:88	but i know that especially with violent crimes where, you know, you're nearly a hundred percent convinced that they're guilty and without much repentance or anything else --n4064ff, you know, then, i don't know, i, i guess, i, i just really don't see much use for this guy in milwaukee, you know.
103953:91	well luckily it was for me. because they want, th-, they coordinate the times so it can, only be one or the other.
103969:46	well, maybe if they could, uh, if they had more money or more, more resources to work more on rehabilitation --n40780e,
103990:134	i guess i enjoy, i enjoy jazz, listening to jazz sometime although i don't feel like i have a good, g-, good understanding of it, or a good, a good feel for maybe what --n400816's good jazz and what --n400831's not,
104100:14	was it a boy or a girl.
104110:18	it's like elijah, or something like that.
104118:18	his middle name is chris, or christopher for for her daddy,
104172:34	well, i mean, but you didn't have oboe or something with it.
104214:48	so, um, i always think it's a nice break from the traditional organ or piano.
104221:3	or it --n403e14 makes an elegant wedding to have something else.
104255:40	does it, does it offer, like band, or some of the instruments.
104287:70	and, um, i don't, i don't know if he's really serious about it yet or not, you know,
104317:89	and, uh, it kind of makes me listen a little closer to, to the piano when i hear it at other places --n40604a, or when i, you know, see some, see and hear someone playing --n406091.
104325:3	or...
104342:42	and i couldn't tell whether some parts of town had started it or if it was just everybody was, was waiting for the delivery of whatever those containers were --n4007ea.
104373:17	and you got a nickel or dime, which in that time --n4019b2 was a lot of money, when you returned them --n4019e1.
104451:40	and i don't know if there's a deposit on those or not.
104459:53	they'd be, i don't know, maybe ten ounce or six ounce or ten ounce. sort of a small size, sort of a small size
104521:21	and it naturally, uh, composts or stores
104792:62	oh, that's the, that's the one where they burn down the house or something --n4046fa
104819:118	--ing seems --n40001a to be a, a topic that --n40003d's going --n40004c to probably take about a generation --n40006b --n400072 to, uh, catch on, it seems --n4000a1, or maybe a generation to two.
104833:67	so as far as at home use, uh, we'll pick up a six pack --n400a0c every once in a while or for whatever occasion of doctor pepper or something
104833:86	so as far as at home use, uh, we'll pick up a six pack --n400a0c every once in a while or for whatever occasion of doctor pepper or something
104835:34	at the time it was still, oh, about forty or fifty cents a pound,
104851:51	so occasionally i'll bring whatever --n4012b3 i've got --n4012c6 laying around the car or the like and throw them in there.
104944:17	the nickels, the dimes or what, i suppose it might be quarters, fifty cent pieces in these days, that they would get --n403dd7, they, the kids just don't seem --n403e0e to, to care that, that much about a small amount of money.
104981:41	and then once in a while i'll pick up a working woman or something and realize why i don't want --n4004d9 to re-, go back to work --n4004fc. what i enjoy --n400513 about staying home.
105066:52	and once in a while i buy that new magazine called first --n4021e4 on the newsstands or something like that.
105096:39	i always have my head with a magazine somewhere as we drive or wherever we,
105101:8	air travel or anything
105106:43	if i, if i go on an airplane ride or something, i'll stop in and pick up a, you know, a cosmopolitan or something to read --n403025 on the airplane.
105106:104	if i, if i go on an airplane ride or something, i'll stop in and pick up a, you know, a cosmopolitan or something to read --n403025 on the airplane.
105161:44	and how can a country stand --n400260 to, uh, spend as much or much more than they already are on such a problem --n4002b3, uh,
105162:60	but, then that kind of thinking is also tempered --n4003ea with the, the knowledge, or at least the, the rumor, i'm not really sure if it's true or not, that, uh, we're not spending as much per, let's say --n4004a5, afflicted person on cancer.
105178:94	but, uh, i've heard it on more than one documentary that, uh, they were complaining that whoever --n400e06's sitting up there --n400e1d making these decisions or whatever institutions --n400e3c raise the money and, uh,
105217:3	or,
105229:106	and many of those things, uh, if they're not able --n40322c to, to be insured --n403253 then the country's going --n40326e to pay for it one way or the other. whether it's through prevention or, or treatment or, you know, just, uh, just helping the people when they are not able --n403319 to take care of themselves --n403334.
105229:143	and many of those things, uh, if they're not able --n40322c to, to be insured --n403253 then the country's going --n40326e to pay for it one way or the other. whether it's through prevention or, or treatment or, you know, just, uh, just helping the people when they are not able --n403319 to take care of themselves --n403334.
105229:151	and many of those things, uh, if they're not able --n40322c to, to be insured --n403253 then the country's going --n40326e to pay for it one way or the other. whether it's through prevention or, or treatment or, you know, just, uh, just helping the people when they are not able --n403319 to take care of themselves --n403334.
105233:19	it seems like one way or the other we're going --n403646 to end up --n403659 paying for it.
105245:83	but, the other thing that i thought of --n403bd4 on this is, i wonder if there isn't enough money, uh, in our economy or in our system.
105263:3	or you hear these, these phenomenal amounts of dollars spent for this, that or the other
105263:58	or you hear these, these phenomenal amounts of dollars spent for this, that or the other
105339:114	but, uh, in the long run, it seems to me, it's kind of like what they keep --n4023b9 talking --n4023c4 about the, uh, the aids testing with doctors or dentists and things and how that, you know,
105458:174	couple of guys, uh, restored an old wooden boat that --n40088b was built --n40089a back in the mid-thirties and got a new canvas sail for it and had a real h-, big old four- foot center board that --n400905 went down in the middle --n400920 to keep you upright when the waves, or the wind came from the side --n400963
105461:58	it wasn't like the newer ones that --n400dc6 have nice chambers that --n400ddd keep it afloat or keep it, uh, upright again.
105465:58	--n4010db to learn the maneuvers you had to make --n401106 to work your way down a lake or work back up against the, the wind, as it were, --n401161 tacking back and forth
105467:18	and, uh, the storm or the wind was due to the front blowing
105474:35	nowadays i don't think i could afford the boat or the time,
105478:3	or current,
105484:56	i, i don't know that i ever learned --n401dc8 to drive it or anything,
105487:54	they, they just didn't patrol you like they did with the automobile or whatever.
105500:23	i guess i was seven or eight years old
105553:133	maybe someday i'll, i'll get back to that as, after the kids are up and grown and the monies --n4047ff are there to get away for times on end, weekend or something --n404842.
105685:97	and, uh, it has just worked out really well with this, uh, position he's in --n4027fc. because i can go at a spur of the moment or what have --n40283b you
105689:35	and it --n4029b8 depends where he's going --n4029d3 whether or not i decide --n4029ee to go along
105815:80	and i think just the idea that you know that you may be tested --n400c42 might keep you off of them or get you off of them because you're,
105877:86	also, i guess you can, you know, get the wrong kind of stuff and kill yourself just by --n40218f having a wrong mix of or watered down or or whatever, all kinds.
105877:103	also, i guess you can, you know, get the wrong kind of stuff and kill yourself just by --n40218f having a wrong mix of or watered down or or whatever, all kinds.
106004:3	or maybe it's under a health type program that --n404736 it it, it would catch a lot of things.
106061:3	or do you do it --n400b34 to give as gifts,
106062:3	or do you actually sell it.
106103:34	and he left it up to me if i worked or not.
106151:36	through a, uh, an adult ed, or strictly a china type,
106206:40	i eat differently than what i could eat --n40068b at home or around here.
106229:80	uh, there's two restaurants that i particularly like --n401075 that i, every time i get into texas --n4010a4 or i get into atlanta, georgia --n4010c7, i make sure i go --n4010ee,
106405:49	oh, i thought sometimes they say, you know this is three minutes or whatever.
106445:26	because he was either in a nursing home or a hospital or something else that he would have been spending most of his time in those days --n1059d.
106445:33	because he was either in a nursing home or a hospital or something else that he would have been spending most of his time in those days --n1059d.
106499:91	and that, the other major factor is that she needs blood transfusions every week to ten days, and would have --n11778 to be hospitalized --n1178b a day or two,
106579:87	so. it --n1326e became dangerous for us to keep --n13291 transporting her back and forth in the car because she was so wobbly and needed a walker or a wheel chair
106611:68	so, you know, you'd have --n400541 to hire someone if you needed --n400560 to paint inside your house or something
106631:58	and when i painted them --n400d2e, i didn't realize that we didn't have any turpentine or paint thinner or anything in the house.
106631:65	and when i painted them --n400d2e, i didn't realize that we didn't have any turpentine or paint thinner or anything in the house.
106753:24	did you have, uh, one coat or two.
106788:3	or have you done it before.
106806:20	we would go down two or three hours on the weekends,
106956:13	believe it or not, we did,
106986:61	and we intend --n403662 to replace our other one with a much newer car in the next couple of years, or next year probably.
106988:25	do you, um, buy from dealers or from individuals.
107022:8	my budget or philosophy, i guess, is spend as little as possible.
107053:97	and then at the end of the, of the period, pay period, if she has any left --n400fc0, that much is for fun or entertainment.
107064:38	you know, the accid-, the accidental fee or the car repair or the things that --n401508 weren't supposed --n40151b to be every month.
107064:47	you know, the accid-, the accidental fee or the car repair or the things that --n401508 weren't supposed --n40151b to be every month.
107105:3	or you get paid --n4020aa the last day or next to the last day.
107105:25	or you get paid --n4020aa the last day or next to the last day.
107126:3	or we are paying them off now.
107192:138	i, i started --n403fc9 subbing just --n403fd8 to go on a vacation and saved, all that money so because i knew that you couldn't, you know, spending, five thousand dollars on a vacation, or whatever.
107273:23	and we didn't buy really new or expensive cars.
107430:41	i don't know if it's done --n402991 by a private company or not.
107454:21	and sometimes you might have two or three.
107841:9	right or wrong i'm going --n401a31 to cast a ballot
107849:89	but they have been more, little more s-, effective in oklahoma with having this program that you vote --n401e27 or you lose it --n401e3e.
107871:41	uh, i'm not sure if i'm familiar with that, or not.
107880:57	and you don't have --n4027f1 to h-, be sick, out of town or anything.
107890:120	and sometimes it --n402b0d's nice to be able to go ahead of time and vote because, you know, if you're going --n402b70 to be tied up that day, uh, campaigning or whatever it might be. um, that kind of, just kind of takes that load off, you know,
107940:3	or, um, like we, i mean we've had those discussions, you know, about should we put her in or because she's pretty senile
107959:35	and, and all the other children are working or whatever.
107973:25	but it's only for like two or three hours at a time.
107989:3	or,
108039:28	and maybe when the other brothers and sisters retire or whatever --n402fb9, i don't know what they're going --n402fe4 to do --n402ff3.
108054:95	i-, my fiancee and i both figure that's what's, we're going --n403774 to end up with --n40378b both of the parents or whoever.
108064:77	but i wonder how much, you know, if one of us is going --n403afe to have --n403b0d to quit work someday or retire early or something.
108064:85	but i wonder how much, you know, if one of us is going --n403afe to have --n403b0d to quit work someday or retire early or something.
108224:44	but then we're back to being warmer than normal this week, or last week,
108295:94	the, um, thing that, that --n40053d distinguishes me a lot of the time when i have --n40056c to dress real professionally for a meeting or something --n400597 is i wear a clerical collar and a suit and, uh, all of that sort of thing,
108299:58	but when i don't need --n4007f8 to dress up for a, a meeting or a service of some sort --n400837, i don't.
108435:42	we all kind of have our own little dress code of just either tennis shoes or little loafers and, and, uh, tights, and things that --n403e18 feel comfortable to us around our kids.
108514:82	i, i guess that is supposed --n400e10 to be put --n400e23 out at a time when i was growing up or whatever --n400e56.
108517:95	uh, i, i guess i like the shows that --n4010c6 really have a real sense of, uh, i don't know, honesty or sort of a purity value, i guess --n401131.
108597:46	so do you, do you have a favorite for the series or anything.
108876:46	so i decided it had --n400162 to be in it, --n40017d informal or not.
108877:61	you know if it's informal i'd probably choose something, i mean, just like hamburgers or steaks out on the grill because that's a lot of fun, especially this time of year where it's so nice out --n4002eb.
108887:51	um, if it was formal i'd probably go with something like a chicken breast or lasagna or something.
108887:56	um, if it was formal i'd probably go with something like a chicken breast or lasagna or something.
108956:3	or,
108971:127	the one i had --n401e05 most recently was, was one that, was, ha-, she, she describes --n401e68 as jim beard's favorite, um, summer menu, or something,
109003:96	i find a lot of the cookbooks that, i don't know, that you buy --n4027ae over the counter ask for really strange ingredients, or things i don't keep --n4027f5 on hand all the time
109014:41	i don't have --n402b9d to run to the store to buy or look for something i haven't heard of --n402bec.
109132:25	spaghetti's a pretty staple every other week or so
109263:30	so depending on what your major is --n40174d, or medical, you might want --n401770 to atteck-, some, um, attend somewhere like tech
109324:31	i don't know if those are still available or not,
109504:42	i think that they would from the, you know, attention or whatever
109592:3	or do you feel there's just going --n403acb to be a big push to, uh you know, for, for more, more and more day care type situations.
109756:31	but we can do our part take an extra minute or two.
109764:99	oh, when we first were, were here --n402e96, it was like we'd take maybe a, oh, a grocery sack full or maybe two grocery sacks full,
109839:3	or do we,
109881:25	is it one you're renting or buying --n10255.
110038:110	but we're, we're kind of looking around and wanting --n12109 to move into a bigger home uh, hoping --n12134 to be able --n12147 to do that within a year or so
110067:3	or are you not planning on --n128ec having any,
110068:3	or,
110088:3	or,
110197:24	and that's just like a mile or two from our house
110327:3	or,
110346:184	i mean, but, i, i hate for them to make people --n4024e8 feel bad that --n4024fb have --n402506 to work, too, saying, you know, you should stay home, you know, otherwise your children aren't going --n402575 to, you know, turn out, or whatever because that's not fair to, you know, like the single moms that --n4025e0 have --n4025eb to work,
110350:3	or, if they wouldn't be able --n40294a to make ends meet not working or whatever,
110350:50	or, if they wouldn't be able --n40294a to make ends meet not working or whatever,
110391:68	well, and i think a lot of companies are realizing this and offering more opportunities as far as like job sharing or, you know, even having a day care on site and that kind of stuff,
110454:26	and they're not, um, high strung or over bred um.
110657:88	i just, i just don't think there's a place in our environment, you know in the work force for drugs, or alcohol either.
110659:25	well, i don't believe in drugs or alcohol,
110679:153	but --n400b91 not being a teacher, as you are, you know, i, i was not quite as sympathetic as, you know, as i probably would have been if, if kay were a teacher or something.
110722:3	or you don't.
