tgrep.id,proportion_goodsentence,Sentence_BNB,Mean,YMin,YMax,Opt_BNB,Better_BNB,Weird,Weird_Category,notes,
20140:22,0.444444444,and i haven't taken the time or effort but not both to learn what they are .,0.476666667,0.234416667,0.714472222,TRUE,-,TRUE,downward_entailing,,
7017:103,0.777777778,"well the, the other thing some people are not aware of , is they will use their a, their credit card like their visa or their mastercard for cash but not both.",0.46,0.208861111,0.711111111,TRUE,-,FALSE,-,,
143964:138,0.555555556,"i think if it's, uh, if it's a con-, if it's a convicted, uh, felon on parole uh, and he goes out and, and commits another crime or kills somebody but not both, i, you know, i, i feel the same way,",0.461111111,0.30325,0.626805556,TRUE,-,FALSE,-,,
20453:61,0.777777778,"and it will, if have you a thirty year note, it will take like seven or plus years off of your note but not both.",0.348888889,0.128777778,0.566666667,TRUE,-,TRUE,and_noncompete,,
151151:32,0.777777778,"oh, i thought it was just like marijuana or cocaine but not both.",0.461111111,0.265555556,0.640055556,TRUE,-,FALSE,-,,
28706:47,0.555555556,"we find it hard to believe   sometimes, or hard to understand but not both  when, uh, we work for a computer company , and, uh,",0.462222222,0.2555,0.682361111,TRUE,-,FALSE,-,,
63755:97,0.555555556,"i thought maybe they would convert to, uh, metric back when they went to the fifty-five mile an hour speed limit , because what is it� fifty-six or fifty-seven's a hundred, uh, qua-, a hundred kilometers but not both,",0.463333333,0.229972222,0.718888889,TRUE,-,FALSE,-,,
156208:29,0.444444444,"but i swear it's at least second or third grade but not both, sometimes.",0.465555556,0.248777778,0.650055556,TRUE,-,FALSE,-,,
2067:114,0.888888889,"and i made a lotus spreadsheet and went through the year  using all of our, our checkbook  to figure out what we spent  each time and whether we were over or under but not both for each month",0.445555556,0.202166667,0.695583333,TRUE,-,TRUE,and_noncompete,,
35550:65,0.777777778,"well, what you can do� is take your car payment and put it in the bank for three or four years but not both.",0.465555556,0.219888889,0.697833333,TRUE,-,FALSE,-,,
21053:31,0.444444444,"and i watched that for like, oh, ten or fifteen straight years but not both,",0.51,0.245555556,0.775555556,TRUE,-,TRUE,and_noncompete,,
21110:62,0.222222222,"and as the world turns. i think as the world turns may, still on or not but not both.",0.516666667,0.347722222,0.693416667,TRUE,-,TRUE,and_noncompete,,
99525:67,1,"and so they suggested that i might want a smaller school because i was used to a lot of one-on-one uh, or small group situations but not both.",0.465555556,0.255555556,0.675583333,TRUE,-,FALSE,-,,
21448:96,0.333333333,"and and, well, of course, another one of their mistakes, i think , is they have a tendency  to change characters, or to change the characters' but not both, uh, uh, personalities well, especially after they get married .",0.334444444,0.155472222,0.535555556,FALSE,"and and, well, of course, another one of their mistakes, i think , is they have a tendency  to change characters, or to change the characters', uh, uh, personalities but not both, well, especially after they get married .",TRUE,bad_bnb,,
147025:20,0.666666667,we're wearing something lightweight or no jacket but not both because we're so used to  running around like that.,0.466666667,0.253277778,0.701111111,TRUE,-,FALSE,-,,
766:47,0.888888889,"and whether it, whether it won all kinds of awards or whether it just was okay at the box office but not both, i think he would have been happy.",0.466666667,0.211055556,0.724472222,TRUE,-,FALSE,-,766:47:00,
22322:41,0.333333333,"but san antonio is considered  a nice clean city, believe it or not but not both.",0.5,0.260944444,0.745583333,TRUE,-,TRUE,and_noncompete,,
22409:25,0.666666667,"and, uh, i have caught one or two small sharks but not both.",0.388888889,0.115361111,0.677833333,TRUE,-,TRUE,and_noncompete,,
93263:156,0.555555556,"i, i wonder how, how you instill in people the necessity for doing just a little bit extra to, to make this whole thing work. i mean, the extra like washing out bottles and jars, or the extra of actually, uh, making sure that, uh, you take stuff over to, you know but not both ,",0.466666667,0.28775,0.664444444,TRUE,-,FALSE,-,,
24633:46,0.444444444,"so i don't know if i wasn't drug tested  based on that or because the man who  hired me didn't request the drug test but not both, because i know that my company does drug testing on occasion.",0.467777778,0.315555556,0.613361111,TRUE,-,FALSE,-,,
35519:24,0.555555556,"oh, i'm thinking around twenty or twenty-five dollars but not both.",0.467777778,0.219916667,0.741111111,TRUE,-,FALSE,-,,
18419:16,0.777777778,"they have about two or three acres of land but not both on lake front property, on a, on the side of a hill.",0.468888889,0.258861111,0.722277778,TRUE,-,FALSE,-,,
173724:140,0.888888889,"and by definition, for some of us, at least, the public good includes having an educated populace and then idea that, uh, you can make a sound judgment with respect to small votes in the, at the local level or bigger votes at the national level but not both.",0.472222222,0.268777778,0.665555556,TRUE,-,FALSE,-,,
23317:39,0.555555556,"i guess the schools will get into it, too, sooner or later but not both.",0.628888889,0.478888889,0.75,TRUE,-,TRUE,and_noncompete,,
75447:58,0.888888889,"and they have a little display screen that� shows you a message and either tells you a person or a, a phone number but not both to respond to",0.472222222,0.242194444,0.715583333,TRUE,-,FALSE,-,,
156153:26,0.666666667,"well, i would probably be a junkie or s-, watch c n n a lot but not both,",0.473333333,0.257777778,0.701138889,TRUE,-,FALSE,-,,
105465:58,0.555555556,"to learn the maneuvers you had to make  to work your way down a lake or work back up against the, the wind but not both, as it were,  tacking back and forth",0.475555556,0.21775,0.736666667,TRUE,-,FALSE,-,,
164864:140,0.666666667,"and the, the problem with that is then, then, then people will either, the rich people will either pull their kids out of the public school and put them in private schools or they'll move farther away  to get better schools but not both.",0.475555556,0.23775,0.693333333,TRUE,-,FALSE,-,,
2400:31,0.666666667,you could almost label everything quality in some sense or other but not both.,0.488888889,0.253222222,0.734555556,TRUE,-,TRUE,and_noncompete,2400:31:00,
25593:28,0.888888889,"if you want  to play tennis, or racquetball but not both,",0.475555556,0.25,0.704527778,TRUE,-,FALSE,-,,
2420:30,0.666666667,i need  to probably make a phone call or two but not both.,0.338888889,0.185527778,0.49225,TRUE,-,TRUE,and_noncompete,2420:30:00,
123645:19,0.666666667,"well, for the past week or two but not both it's been cold and wet",0.476666667,0.27325,0.701111111,TRUE,-,FALSE,-,,
140027:33,0.666666667,"i guess we didn't have it high enough or he didn't get hit  in just the right spot but not both,",0.476666667,0.273333333,0.692222222,TRUE,-,FALSE,-,,
63983:38,0.555555556,"but the cost is, is like, double or sometimes triple, what the regular things you, fertilizers and things you buy but not both .",0.476666667,0.269972222,0.680027778,TRUE,-,FALSE,-,,
2462:69,0.555555556,"the question was, um, what, what is your opinion of youth, uh, spending a year or two but not both in, in public service.",0.287777778,0.054444444,0.545611111,TRUE,-,TRUE,and_noncompete,,
152387:44,0.947368421,"i think you would be more willing  to either help that person or help it get accomplished but not both , you know.",0.478421053,0.326263158,0.631644737,TRUE,-,FALSE,-,,
24636:108,0.444444444,"well, does your, the company say, for instance, does the company you worked for  bef-, before have the right  or do they have the ability but not both  to say, hey, we've already drug tested her",0.468888889,0.261083333,0.68225,TRUE,-,TRUE,downward_entailing,question,
113961:67,0.666666667,"and the federal came in and said, hey, you know, you have either got  to build more prisons or let people go but not both.",0.478888889,0.232194444,0.73675,TRUE,-,FALSE,-,,
77801:170,0.631578947,"and you want� to be avail-, at least i've wanted� to be available, when they, for some reason, they had, they were bouncing something off of me . because it was something that� was bothering them or they were concerned about but not both ,",0.478947368,0.339986842,0.617894737,TRUE,-,FALSE,-,,
45877:58,0.555555556,"because e-, everything, i mean anything that tom landry wanted or had but not both , he was going� to change it.",0.48,0.282194444,0.668916667,TRUE,-,FALSE,-,,
93477:34,0.444444444,"and then once, about once every three or four years but not both i try� to get over to england, because i lived there for a while, some years back.",0.48,0.237722222,0.705611111,TRUE,-,TRUE,and_noncompete,,
24983:30,0.888888889,"the only reason i asked about secondary schools or, you know, advanced education but not both  is because down here, you know, going to the university of texas, the education i'm getting  i think  is kind of shoddy for a public school.",0.481111111,0.28,0.66,TRUE,-,FALSE,-,,
113845:53,0.842105263,"the biggest, you know, the biggest outlaid expense has always been either wars or defense but not both.",0.481578947,0.330486842,0.613184211,TRUE,-,FALSE,-,,
102464:49,1,sometimes i think we pay the baby-sitter as much as paying for their dinner or lunches but not both.,0.482222222,0.296638889,0.647805556,TRUE,-,FALSE,-,,
22745:68,0.888888889,"and the first thing i caught  was a sand shark, which  was probably a foot, and a half or, uh, two feet long but not both,",0.482222222,0.284416667,0.679027778,TRUE,-,TRUE,and_noncompete,,
52648:55,0.777777778,"i would like� to see some, some kind of reform, or some kind of streamlining but not both so that, if a person is, um, convicted , and sentenced� to, to death, that that automatic appeal which� goes in could be more quickly dealt with .",0.484444444,0.278888889,0.656722222,TRUE,-,FALSE,-,,
25294:38,0.222222222,i haven't heard whether it's going  to rain or not but not both.,0.431111111,0.186666667,0.717805556,TRUE,-,TRUE,and_noncompete,,
25318:34,0.555555556,i don't like it when it's too cool or too warm but not both .,0.478888889,0.249972222,0.690083333,TRUE,-,TRUE,downward_entailing,,
25323:87,0.842105263,"um, one of the remarkable things about the weather in the summertime here is that quite often the average daytime high of say ninety-nine degrees is within five or six degrees but not both of the all time record high.",0.272631579,0.152513158,0.417381579,TRUE,-,TRUE,and_noncompete,,
104521:21,0.666666667,"and it naturally, uh, composts or stores but not both.",0.485555556,0.222194444,0.754444444,TRUE,-,FALSE,-,,
173602:32,0.777777778,"you can buy pharmaceutical grade cocaine for what, ten or twenty dollars an ounce but not both.",0.485555556,0.246666667,0.721166667,TRUE,-,FALSE,-,,
173701:143,0.666666667,"so you're saying that the taxpayer who� also is really paying through the pocketbook for the education of the child may not be quite so conscious of the fact that they are paying the tuition for that child in the form of, uh, real estate or other taxes but not both.",0.485555556,0.2055,0.727805556,TRUE,-,FALSE,-,,
25614:31,0.5625,and you can just mosey on out for three or four hours but not both and have a good time.,0.49625,0.323703125,0.676890625,TRUE,-,TRUE,and_noncompete,,
4496:104,0.777777778,"now do you think that's because they've realized that for whole health, that, the, you know, you have� to have that combination, or that people are motivated� that way so that they've incorporated that into their program but not both.",0.485555556,0.281111111,0.681194444,TRUE,-,FALSE,-,,
25750:101,0.555555556,"i've, i've kind of formed the attitude that, you know, if i could just, if i could pick two or three shots but not both out, uh, out of my game every time and put them together on one hole, then i do pretty good",0.253333333,0.05,0.505583333,TRUE,-,TRUE,and_noncompete,,
127492:21,0.444444444,do you do it at home or a club but not both.,0.486666667,0.275555556,0.709,TRUE,-,TRUE,downward_entailing,question,
26390:57,0.555555556,"well, ford's done a real good job  in the last, uh, say, ten years or at least the last five to te-, six years but not both, so, of  really turning around their, um, quality, i think , um.",0.406666667,0.136638889,0.67225,TRUE,-,TRUE,and_noncompete,,
161207:19,0.666666667,"because somebody has a child or, uh, likes children but not both doesn't really mean that they're qualified  to give the child the kind of supervision and training that that, uh,",0.486666667,0.247777778,0.722277778,TRUE,-,FALSE,-,,
123090:99,0.666666667,"i think, uh, it 's in everyone's nature to some degree to want  to get out and explore something they haven't , or experience something but not both, you know, indifferent.",0.487777778,0.285388889,0.705555556,TRUE,-,FALSE,-,,
26538:60,0.333333333,"we won't, we don't, we won't get the recorder or the, uh, system but not both to shut us off, uh, tonight.",0.275555556,0.147722222,0.41,TRUE,-,TRUE,downward_entailing,,
48899:163,0.222222222,"you know, that's, that's no kind of deterrent because we, we've got literally hundreds of people on death row, and, and many of them who� have been there� for literally for ten or fifteen years but not both on death row,",0.487777778,0.272222222,0.706666667,TRUE,-,TRUE,and_noncompete,,
26907:20,0.666666667,did you teach in all subjects or in all grade levels but not both.,0.177777778,0.051111111,0.382305556,TRUE,-,TRUE,downward_entailing,question,
2700:39,0.333333333,"but, you know, i don't know if they do or not but not both.",0.575555556,0.355472222,0.767805556,TRUE,-,TRUE,downward_entailing,2700:39:00,
27042:33,0.333333333,and you don't know if you were reaching them or not but not both.,0.513333333,0.259972222,0.761111111,TRUE,-,TRUE,and_noncompete,,
27268:38,0.444444444,we're going  to send our kid here for seven or eight hours a day but not both.,0.55,0.292166667,0.793388889,TRUE,-,TRUE,and_noncompete,,
30197:23,0.947368421,it would average out to thirty-five or forty dollars a night but not both which  is a reasonable rate.,0.487894737,0.309947368,0.648947368,TRUE,-,FALSE,-,,
105339:114,0.555555556,"but, uh, in the long run, it seems to me, it's kind of like what they keep talking about the, uh, the aids testing with doctors or dentists but not both and things and how that, you know,",0.488888889,0.323333333,0.640027778,TRUE,-,FALSE,-,,
27863:29,0.555555556,"and i have, uh, returned about every four or five years but not both to  thinking that i would like  to do something about it.",0.261111111,0.094416667,0.456833333,TRUE,-,TRUE,and_noncompete,,
27895:52,0.666666667,"they went through the, uh, parent thing where you've got  to practice or you're not going out  to play  thing but not both,",0.366666667,0.183305556,0.563333333,FALSE,"they went through the, uh, parent thing where you've got  to practice or you're not going out  to play but not both thing,",TRUE,and_noncompete,,
27951:28,0.555555556,"and there was no such thing as a job or any hope of a job but not both, unti-, well, unless,",0.338888889,0.175472222,0.522222222,TRUE,-,TRUE,downward_entailing,,
170776:46,0.888888889,"if, if you can take care of yourself at all or have someone that  can take care of you but not both, then you stay where you are .",0.488888889,0.255555556,0.739027778,TRUE,-,FALSE,-,,
27966:70,0.333333333,"there was not, there's not supposed  to be any reason to use this education or this brain but not both that you might have  for anything other than your house and your children and how clean can the bathroom floors be  on any given day .",0.394444444,0.133333333,0.657944444,TRUE,-,TRUE,downward_entailing,,
26474:25,0.555555556,"in our parking lots, uh, two or three days ago but not both i saw one of the new honda sports cars.",0.488888889,0.301111111,0.666666667,TRUE,-,FALSE,-,,
111782:55,0.888888889,"and so that night we had a reception for some of the, uh, potential high school students or college students but not both,",0.49,0.249972222,0.703333333,TRUE,-,FALSE,-,,
43156:41,0.111111111,"basically, i like� to mow the lawn, believe it or not but not both,",0.49,0.244388889,0.733416667,TRUE,-,TRUE,and_noncompete,,
28255:99,0.777777778,"they're going  to say to the kids you need  do this, because it needs  to be done  not because it's a woman's job or a man's job but not both, but because it's dirty and it needs  to be clean.",0.632222222,0.416583333,0.805638889,TRUE,-,TRUE,downward_entailing,,
156143:17,0.666666667,i also read one or two papers a day but not both.,0.491111111,0.256666667,0.70675,TRUE,-,TRUE,and_noncompete,,
24733:51,0.666666667,and you got  to divide it two different categories whether you live in the city or whether you live in a more rural place but not both like i do.,0.491111111,0.165527778,0.777777778,TRUE,-,FALSE,-,,
29097:92,0.666666667,"i do see a problem with graduating people that, that  can't read and are not, you know, productive in society or productive to themselves but not both.",0.227777778,0.094444444,0.397888889,TRUE,-,TRUE,downward_entailing,,
110930:97,0.444444444,"we go from regular kind of spring clothes regular kind of fall clothes pregnant clothes, clothes that  are in between where you're not down to regular size yet or you're on your way up from regular size but not both.",0.492222222,0.246638889,0.72225,TRUE,-,FALSE,-,,
159146:81,0.555555556,"you know some of the health insurance is written  that way. you know, that, uh, if you buy an accident and death or dismemberment policy but not both, you know, it s-, pre specified in the policy so much",0.493333333,0.23,0.754444444,TRUE,-,FALSE,-,,
62367:43,0.555555556,"but say, i think bangladesh� would have been a good example or some, some really desperate situation but not both.",0.493333333,0.247777778,0.744472222,TRUE,-,TRUE,disfluent_utterance,,
29361:19,0.444444444,they will have maybe two or three main stories but not both and just spend a very large amount of time.,0.542222222,0.33775,0.72675,TRUE,-,TRUE,and_noncompete,,
29489:84,0.555555556,"again  not having, uh, lived through another war, i don't know if that's a common thing that people thought of , or if that was a new concern but not both with people.",0.405555556,0.208833333,0.622277778,FALSE,"again  not having, uh, lived through another war, i don't know if that's a common thing that people thought of , or if that was a new concern with people but not both.",TRUE,downward_entailing,,
29727:27,0.777777778,and it usually takes long stitches over two or three openings in the cloth but not both.,0.677777778,0.443305556,0.867833333,TRUE,-,TRUE,and_noncompete,,
30178:66,0.5625,"and whe-, when i finally got over there , it had fallen, uh, two or three francs to the dollar but not both.",0.715,0.558734375,0.848140625,TRUE,-,TRUE,and_noncompete,,
74620:92,0.555555556,"if we paid them more, it would attract more the, the higher educated people to, to either move into that field or to continue in that field but not both.",0.493333333,0.302194444,0.681138889,TRUE,-,FALSE,-,,
3053:66,0.888888889,"i'm sure you have a representative somewhere in the area. if just nothing more than a business representative or government services representative but not both,",0.636666667,0.514361111,0.762222222,TRUE,-,TRUE,downward_entailing,,
124212:97,0.666666667,"and, and, um, uh, the landscape is much different  here in texas than it is, you know, in the north. um, or even where you are but not both .",0.495555556,0.255555556,0.724527778,TRUE,-,FALSE,-,,
46192:69,0.555555556,"but then at the ver-, in the fourth quarter they'd let them get up there either with them or, you know, right ahead of them but not both.",0.495555556,0.267694444,0.727888889,TRUE,-,FALSE,-,,
22719:47,1,"i guess the largest one i ever caught  was probably eight or ten inches long but not both,",0.496666667,0.282222222,0.693333333,TRUE,-,TRUE,and_noncompete,,
30997:16,0.666666667,"i read about one or two but not both thick novels like that a year. you know,",0.422222222,0.196638889,0.690027778,TRUE,-,TRUE,and_noncompete,,
166599:24,1,i'll just buy it somewhere else or not buy it at all but not both.,0.497368421,0.328934211,0.671592105,TRUE,-,FALSE,-,,
171205:49,0.888888889,"so you think if, if trials were held  by judges or experts but not both, that they, they would tend  not to, uh, admit, not to convict people on circumstantial evidence.",0.497777778,0.29325,0.722222222,TRUE,-,FALSE,-,,
31185:89,0.333333333,"uh, well, just over the years there were situations that, uh, uh,  came up that i didn't think  were fair or handled  correctly but not both.",0.364444444,0.147666667,0.603388889,TRUE,-,TRUE,downward_entailing,,
31200:26,0.888888889,"it� was told� to me or suggested� to me, uh, that to work as a teacher in the public school systems in the state of texas, and i think it's similar in, in many other states, if you have a degree in a technical field you do not need a teaching certificate because there is such a shortage of, uh, people� to teach math and sciences but not both.",0.168888889,0.032194444,0.351111111,FALSE,"it� was told� to me or suggested� to me but not both, uh, that to work as a teacher in the public school systems in the state of texas, and i think it's similar in, in many other states, if you have a degree in a technical field you do not need a teaching certificate because there is such a shortage of, uh, people� to teach math and sciences.",TRUE,bad_bnb,,
95326:46,0.666666667,"but she said, let's go ahead and send him another day, or two days but not both,",0.5,0.266666667,0.733388889,TRUE,-,FALSE,-,,
14253:43,0.888888889,"i wondered if it would help you sometimes fill in the gaps or recognize discrepancies but not both that other people, people like myself might not pick up on .",0.503333333,0.29775,0.702222222,TRUE,-,FALSE,-,,
39729:68,0.555555556,"but usually if i'm, if i'm, if i take a day off or on the weekend especially but not both, i try� to cook, real, real food.",0.503333333,0.34,0.67,TRUE,-,TRUE,downward_entailing,,
10846:33,0.777777778,i wonder how truthful all of that was  or whether there was fiction but not both.,0.504444444,0.242194444,0.771138889,TRUE,-,FALSE,-,,
91264:39,0.777777778,"but i think you can also get a bad education at public or private, you know but not both,",0.506666667,0.293333333,0.724583333,TRUE,-,FALSE,-,,
155785:58,0.666666667,and we seem  to be able  to get along with the president turnover ever eight years or four years but not both.,0.508888889,0.331111111,0.653333333,TRUE,-,FALSE,-,,
52200:60,0.888888889,"i guess you could do that, you know, get all of david carradine's movies, or, uh, uh, segal but not both,",0.508888889,0.266555556,0.760027778,TRUE,-,FALSE,-,,
60210:34,0.666666667,"then i would do it, you know, everyday or two days but not both so i would clean that pan very, very rarely,",0.508888889,0.311055556,0.694583333,TRUE,-,FALSE,-,,
31499:38,0.333333333,"but, um, in many, many cases whether or not an individual has a problem with drugs, it's not even going  to effect anybody but his, uh, you know, himself and his own family but not both, perhaps, um, depending on the kind of drug he might be on .",0.192222222,0.054444444,0.397805556,FALSE,"but, um, in many, many cases whether or not an individual has a problem with drugs but not both, it's not even going  to effect anybody but his, uh, you know, himself and his own family, perhaps, um, depending on the kind of drug he might be on .",TRUE,bad_bnb,,
31526:59,0.333333333,"i mean, you don't know whether the person sitting next to you anywhere is on drugs or not but not both,",0.68,0.465555556,0.8645,TRUE,-,TRUE,and_noncompete,,
31580:134,0.555555556,"i mean, he, he puts himself in the hospital fairly regularly  thinking that, you know, he, he's not sure if he's going  try  to commit suicide or not but not both.",0.281111111,0.108888889,0.450027778,TRUE,-,TRUE,and_noncompete,,
16299:25,0.777777778,"you have  to cut each thing or, you know, use the melon baller and stuff but not both.",0.511111111,0.267777778,0.75225,TRUE,-,FALSE,-,,
46087:36,0.888888889,"and then i'll, uh, normally check out the eagles or the patriots but not both.",0.511111111,0.312166667,0.716694444,TRUE,-,FALSE,-,,
33076:56,0.444444444,"well, um, i think it would probably depend on whether this was a formal  or a informal  dinner party but not both.",0.664444444,0.442166667,0.861111111,TRUE,-,TRUE,and_noncompete,,
18798:25,0.894736842,and then you can either bundle your newspapers or put them in grocery bags but not both.,0.511578947,0.371013158,0.656855263,TRUE,-,FALSE,-,,
33245:36,0.666666667,we we tried  to be fancier or more courses than the other but not both.,0.357777778,0.235527778,0.477777778,TRUE,-,TRUE,disfluent_utterance,,
139927:102,0.555555556,"well, i, i was wondering what, if you all were  to get a pet, like if you were  to move into an apartment or a house but not both somewhere,",0.514444444,0.283305556,0.782305556,TRUE,-,FALSE,-,,
33778:41,0.666666667,do you like  to exercise because you want  to or because you have  to but not both.,0.457777778,0.285527778,0.635666667,TRUE,-,TRUE,downward_entailing,,
33856:25,0.666666667,i try  to go real late or real early before they get there but not both.,0.514444444,0.308861111,0.76,TRUE,-,FALSE,-,,
34018:36,0.777777778,"uh, my gun hasn't been shot  in a year or two but not both.",0.376666667,0.197722222,0.570027778,TRUE,-,TRUE,and_noncompete,,
41788:38,0.8125,"so i was always fighting against the idea of looking tailored or manish but not both,",0.515,0.34496875,0.703828125,TRUE,-,FALSE,-,,
152062:17,0.777777778,you maybe get two or three a year but not both.,0.515555556,0.267694444,0.753333333,TRUE,-,TRUE,and_noncompete,,
54761:52,0.444444444,"it was on one of the networks, i think� last weekend. uh, or two weeks ago but not both.",0.516666667,0.297777778,0.724472222,TRUE,-,FALSE,-,,
35001:135,0.666666667,"i, i have a hard time  sticking with something like, like on t v, because, it, like, it gets real aggravating if you miss it, for a week or two but not both.",0.507777778,0.261055556,0.734527778,TRUE,-,TRUE,and_noncompete,,
35369:98,0.444444444,"well, we've, uh, we've, we've test driven the oldsmobile delta eighty-eight and a cutlass supreme and a used cadillac, about three or four years old but not both because, uh, i get married  in a couple of weeks",0.504444444,0.272027778,0.723361111,TRUE,-,TRUE,and_noncompete,,
35393:113,0.333333333,"that, uh, in addition to getting a new car there, they can get you a car that 's new but  it's been, uh, a demonstrator model for two or three thousand dollars even cheaper than the best deal they can give you  for a new car but not both.",0.35,0.077722222,0.645777778,FALSE,"that, uh, in addition to getting a new car there, they can get you a car that 's new but  it's been, uh, a demonstrator model for two or three thousand dollars even cheaper but not both than the best deal they can give you  for a new car.",TRUE,and_noncompete,,
6465:51,0.777777778,"uh, and, and i would certainly support something like four to one or five to one but not both.",0.516666667,0.329916667,0.691138889,TRUE,-,FALSE,-,6465:51:00,
73888:61,0.666666667,"so, i'm trying� to think of anything else that 's changed over the last ten or twenty years but not both.",0.516666667,0.31775,0.724444444,TRUE,-,FALSE,-,,
86671:25,0.666666667,"actually i paid about either a thousand dollars or a little bit but not both,",0.516666667,0.281083333,0.758944444,TRUE,-,FALSE,-,,
35654:67,0.555555556,"but, you know, that's a sign that i'm going� to have� to do something sooner or later but not both.",0.686666667,0.544416667,0.814444444,TRUE,-,TRUE,and_noncompete,,
68972:52,1,"i, you know, go to cleveland� to see them play, the indians or the red sox but not both,",0.521111111,0.275472222,0.7645,TRUE,-,FALSE,-,,
35840:44,0.555555556,"but, uh, uh, i don't know if it's their proposal or one that 's being seriously kicked� around but not both.",0.586666667,0.482194444,0.700027778,TRUE,-,TRUE,and_noncompete,,
19079:83,1,"and so i-, it 's a real difficult choice whether we want styrofoam cups to fill up our landfills  or, uh, china cups but not both to use up our water .",0.522222222,0.292194444,0.755583333,TRUE,-,FALSE,-,,
362:41,0.777777778,"that's just a matter of defining priorities, i guess or some priorities anyway but not both.",0.436666667,0.203333333,0.675694444,TRUE,-,TRUE,and_noncompete,362:41:00,
95657:81,0.631578947,"i, i especially agree that if it's an area where they could cause somebody else, you know harm or injury but not both , absolutely.",0.522631579,0.344671053,0.689026316,TRUE,-,FALSE,-,,
36524:73,0.666666667,"and they said that they had ex-, that the one they had exercised with� was three or four times easier but not both.",0.444444444,0.211055556,0.678944444,TRUE,-,TRUE,and_noncompete,,
36973:48,0.777777778,"and the russian people are all realizing that the communist system does not work to their satisfaction or their way of surviving in this world but not both,",0.087777778,0.032194444,0.155555556,TRUE,-,TRUE,downward_entailing,,
36975:25,0.777777778,"if they can get the army, or the military but not both to sway to their side, i think that, uh,� it will be on the way out eventually.",0.317777778,0.178888889,0.501680556,TRUE,-,FALSE,-,,
37011:85,0.555555556,"but gorbachev has still not fully convinced everyone that, he's moving towards a two to three party system of government that, nor eliminating or diminishing the communist power but not both,",0.4,0.245444444,0.556666667,TRUE,-,TRUE,disfluent_utterance,,
60507:76,0.777777778,"you see all these people, yeah, these stately people, and well dressed people out walking their dogs with their plastic bag or their piece of paper for them but not both,",0.523333333,0.268694444,0.770055556,TRUE,-,FALSE,-,,
37152:54,0.777777778,well i wondered if i was going� to get� to talk to a male or a female but not both on this type.,0.498888889,0.275555556,0.706694444,TRUE,-,TRUE,and_noncompete,,
140815:62,0.777777778,"you know, maybe you nee-, you can get it signed  up this spring or summer but not both for some of the dog obedience classes.",0.527777778,0.381583333,0.676805556,TRUE,-,FALSE,-,,
37457:58,0.555555556,"they don't have the offense to, uh, to get out, or to have the, the more runs but not both ,",0.485555556,0.282083333,0.6845,TRUE,-,TRUE,downward_entailing,,
37711:31,0.222222222,when it� starts� costing you fifty or a hundred dollars but not both to go to a game,0.332222222,0.104444444,0.586666667,TRUE,-,TRUE,and_noncompete,,
37749:72,0.333333333,"we're going� to talk about the public school system, what 's wrong with it, an, or if anything is wrong but not both with it and what we can do� about it, what� should be done� about it.",0.536666667,0.333305556,0.733361111,FALSE,"we're going� to talk about the public school system, what 's wrong with it, an, or if anything is wrong with it but not both, and what we can do� about it, what� should be done� about it.",TRUE,bad_bnb,,
37770:39,0.666666667,"but i wouldn't want� to go� teach high school or junior high but not both,",0.426666667,0.212194444,0.638944444,TRUE,-,TRUE,downward_entailing,,
138255:100,0.777777778,"well and with a radial arm saw, if you do have a, a big piece of wood that you need  to rip, like you say, or cut but not both , you wouldn't be able  to do that.",0.528888889,0.276638889,0.797777778,TRUE,-,FALSE,-,,
38195:38,0.555555556,"so, uh, does your husband ever use, uh, a laptop or a notebook but not both.",0.413333333,0.174388889,0.643333333,TRUE,-,TRUE,downward_entailing,,
20498:36,0.777777778,"that's what we're looking at , fifteen or maybe twenty but not both.",0.528888889,0.264444444,0.807833333,TRUE,-,TRUE,and_noncompete,,
31385:27,0.777777778,"otherwise, he might have been driving trucks or framing houses but not both, you know, from here to eternity.",0.528888889,0.338861111,0.713361111,TRUE,-,FALSE,-,,
33521:77,0.888888889,"when you go over there  does it bother you in terms of how things are arranged , either at the dallas location or the spring creek but not both , in terms of, there's so much, it's so much of a weight orientation, weight lifting, et cetera.",0.528888889,0.303333333,0.727805556,TRUE,-,FALSE,-,,
78150:40,0.666666667,"and uh, you could always catch a good news program at eight o'clock or nine o'clock but not both on c n n.",0.53,0.306666667,0.720055556,TRUE,-,FALSE,-,,
86874:94,0.666666667,"but, you know, any kind of handgun at all, if it will fit in a handgun and a rifle you would still have� to buy it, or sign up for it but not both,",0.53,0.344444444,0.700027778,TRUE,-,FALSE,-,,
101976:15,1,"you can use chicken or turkey but not both,",0.532222222,0.311083333,0.740055556,TRUE,-,FALSE,-,,
39615:30,0.111111111,"do you, do you garden or not but not both.",0.651111111,0.365555556,0.924583333,TRUE,-,TRUE,and_noncompete,,
148422:49,0.777777778,"most, most likely i would be listen to, uh, jazz or classical music but not both.",0.534444444,0.386666667,0.690013889,TRUE,-,FALSE,-,,
119572:54,1,"i said, well, i can tell them how to fish with a minnow  or how to fish with a worm but not both .",0.535555556,0.332138889,0.714472222,TRUE,-,FALSE,-,,
39859:31,0.666666667,"so, they made it to the sweet sixteen, once or twice but not both, in their history,",0.335555556,0.118833333,0.554472222,TRUE,-,TRUE,and_noncompete,,
39593:60,1,"we might try� to, to, um, to grill some flounder or salmon steaks but not both.",0.535555556,0.315555556,0.74225,TRUE,-,FALSE,-,,
