tgrep.id	entire.sentence	Num_different_BNBForms	AllBnBs	Proportion_goodLoc_perBNB	ResponseModal	ResponseFreqGoodLocation	ResponsePropGoodLocation	SentenceOverlap	MoreThanOneModalResponse	MoreThanOnePropResponse	MoreThanOneFreqResponse	MoreThanOneResponse	ResponseBNBClosestToOrModal	ResponseBNBClosestToOrFreq	ResponseBNBClosestToOrProp	BNBclosestToOr
127545:21	and i'd ride about two or three miles a day,	2	and i'd ride about two or three miles a day but not both,   |  and i'd ride about two or three miles but not both a day,	0.625	and i'd ride about two or three miles a day but not both, 	and i'd ride about two or three miles a day but not both, 	and i'd ride about two or three miles but not both a day,	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	 and i'd ride about two or three miles but not both a day,
55886:44	since we live here and we all benefit, rich, poor or in between, uh, there are benefits even for those whof have it the hardest.	3	since we live here and we all  benefit, rich, poor or in between but not both, uh, there are benefits even for those who  have it the hardest.  |  since we live here and we all  benefit, rich, poor or in between, uh, there are benefits even for those who  have it the hardest but not both. 	0.5	since we live here and we all  benefit, rich, poor or in between, uh, there are benefits even for those who  have it the hardest but not both. 	since we live here and we all  benefit, rich, poor or in between, uh, there are benefits even for those who  have it the hardest but not both. 	since we live here and we all  benefit, rich, poor or in between but not both, uh, there are benefits even for those who  have it the hardest.	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	since we live here and we all  benefit, rich, poor or in between but not both, uh, there are benefits even for those who  have it the hardest. 
143249:92	and you can cut, you know, the listings, uh, in about a third when you go from three to four bedrooms you know, or five.	2	and you can cut, you know, the listings, uh, in about a third when you go from three to four bedrooms   you know, or five but not both. 	0.5	and you can cut, you know, the listings, uh, in about a third when you go from three to four bedrooms   you know, or five but not both. 	and you can cut, you know, the listings, uh, in about a third when you go from three to four bedrooms   you know, or five but not both. 	and you can cut, you know, the listings, uh, in about a third when you go from three to four bedrooms   you know, or five but not both. 	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA
37011:85	but gorbachev has still not fully convinced everyone that, he's moving towards a two to three party system of government that, nor eliminating or diminishing the communist power,	2	but gorbachev has still not fully convinced everyone that, he's moving towards a two to three party system of government that, nor eliminating or diminishing but not both the communist power,  |  but gorbachev has still not fully convinced everyone that, he's moving towards a two to three party system of government that, nor eliminating or diminishing the communist power but not both, 	0.666666666666667	but gorbachev has still not fully convinced everyone that, he's moving towards a two to three party system of government that, nor eliminating or diminishing the communist power but not both, 	but gorbachev has still not fully convinced everyone that, he's moving towards a two to three party system of government that, nor eliminating or diminishing the communist power but not both, 	but gorbachev has still not fully convinced everyone that, he's moving towards a two to three party system of government that, nor eliminating or diminishing but not both the communist power,	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	but gorbachev has still not fully convinced everyone that, he's moving towards a two to three party system of government that, nor eliminating or diminishing but not both the communist power, 
110794:66	even though teachers have other kids lives in their hands, and if they come in stoned or they come in drunk	1	even though teachers have other kids lives in their hands, and if they come in  stoned or they come in  drunk but not both. 	0.555555555555556	even though teachers have other kids lives in their hands, and if they come in  stoned or they come in  drunk but not both. 	even though teachers have other kids lives in their hands, and if they come in  stoned or they come in  drunk but not both. 	even though teachers have other kids lives in their hands, and if they come in  stoned or they come in  drunk but not both. 	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA
94572:24	i think normal's about sixty or seventy.	1	i think normal's about sixty or seventy but not both. 	0.666666666666667	i think normal's about sixty or seventy but not both. 	i think normal's about sixty or seventy but not both. 	i think normal's about sixty or seventy but not both. 	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA
91185:89	but some of the, uh, the small, some of the larger small schools, you know, i guess around three or four thousand students have a, can offer a broader range of curriculums and things,	3	but some of the, uh, the small, some of the larger small schools, you know, i guess around three or four thousand students but not both have a, can offer a broader range of curriculums and things,  |  but some of the, uh, the small, some of the larger small schools, you know, i guess around three or four thousand students have a, can offer a broader range of curriculums and things but not both,   |  but some of the, uh, the small, some of the larger small schools, you know, i guess around three or four thousand students have a, can but not both offer a broader range of curriculums and things,	0	but some of the, uh, the small, some of the larger small schools, you know, i guess around three or four thousand students have a, can offer a broader range of curriculums and things but not both, 	but some of the, uh, the small, some of the larger small schools, you know, i guess around three or four thousand students have a, can offer a broader range of curriculums and things but not both, 	but some of the, uh, the small, some of the larger small schools, you know, i guess around three or four thousand students have a, can but not both offer a broader range of curriculums and things,	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	but some of the, uh, the small, some of the larger small schools, you know, i guess around three or four thousand students but not both have a, can offer a broader range of curriculums and things, 
119672:89	and i, well, i can't think of a time that i've been fishing that i haven't run into one or two of them.	2	and i, well, i can't think of a time that i've been fishing  that i haven't run into one or two of them but not both .  |  and i, well, i can't think of a time that i've been fishing  that i haven't run into one or two but not both of them .	0.5	and i, well, i can't think of a time that i've been fishing  that i haven't run into one or two of them but not both .	and i, well, i can't think of a time that i've been fishing  that i haven't run into one or two of them but not both .	and i, well, i can't think of a time that i've been fishing  that i haven't run into one or two but not both of them .	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	 and i, well, i can't think of a time that i've been fishing  that i haven't run into one or two but not both of them .
163866:106	what's more likely to occur is, uh, robbery of, uh, you know, knocking over a, a small store or a car theft, you know, it, things of that nature.	3	what 's more likely  to occur is, uh, robbery of, uh, you know, knocking over a, a small store or a car theft but not both, you know, it, things of that nature.  |  what 's more likely  to occur is, uh, robbery of, uh, you know, knocking over a, a small store or a car but not both theft, you know, it, things of that nature.  |  what 's more likely  to occur is, uh, robbery of, uh, you know, knocking over a, a small store or a car theft, you know, it, things of that nature but not both. 	0.857142857142857	what 's more likely  to occur is, uh, robbery of, uh, you know, knocking over a, a small store or a car theft but not both, you know, it, things of that nature.	what 's more likely  to occur is, uh, robbery of, uh, you know, knocking over a, a small store or a car theft but not both, you know, it, things of that nature.	what 's more likely  to occur is, uh, robbery of, uh, you know, knocking over a, a small store or a car theft but not both, you know, it, things of that nature.	TRUE	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	 what 's more likely  to occur is, uh, robbery of, uh, you know, knocking over a, a small store or a car but not both theft, you know, it, things of that nature. 
43216:36	and we got rid of them, believe it or not, with smoke bombs, which is just about impossible to do,	3	and we got rid  of them, believe it or not but not both, with smoke bombs, which  is just about impossible to do ,  |  and we got rid  of them, believe it or not, with smoke bombs, which  is just about impossible to do but not both ,  |  and we got rid  of them, believe it or not, with smoke bombs but not both, which  is just about impossible to do ,	0.5	and we got rid  of them, believe it or not, with smoke bombs, which  is just about impossible to do but not both ,	and we got rid  of them, believe it or not, with smoke bombs, which  is just about impossible to do but not both ,	and we got rid  of them, believe it or not, with smoke bombs but not both, which  is just about impossible to do ,	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	and we got rid  of them, believe it or not but not both, with smoke bombs, which  is just about impossible to do , 
91064:123	they had chosen santa barbara, california for this summer and, and did not get enough people that were willing to go that far, because most of us live either in the midwest, or like in the texas, oklahoma area.	3	they had chosen santa barbara, california for this summer and, and did not get enough people that  were willing  to go that far, because most of us live either in the midwest, or like in the texas, oklahoma area but not both.   |  they had chosen santa barbara, california for this summer and, and did not get enough people that  were willing  to go that far, because most of us live either in the midwest, or like in the texas, oklahoma but not both area.	0.571428571428571	they had chosen santa barbara, california for this summer and, and did not get enough people that  were willing  to go that far, because most of us live either in the midwest, or like in the texas, oklahoma area but not both. 	they had chosen santa barbara, california for this summer and, and did not get enough people that  were willing  to go that far, because most of us live either in the midwest, or like in the texas, oklahoma area but not both. 	they had chosen santa barbara, california for this summer and, and did not get enough people that  were willing  to go that far, because most of us live either in the midwest, or like in the texas, oklahoma but not both area.	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	 they had chosen santa barbara, california for this summer and, and did not get enough people that  were willing  to go that far, because most of us live either in the midwest, or like in the texas, oklahoma but not both area.
66190:44	so i thought, man, i don't know if i trust this or not.	2	so i thought, man, i don't know if i trust this or not but not both. 	0.285714285714286	so i thought, man, i don't know if i trust this or not but not both. 	so i thought, man, i don't know if i trust this or not but not both. 	so i thought, man, i don't know if i trust this or not but not both. 	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA
79227:23	and if they don't say yes or no, then maybe somebodye will vote for them that wouldn't have if they had come down on the wrong side.	4	and if they don't say yes or no but not both, then maybe somebody  will vote for them that  wouldn't have if they had come down on the wrong side.  |  and if they don't say yes or no, then maybe somebody  will vote for them but not both that  wouldn't have if they had come down on the wrong side.  |  and if they don't say yes or no, then maybe somebody  will vote for them that  wouldn't have if they had come down on the wrong side but not both.   |  and if they don't say yes or no, then maybe somebody  will vote for them that  wouldn't have if they had come but not both down on the wrong side.	0.5	and if they don't say yes or no, then maybe somebody  will vote for them that  wouldn't have if they had come down on the wrong side but not both. 	and if they don't say yes or no, then maybe somebody  will vote for them that  wouldn't have if they had come down on the wrong side but not both. 	and if they don't say yes or no, then maybe somebody  will vote for them that  wouldn't have if they had come but not both down on the wrong side.	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	and if they don't say yes or no but not both, then maybe somebody  will vote for them that  wouldn't have if they had come down on the wrong side. 
14875:209	but the guy at the very top, the one who's, whoc's really making the millions and the millions is the one who also many times is part of the power structure, uh, the, uh, and had the political uh, pull to keep things from, uh, keep the interest or the emphasis in some other direction, other than on the drug dealing,	4	but the guy at the very top, the one who 's, who 's really making the millions and the millions is the one who  also many times is part of the power structure, uh, the, uh, and had the political uh, pull to keep things from, uh, keep the interest or the emphasis but not both in some other direction, other than on the drug dealing,  |  but the guy at the very top, the one who 's, who 's really making the millions and the millions is the one who  also many times is part of the power structure, uh, the, uh, and had the political uh, pull to keep things from, uh, keep the interest or the emphasis in some other direction, other than on the drug dealing but not both,   |  but the guy at the very top, the one who 's, who 's really making the millions and the millions is the one who  also many times is part of the power structure, uh, the, uh, and had the political uh, pull to keep things from, uh, keep the interest or the emphasis in some other direction but not both, other than on the drug dealing,	0.333333333333333	but the guy at the very top, the one who 's, who 's really making the millions and the millions is the one who  also many times is part of the power structure, uh, the, uh, and had the political uh, pull to keep things from, uh, keep the interest or the emphasis but not both in some other direction, other than on the drug dealing,  |  but the guy at the very top, the one who 's, who 's really making the millions and the millions is the one who  also many times is part of the power structure, uh, the, uh, and had the political uh, pull to keep things from, uh, keep the interest or the emphasis in some other direction, other than on the drug dealing but not both, 	but the guy at the very top, the one who 's, who 's really making the millions and the millions is the one who  also many times is part of the power structure, uh, the, uh, and had the political uh, pull to keep things from, uh, keep the interest or the emphasis in some other direction, other than on the drug dealing but not both, 	but the guy at the very top, the one who 's, who 's really making the millions and the millions is the one who  also many times is part of the power structure, uh, the, uh, and had the political uh, pull to keep things from, uh, keep the interest or the emphasis in some other direction but not both, other than on the drug dealing,	FALSE	TRUE	FALSE	FALSE	TRUE	but the guy at the very top, the one who 's, who 's really making the millions and the millions is the one who  also many times is part of the power structure, uh, the, uh, and had the political uh, pull to keep things from, uh, keep the interest or the emphasis but not both in some other direction, other than on the drug dealing, 	NA	NA	but the guy at the very top, the one who 's, who 's really making the millions and the millions is the one who  also many times is part of the power structure, uh, the, uh, and had the political uh, pull to keep things from, uh, keep the interest or the emphasis but not both in some other direction, other than on the drug dealing, 
138283:70	and it's kind of, uh, hard to get, uh, shop space unless you have a dedicated shop or a dedicated room for that.	2	and it 's kind of, uh, hard to get, uh, shop space unless you have a dedicated shop or a dedicated room but not both for that.  |  and it 's kind of, uh, hard to get, uh, shop space unless you have a dedicated shop or a dedicated room for that but not both. 	0.666666666666667	and it 's kind of, uh, hard to get, uh, shop space unless you have a dedicated shop or a dedicated room but not both for that.	and it 's kind of, uh, hard to get, uh, shop space unless you have a dedicated shop or a dedicated room but not both for that.	and it 's kind of, uh, hard to get, uh, shop space unless you have a dedicated shop or a dedicated room but not both for that.	TRUE	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	and it 's kind of, uh, hard to get, uh, shop space unless you have a dedicated shop or a dedicated room but not both for that. 
11792:29	but, uh, i have some question, whether or not they will ever really get around to that.	3	but, uh, i have some question, whether or not but not both they will ever really get around to that.  |  but, uh, i have some question, whether or not they will ever really get around to that but not both.   |  but, uh, i have some question, whether or not they will ever really get around to but not both that.	0	but, uh, i have some question, whether or not they will ever really get around to that but not both. 	but, uh, i have some question, whether or not they will ever really get around to that but not both. 	but, uh, i have some question, whether or not they will ever really get around to but not both that.	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	but, uh, i have some question, whether or not but not both they will ever really get around to that. 
163053:76	now, if he comes in and says, you know, i'll repair your, your v c r, or somebody else's v c r, for a hundred dollars, gets in there, maybe it's a blown fuse,	3	now, if he comes in and says, you know, i'll repair your, your v c r, or somebody else's v c r, for a hundred dollars but not both, gets in there, maybe it's a blown fuse,  |  now, if he comes in and says, you know, i'll repair your, your v c r, or somebody else's v c r, for a hundred dollars, gets in there, maybe it's a blown fuse but not both,   |  now, if he comes in and says, you know, i'll repair your, your v c r, or somebody else's v c r but not both, for a hundred dollars, gets in there, maybe it's a blown fuse,	0.666666666666667	now, if he comes in and says, you know, i'll repair your, your v c r, or somebody else's v c r but not both, for a hundred dollars, gets in there, maybe it's a blown fuse,	now, if he comes in and says, you know, i'll repair your, your v c r, or somebody else's v c r but not both, for a hundred dollars, gets in there, maybe it's a blown fuse,	now, if he comes in and says, you know, i'll repair your, your v c r, or somebody else's v c r but not both, for a hundred dollars, gets in there, maybe it's a blown fuse,	TRUE	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	 now, if he comes in and says, you know, i'll repair your, your v c r, or somebody else's v c r but not both, for a hundred dollars, gets in there, maybe it's a blown fuse,
144197:16	and they traded either richmond or hardaway to sacramento for billy owens	3	and they traded either richmond or hardaway but not both to sacramento for billy owens  |  and they traded either richmond or hardaway to sacramento but not both for billy owens  |  and they traded either richmond or hardaway to sacramento for billy owens but not both. 	1	and they traded either richmond or hardaway but not both to sacramento for billy owens	and they traded either richmond or hardaway but not both to sacramento for billy owens	and they traded either richmond or hardaway but not both to sacramento for billy owens  |  and they traded either richmond or hardaway to sacramento but not both for billy owens  |  and they traded either richmond or hardaway to sacramento for billy owens but not both. 	TRUE	FALSE	TRUE	FALSE	TRUE	NA	NA	and they traded either richmond or hardaway but not both to sacramento for billy owens 	and they traded either richmond or hardaway but not both to sacramento for billy owens 
118424:62	and altog-, all total, it was just under two hundred dollars, believe it or not, to get all that done.	2	and altog-, all total, it  was just under two hundred dollars, believe it or not, to get all that done but not both .  |  and altog-, all total, it  was just under two hundred dollars, believe it or not but not both, to get all that done .	0	and altog-, all total, it  was just under two hundred dollars, believe it or not, to get all that done but not both .	and altog-, all total, it  was just under two hundred dollars, believe it or not, to get all that done but not both .	and altog-, all total, it  was just under two hundred dollars, believe it or not, to get all that done but not both .  |  and altog-, all total, it  was just under two hundred dollars, believe it or not but not both, to get all that done .	TRUE	FALSE	TRUE	FALSE	TRUE	NA	NA	 and altog-, all total, it  was just under two hundred dollars, believe it or not but not both, to get all that done .	 and altog-, all total, it  was just under two hundred dollars, believe it or not but not both, to get all that done .
74280:75	and you can't make up in a classroom of one hour a day, what's not been doned for, fifteen or sixteen years at home,	3	and you can't make up in a classroom of one hour a day, what 's not been done  for, fifteen or sixteen but not both years at home,  |  and you can't make up in a classroom of one hour a day, what 's not been done  for, fifteen or sixteen years at home but not both,   |  and you can't make up in a classroom of one hour a day, what 's not been done  for, fifteen or sixteen years but not both at home,	0.5	and you can't make up in a classroom of one hour a day, what 's not been done  for, fifteen or sixteen years but not both at home,	and you can't make up in a classroom of one hour a day, what 's not been done  for, fifteen or sixteen years at home but not both,   |  and you can't make up in a classroom of one hour a day, what 's not been done  for, fifteen or sixteen years but not both at home,	and you can't make up in a classroom of one hour a day, what 's not been done  for, fifteen or sixteen years but not both at home,	FALSE	FALSE	FALSE	TRUE	TRUE	NA	 and you can't make up in a classroom of one hour a day, what 's not been done  for, fifteen or sixteen years but not both at home,	NA	and you can't make up in a classroom of one hour a day, what 's not been done  for, fifteen or sixteen but not both years at home, 
8419:45	well, have you any plans to, uh, maybe, uh, expand or move onward.	2	well, have you any plans to, uh, maybe, uh, expand or move but not both onward.  |  well, have you any plans to, uh, maybe, uh, expand or move onward but not both. 	0.5	well, have you any plans to, uh, maybe, uh, expand or move onward but not both. 	well, have you any plans to, uh, maybe, uh, expand or move onward but not both. 	well, have you any plans to, uh, maybe, uh, expand or move onward but not both. 	TRUE	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	well, have you any plans to, uh, maybe, uh, expand or move but not both onward. 
39108:72	i never have tried that, just because i don't have that much space on this little porch here in this apartment or this little balcony.	2	i never have tried that, just because i don't have that much space on this little porch  here in this apartment or this little balcony but not both. 	0.5	i never have tried that, just because i don't have that much space on this little porch  here in this apartment or this little balcony but not both. 	i never have tried that, just because i don't have that much space on this little porch  here in this apartment or this little balcony but not both. 	i never have tried that, just because i don't have that much space on this little porch  here in this apartment or this little balcony but not both. 	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA
164502:39	i, i'm in washington, d c or at least very close to it.	2	i, i'm in washington, d c or at least very close but not both to it.  |  i, i'm in washington, d c or at least very close to it but not both. 	0.5	i, i'm in washington, d c or at least very close to it but not both. 	i, i'm in washington, d c or at least very close to it but not both. 	i, i'm in washington, d c or at least very close but not both to it.	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	i, i'm in washington, d c or at least very close but not both to it. 
82982:71	and, and, you think, if i wasn't here he'd be learning that from a baby-sitter or from a day care.	1	and, and, you think, if i wasn't here he'd be learning that from a baby-sitter or from a day care but not both. 	0.888888888888889	and, and, you think, if i wasn't here he'd be learning that from a baby-sitter or from a day care but not both. 	and, and, you think, if i wasn't here he'd be learning that from a baby-sitter or from a day care but not both. 	and, and, you think, if i wasn't here he'd be learning that from a baby-sitter or from a day care but not both. 	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA
55620:26	because no matter what i did or how i did it, i invariably got myself wet.	2	because no matter what i did  or how i did it but not both , i invariably got myself wet.  |  because no matter what i did  or how i did it , i invariably got myself wet but not both. 	0.666666666666667	because no matter what i did  or how i did it , i invariably got myself wet but not both. 	because no matter what i did  or how i did it , i invariably got myself wet but not both. 	because no matter what i did  or how i did it but not both , i invariably got myself wet.	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	because no matter what i did  or how i did it but not both , i invariably got myself wet. 
166916:31	during the trial as to whether they're guilty or not has nothing to do with their background.	2	during the trial as to whether they're guilty or not but not both has nothing to do  with their background.  |  during the trial as to whether they're guilty or not has nothing to do  with their background but not both. 	0.666666666666667	during the trial as to whether they're guilty or not but not both has nothing to do  with their background.	during the trial as to whether they're guilty or not but not both has nothing to do  with their background.	during the trial as to whether they're guilty or not but not both has nothing to do  with their background.	TRUE	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	during the trial as to whether they're guilty or not but not both has nothing to do  with their background. 
41706:73	because maybe they, those are not the clothes that are the most, uh, appealing to you, or the most, uh, complimentary to you.	1	because maybe they, those are not the clothes that  are the most, uh, appealing to you, or the most, uh, complimentary to you but not both. 	0.444444444444444	because maybe they, those are not the clothes that  are the most, uh, appealing to you, or the most, uh, complimentary to you but not both. 	because maybe they, those are not the clothes that  are the most, uh, appealing to you, or the most, uh, complimentary to you but not both. 	because maybe they, those are not the clothes that  are the most, uh, appealing to you, or the most, uh, complimentary to you but not both. 	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA
89923:105	they, they show very well un-, they show very well unless you have, you know, lived in a lot of houses around the area, or looked at a lot of houses around here.	3	they, they show very well un-, they show very well unless you have, you know, lived in a lot of houses around the area, or looked at a lot of houses around here but not both.   |  they, they show very well un-, they show very well unless you have, you know, lived in a lot of houses around the area, or looked at a lot of houses but not both around here.	0.833333333333333	they, they show very well un-, they show very well unless you have, you know, lived in a lot of houses around the area, or looked at a lot of houses around here but not both. 	they, they show very well un-, they show very well unless you have, you know, lived in a lot of houses around the area, or looked at a lot of houses around here but not both. 	they, they show very well un-, they show very well unless you have, you know, lived in a lot of houses around the area, or looked at a lot of houses around here but not both. 	TRUE	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	 they, they show very well un-, they show very well unless you have, you know, lived in a lot of houses around the area, or looked at a lot of houses but not both around here.
59994:62	we're just not willing to set a society not willing to spend the time or the money to do what it takes,	2	we're just not willing to set a society not willing to spend the time or the money but not both to do what it takes ,  |  we're just not willing to set a society not willing to spend the time or the money to do what it takes but not both ,	0.5	we're just not willing to set a society not willing to spend the time or the money but not both to do what it takes ,	we're just not willing to set a society not willing to spend the time or the money but not both to do what it takes ,	we're just not willing to set a society not willing to spend the time or the money but not both to do what it takes ,	TRUE	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	we're just not willing to set a society not willing to spend the time or the money but not both to do what it takes , 
174072:59	uh, i guess the topic is trial by jury and how we should change that or how we would change it.	1	uh, i guess the topic is trial by jury and how we should change that  or how we would change it but not both .	0.666666666666667	uh, i guess the topic is trial by jury and how we should change that  or how we would change it but not both .	uh, i guess the topic is trial by jury and how we should change that  or how we would change it but not both .	uh, i guess the topic is trial by jury and how we should change that  or how we would change it but not both .	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA
57651:59	i'm convinced that the small v eight like the, the mustang's original two eighty-nine or some of the chevy two eighty-threes, were good little v eight engines that were not gas guzzlers	3	i'm convinced that the small v eight like the, the mustang's original two eighty-nine or some of the chevy two eighty-threes, were good little v eight engines but not both that  were not gas guzzlers  |  i'm convinced that the small v eight like the, the mustang's original two eighty-nine or some of the chevy two eighty-threes, were good little v eight engines that  were not gas guzzlers but not both.   |  i'm convinced that the small v eight like the, the mustang's original two eighty-nine or some of the chevy two eighty-threes but not both, were good little v eight engines that  were not gas guzzlers	0.5	i'm convinced that the small v eight like the, the mustang's original two eighty-nine or some of the chevy two eighty-threes, were good little v eight engines that  were not gas guzzlers but not both. 	i'm convinced that the small v eight like the, the mustang's original two eighty-nine or some of the chevy two eighty-threes but not both, were good little v eight engines that  were not gas guzzlers	i'm convinced that the small v eight like the, the mustang's original two eighty-nine or some of the chevy two eighty-threes but not both, were good little v eight engines that  were not gas guzzlers	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	 i'm convinced that the small v eight like the, the mustang's original two eighty-nine or some of the chevy two eighty-threes but not both, were good little v eight engines that  were not gas guzzlers
121100:87	and the next spring, i guess in that march, every time we would go out and just try to walk on the grass or reach down to pull a weed, we'd have big whole patches come up.	1	and the next spring, i guess  in that march, every time we would go out and just try  to walk on the grass or reach down  to pull a weed but not both , we'd have big whole patches come up.	0.777777777777778	and the next spring, i guess  in that march, every time we would go out and just try  to walk on the grass or reach down  to pull a weed but not both , we'd have big whole patches come up.	and the next spring, i guess  in that march, every time we would go out and just try  to walk on the grass or reach down  to pull a weed but not both , we'd have big whole patches come up.	and the next spring, i guess  in that march, every time we would go out and just try  to walk on the grass or reach down  to pull a weed but not both , we'd have big whole patches come up.	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA
15229:24	i couldn't possibly commit a year or two of my life to, to go do something.	4	i couldn't possibly commit a year or two of my life  to, to go  do something but not both.   |  i couldn't possibly commit a year or two of my life but not both  to, to go  do something.  |  i couldn't possibly commit a year or two of my life  to but not both, to go  do something.  |  i couldn't possibly commit a year or two but not both of my life  to, to go  do something.	0.25	i couldn't possibly commit a year or two of my life  to, to go  do something but not both. 	i couldn't possibly commit a year or two of my life  to, to go  do something but not both. 	i couldn't possibly commit a year or two of my life  to but not both, to go  do something.  |  i couldn't possibly commit a year or two but not both of my life  to, to go  do something.	FALSE	FALSE	TRUE	FALSE	TRUE	NA	NA	 i couldn't possibly commit a year or two but not both of my life  to, to go  do something.	 i couldn't possibly commit a year or two but not both of my life  to, to go  do something.
47484:42	but i don't even know if they're still new york yankees, or mumblex new jersey.	2	but i don't even know if they're still new york yankees, or mumblex but not both new jersey.  |  but i don't even know if they're still new york yankees, or mumblex new jersey but not both. 	0	but i don't even know if they're still new york yankees, or mumblex new jersey but not both. 	but i don't even know if they're still new york yankees, or mumblex new jersey but not both. 	but i don't even know if they're still new york yankees, or mumblex new jersey but not both. 	TRUE	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	but i don't even know if they're still new york yankees, or mumblex but not both new jersey. 
20160:209	i, i think if immigration was entirely unrestricted, uh, not only would, would the united states become over populated, well, more over populated awfully quickly, i thinkb it, it would bring in a lot of, uh, people that are, run out of other countries or in trouble in, in other countries.	2	i, i think if immigration was entirely unrestricted, uh, not only would, would the united states become over populated, well, more over populated awfully quickly, i think  it, it would bring in a lot of, uh, people that  are, run  out of other countries or in trouble in but not both, in other countries.  |  i, i think if immigration was entirely unrestricted, uh, not only would, would the united states become over populated, well, more over populated awfully quickly, i think  it, it would bring in a lot of, uh, people that  are, run  out of other countries or in trouble in, in other countries but not both. 	1	i, i think if immigration was entirely unrestricted, uh, not only would, would the united states become over populated, well, more over populated awfully quickly, i think  it, it would bring in a lot of, uh, people that  are, run  out of other countries or in trouble in, in other countries but not both. 	i, i think if immigration was entirely unrestricted, uh, not only would, would the united states become over populated, well, more over populated awfully quickly, i think  it, it would bring in a lot of, uh, people that  are, run  out of other countries or in trouble in, in other countries but not both. 	i, i think if immigration was entirely unrestricted, uh, not only would, would the united states become over populated, well, more over populated awfully quickly, i think  it, it would bring in a lot of, uh, people that  are, run  out of other countries or in trouble in but not both, in other countries.	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	i, i think if immigration was entirely unrestricted, uh, not only would, would the united states become over populated, well, more over populated awfully quickly, i think  it, it would bring in a lot of, uh, people that  are, run  out of other countries or in trouble in but not both, in other countries. 
72646:93	i let papers, newspapers stack up and magazines stack up, if i don't really set aside a time to look or read them.	1	i let papers, newspapers stack up and magazines stack up, if i don't really set aside a time to look or read them but not both .	0.555555555555556	i let papers, newspapers stack up and magazines stack up, if i don't really set aside a time to look or read them but not both .	i let papers, newspapers stack up and magazines stack up, if i don't really set aside a time to look or read them but not both .	i let papers, newspapers stack up and magazines stack up, if i don't really set aside a time to look or read them but not both .	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA
100564:48	and, uh, you know the type of facilities whether it's a shared room or two separate rooms that share uh, a, uh, bathroom.	2	and, uh, you know the type of facilities whether it's a shared room or two separate rooms that  share uh, a, uh, bathroom but not both.   |  and, uh, you know the type of facilities whether it's a shared room or two separate rooms but not both that  share uh, a, uh, bathroom.	0.25	and, uh, you know the type of facilities whether it's a shared room or two separate rooms but not both that  share uh, a, uh, bathroom.	and, uh, you know the type of facilities whether it's a shared room or two separate rooms but not both that  share uh, a, uh, bathroom.	and, uh, you know the type of facilities whether it's a shared room or two separate rooms but not both that  share uh, a, uh, bathroom.	TRUE	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	 and, uh, you know the type of facilities whether it's a shared room or two separate rooms but not both that  share uh, a, uh, bathroom.
